bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
করেছিল,kɔret͡ɕʰil̪ɔ,করছেলে,koɾcʰele,করছিলা,koɾcʰɪlɐ,করছিল,d̪u͡ɪ̯tɐ,দুগা,d̪ugɐ,দাবি,d̪ɐbɪ,Performed,,
করেছিলাম,kɔret͡ɕʰil̪am,করছেলাম,koɾcʰelɐm,করছিলাম,koɾcʰɪlɐm,করসিলাম,koɾsɪlɐm,কইরছিলাম,ko͡ɪ̯ɾcʰɪlɐm,হইজ্জিলাম,ho͡ɪ̯zzɪlɐm,Did,,
করেছে,kɔret͡ɕʰe,করছে,koɾcʰe,করছইন,koɾcʰɪn,করসে,koɾ,কইচ্ছে,ko͡ɪ̯ccʰe,গইজ্জ,gɔ͡ɪ̯zzo,Did,,
করেছেন,kɔret͡ɕʰen̪,করছে,koɾcʰe,বড়,bɔɽo,করসেন,koɾʃen,কইচ্চে,ko͡ɪ̯cce,গইজ্জে,gɔ͡ɪ̯zze,Made,,
করেন,kɔren̪,করছে,koɾcʰe,মারওক্কা,mɐɾokkɐ,করেন,kɔɾen,করেন,kɔɾen,খজ্জিল,xɔzzɪl,Do,,
করেন,kɔren̪ɔ,করেন,ɟeno,খরইন,xɔɾɪn,করেন,kɔɾen,করেন,kɔɾen,গরিবান,goɾɪbɐn,Do,,
করেন?,kɔren̪ɔ?,করেন?,kɔɾen?,করইন,koɾɪn,করেন?,kɔɾen?,করেন?,kɔɾen?,গরঅন,gɔɾo͡ɔ̯n,Do you,,
করেননি,kɔren̪n̪i,করেনাই,kɔɾenɐ͡ɪ̯,না,nɐ,করে,koɾe,করেনো,kɔɾeno,ন,nɔ,Did,,
করেনা,kɔren̪a,করেনা,kɔɾenɐ,না,nɐ,করেনা,kɔɾenɐ,করে,koɾe,ন,nɔ,Component,,
করো,kɔro,কইররো,ko͡ɪ̯ɾoɾo,করবা,koɾbɐ,করো?,koɾo?,নাহ,nɐh,গইরগো,go͡ɪ̯ɾgo,Do,,
করো?,kɔro?,পছন্দ,pɔcʰond̪o,কিওর,kɪ͡o̯ɾ,করো?,koɾo?,করো,koɾo,গরো,gɔɾo,Do,,
করোনায়,kɔron̪ae̯ɔ,করোনাইয়,kɔɾonɐ͡ɪ̯e̯,করোনার,kɔɾonɐɾ,করোনায়,kɔɾonɐe̯,করোনায়,kɔɾonɐe̯,হরনাত,hɔɾonɐt̪,Coronary,,
কর্মকর্তা,kɔrmɔkɔrt̪a,কর্মকর্তা,kɔɾmokɔɾt̪ɐ,কর্মকর্তা,kɔɾmokɔɾt̪ɐ,কর্মকর্তা,kɔɾmokɔɾt̪ɐ,কর্মকর্তা,kɔɾmokɔɾt̪ɐ,কর্মকর্তা,kɔɾmokɔɾt̪ɐ,Officer,,
কর্মরত,kɔrmɔrɔt̪ɔ,কামে,kɐme,কাম,kɐm,কর্মরত,kɔɾmoɾɔt̪o,কাজ,kɐz,হাম,hɐm,Working,,
কল,kɔl̪ɔ,কল্,kɔl,কল,kɔl,কল,kɔl,কল,kɔl,কল,kɔl,Call,,
কলকাতা,kɔl̪ɔkat̪a,কলকাতা,kolkɐt̪ɐ,কলকাতা,kolkɐt̪ɐ,কলকাতার,kolkɐt̪ɐɾ,কলকাতা,kolkɐt̪ɐ,হলহাতার,holhɐt̪ɐɾ,Kolkata,,
কলম,kɔl̪ɔmɔ,কলম,kɔlom,কলম,kɔlom,কলম,kɔlom,কলম,kɔlom,কিছু,kɪcʰu,Pen,,
কলমটি,kɔl̪ɔmɔti,কলমডা,kɔlomdɐ,কলম,kɔlom,কলমডা,kɔlomdɐ,কলমকান,kɔlomkɐn,লো,lo,Pen,,
কলে,kɔl̪e,কোলে,kole,কোলো,kolo,কোলে,kole,সা,ʃɐ,হুলত,hulɔt̪o,Bolt,,
কলেজে,kɔl̪ed͡ʑe,কলেজে,kɔleɟe,কলেজে,kɔleɟe,কলেজে,kɔleɟe,কলেজে,kɔleɟe,দিনত,d̪ɪnt̪o,In college,,
কল্পনা,kɔl̪pɔn̪a,ভাব্তে,bʱɐbt̪e,কল্পনা,kɔlponɐ,করে,koɾe,লই,lɔ͡ɪ̯,ফোয়াইবারে,foʷɐ͡ɪ̯bɐɾe,Imagination,,
কল্পনার,kɔl̪pɔn̪arɔ,কল্পনার,kɔlponɐɾ,থাকি,t̪ʰɐkɪ,কল্পনার,kɔlponɐɾ,কল্পনার,kɔlponɐɾ,হলফনার,holfonɐɾ,Imaginative,,
কষ্ট,kɔʂtɔ,কষ্ট,koʃto,কষ্ঠ,koʃtʰo,কষ্ট,koʃto,কষ্ট,koʃto,হষ্ট,hoʃto,Suffering,,
কষ্টকর,kɔʂtɔkɔrɔ,তয়,t̪ɔe̯,থাকা,t̪ʰɐkɐ,কষ্টকর,koʃtokɔɾ,অইলেও,ɛ͡ɪ̯le͡o̯,হস্টগর,hɔstɔgɔɾ,Daunting,,
কষ্টে,kɔʂte,কষ্টে,koʃte,কষ্টে,koʃte,কষ্টে,koʃte,কস্টে,kɔste,হষ্ট,hoʃto,In trouble,,
কষ্টের,kɔʂterɔ,কষ্টের,koʃteɾ,খষ্টর,xɔʃtoɾ,কষ্টের,koʃteɾ,কষ্টের,koʃteɾ,হস্টের,hɔsteɾ,Trouble,,
কাঁচা,kɔ̃t͡ɕa,কাঁচা,kɐ̃cɐ,কাচা,kɐcɐ,কাঁচা,kɐ̃cɐ,খেলাত,kʰelɐt̪,ইবা,ɪbɐ,Raw,,
কাঁদছে,kɔ̃d̪ɔt͡ɕʰe,কানতেয়াছে,kɐnt̪eʲɐcʰe,কান্দের,kɐnd̪eɾ,কাঁনতাসে,kɐ̃nt̪ɐʃe,কান্দের,kɐnd̪eɾ,হান্দের,hɐnd̪eɾ,Crying,,
কাঁদতে,kɔ̃d̪ɔt̪e,ইচ্ছা,ɪccʰɐ,কান্দিতে,kɐnd̪ɪt̪e,কাঁনতে,kɐ̃nt̪e,ইচ্ছা,ɪccʰɐ,মনত,monot̪o,Crying,,
কাঁদানো,kɔ̃d̪an̪o,কান্দানো,kɐnd̪ɐno,কানদানি,kɐnd̪ɐnɪ,কাঁনদানো,kɐ̃nd̪ɐno,ভালা,vɐlɐ,কাদাইলে,kɐd̪ɐ͡ɪ̯le,Cry,,
কাউকে,kauke,কাউরে,kɐ͡u̯ɾe,কাউকে,kɐ͡u̯ke,কাউরে,kɐ͡u̯ɾe,কাওরে,kɐ͡o̯ɾe,হনিক্কারে,honɪkkɐɾe,Some,,
কাওকে,kaoke,কাউরে,kɐ͡u̯ɾe,ইলা,ɪlɐ,কাওকে,kɐ͡o̯ke,মনে,mone,এইল্লে,e͡ɪ̯lle,Some,,
কাকে,kake,কারে,ɟɐnɐmu,খারে,kɪlɐ,কারে,kɐɾe,কারে,kɐɾe,হারে,hɐɾe,Whom,,
কাজ,kad͡ʑɔ,কাম,kɐm,কাম,kɐm,কাম,kɐm,কাজ,kɐɟ,এক্কান,ɛkkɐn,Work,,
কাজকে,kad͡ʑke,কামরে,kɐmɾe,কাজরে,kɐɟoɾe,কামরে,kɐmɾe,কাজরে,kɐɟoɾe,হাযরে,hɐzoɾe,Work,,
কাজটি,kad͡ʑti,কামডা,kɐmdɐ,কাজটা,kɐɟtɐ,কামডা,kɐmdɐ,কাম,kɐm,দিত্তারিবানা?,d̪ɪt̪t̪ɐɾɪbɐnɐ?,Work,,
কাজল,kad͡ʑɔl̪ɔ,কাজল,kɐɟol,কাজলর,kɐzoloɾ,কাজল,kɐɟol,কাজল,kɐɟol,হাজল,hɐzol,Kajal,,
কাজের,kad͡ʑerɔ,সেম্রি,ʃemɾɪ,কামর,kɐmoɾ,কামের,kɐmeɾ,কামের,kɐmeɾ,হাজর,hɐzoɾ,Work,,
কাটছেই,katt͡ɕʰei,না,nɐ,ওউ,o͡u̯,কাটতাসেই,kɐtt̪ɐʃe͡ɪ̯,কাডের,kɐdeɾ,অদ্দো,ɔd̪d̪o,Cut,,
কাটতে,katt̪e,কাটতে,kɐtt̪e,কাটতাম,kɐtt̪ɐm,কাটতে,kɐtt̪e,হছন্দ,hɔcʰond̪o,পচন্দ,pɔcond̪o,Cut,,
কাটবো,katbo,কাটমু,kɐtmu,দিতাম,d̪ɪt̪ɐm,কাটতাম,kɐtt̪ɐm,কাইটতান্ন,kɐ͡ɪ̯tt̪ɐnno,নো,no,Cut,,
কাটাই,katai,কাডাই,kɐdɐ͡ɪ̯,কাটাই,kɐtɐ͡ɪ̯,কাটাই,kɐtɐ͡ɪ̯,কাডাই,kɐdɐ͡ɪ̯,হডাই,hodɐ͡ɪ̯,Cutting,,
কাটাকাটি,katakati,কথা,kɔt̪ʰɐ,কাটাকাটি,kɐtɐkɐtɪ,কাটাকাটি,kɐtɐkɐtɪ,কাডাকাডি,kɐdɐkɐdɪ,অয়,ɔe̯,Cut,,
কাটাতো,katat̪o,কাডাইতে,kɐdɐ͡ɪ̯t̪e,কাটতো,kɐtt̪o,কাটাইতো,kɐtɐ͡ɪ̯t̪o,কাটাইতো,kɐtɐ͡ɪ̯t̪o,নো,no,Cut,,
কাটাবো?,katabo?,কাডামু?,kɐdɐmu?,কাটাইতাম,kɐtɐ͡ɪ̯t̪ɐm,কাটায়াম,kɐtɐʲɐm?,কাডাইয়ুম,kɐdɐ͡ɪ̯ʲum,হাডাইয়্যুম?,hɐdɐ͡ɪ̯ʲd̪ʱum?,Do you spend,,
কাটার,katarɔ,কাডার,kɐdɐɾ,কাটার,kɐtɐɾ,কাটনের,kɐtoneɾ,কাডার,kɐdɐɾ,হাডিবার,hɐdɪbɐɾ,Cutter,,
কাটালাম,katal̪am,কাডাইলাম,kɐdɐ͡ɪ̯lɐm,কাটাইলাম,kɐtɐ͡ɪ̯lɐm,কাটাইলাম,kɐtɐ͡ɪ̯lɐm,কাডাইলাম.,kɐdɐ͡ɪ̯lɐm.,হাডাইয়্যি,hɐdɐ͡ɪ̯kɪ,Cut,,
কাটি,kati,কাডি,kɐdɪ,কাটি,kɐtɪ,কাটি,kɐtɪ,কাডি,kɐdɪ,আচুরি,ɐcuɾɪ,Cut,,
কাটিয়ে,katie̯e,মায়া,mɐʲɐ,কাটাইয়া,kɐtɐ͡ɪ̯ʲɐ,কাটিয়ে,kɐtɪʲe,ছাড়ি,cʰɐɽɪ,যাইয়্যুম,zɐ͡ɪ̯ʲd̪ʱum,Overly,,
কাটে,kate,কাড্য,hɛɾ,সময়,ʃɔmɔe̯,কাটে,kɐte,কাডে,kɐde,হাঠে,hɐtʰe,Cut,,
কাঠ,katʰɔ,কাঠ,kɐtʰ,কাঠ,kɐtʰ,কাঠ,kɐtʰ,কাঠ,kɐtʰ,দারগোয়া,d̪ɐɾgoʷɐ,Wood,,
কাণ্ড,kandɔ,আকাম,ɐkɐm,কিতা,kɪt̪ɐ,কাণ্ড,kɐnd,কাণ্ড,kɐnd,কি,kɪ,Tip,,
কান্না,kan̪n̪a,পানি,pɐnɪ,কান্দা,kɐnd̪ɐ,কান্দনে,kɐnd̪one,হানি,hɐnɪ,ফানি,fɐnɪ,Cry,,
কাপড়ে,kapɽe,কাফুরে,kɐpʰuɾe,কাফরে,kɐpʰɔɾe,কাপড়ে,kɐpɽe,কাপড়ে,kɐpɽe,হরত,hɔɾot̪o,Wolf,,
কাবিনের,kabin̪erɔ,কাবিনের,kɐbɪneɾ,কাবিনের,kɐbɪneɾ,কাবিনের,kɐbɪneɾ,কাবিনের,kɐbɪneɾ,হাবিনর,hɐbɪnɔɾ,Cabin,,
কারও,karo,কাউরো,kɐ͡u̯ɾo,কারও,kɐɾo,কারও,kɐɾo,ভালোবাসারে,vɐlobɐʃɐɾe,হনিক্কার,honɪkkɐɾ,Some,,
কারণ,karɔnɔ,হ্যায়,hɛe̯,কারণ,kɐɾon,কারণ,kɐɾon,কারন,kɐɾon,হারন,hɐɾon,Cause,,
কারণও,karno,কারণও,kɐɾono,আরেকটা,ɐɾektɐ,কারণও,kɐɾono,কারণ,kɐɾon,হারন,hɐɾon,Cause,,
কারণে,karne,লইজ্ঞা,lo͡ɪ̯ggɐ,মেঘ,megʱ,কারণে,kɐɾone,কারণে,kɐɾone,লাই,lɐ͡ɪ̯,Because,,
কারন,karɔn̪ɔ,আবেগে,ɐbege,আবেগে,ɐbege,কারন,kɐɾon,আবেগছ,ɐbegɔcʰo,হারন,hɐɾon,Cause,,
কারনে,karn̪e,কারনে,kɐɾone,তাইন,t̪ɐ͡ɪ̯n,কারনে,kɐɾone,কোনদিন,kond̪ɪn,হারনে,hɐɾne,Because,,
কারেন্ট,karen̪tɔ,কারেন্ট,kɐɾent,সময়,ʃɔmɔe̯,কারেন্ট,kɐɾent,দেই,d̪e͡ɪ̯,এ,e,Current,,
কারো,karo,কাউরো,kɐ͡u̯ɾo,কারো,kɐɾo,কারো,kɐɾo,কারো,kɐɾo,হার,hɐɾ,Some,,
কাল,kal̪ɔ,কাইল,kɐ͡ɪ̯l,আনা,ɐnɐ,কাল,kɐl,কাল,kɐl,হালিয়া,hɐlɪʲɐ,Time,,
কালকে,kal̪ke,কাইল,kɐ͡ɪ̯l,কাইল,kɐ͡ɪ̯l,কালকে,kɐloke,কাইলগা,kɐ͡ɪ̯lgɐ,হালিয়া,hɐlɪʲɐ,Tomorrow,,
কালাম,kal̪amɔ,কালাম,kɐlɐm,কালামও,kɐlɐmo,কালাম,kɐlɐm,কালাম,kɐlɐm,কালাম,kɐlɐm,Vocation,,
কালো,kal̪o,কালা,kɐlɐ,কালা,kɐlɐ,কালা,kɐlɐ,কালো,kɐlo,কালো,kɐlo,Black,,
কাশতে,kaɕt̪e,দিন,d̪ɪn,কাশতে,kɐʃt̪e,কাশতে,kɐʃt̪e,কাইশতে,kɐ͡ɪ̯ʃɔt̪e,হাইশতে,hɐ͡ɪ̯ʃɔt̪e,Cough,,
কাশি,kaɕi,ঠাণ্ডা,tʰɐndɐ,আর,ɐɾ,কাশি,kɐʃɪ,সর্দি,ʃɔɾd̪ɪ,সরদি,hɐʃɪ,Cough,,
কাহিনী,kahin̪i,কাহিনি,kɐhɪnɪ,কাহিনী,kɐhɪnɪ,কাহিনী,kɐhɪnɪ,কাহিনী,kɐhɪnɪ,কাহিনি,kɐhɪnɪ,Story,,
কি,ki,কি,kɪ,কিতা,kɪt̪ɐ,কিতা,kɪt̪ɐ,কি,kɪ,কি,kɪ,What,,
কি?,ki?,কি?,kɪ?,নাম,nɐm,কিতা?,kɪt̪ɐ?,কি,kɪ,কি?,kɪ?,What?,,
কিংবা,kiŋba,বা,ɟoɾ,নিতা,nɪt̪ɐ,কিংবা,kɪŋbɐ,অন্যের,ɔnneɾ,কিনবা,kɪnbɐ,Or,,
কিছু,kit͡ɕʰu,কিছু,kɪcʰu,কিছু,kɪcʰu,কিছু,kɪcʰu,আর,ɐɾ,কিচু,kɪcu,Something,,
কিছুই,kit͡ɕʰui,কিছুই,kɪcʰu͡ɪ̯,কিচ্ছুই,kɪccʰu͡ɪ̯,কিনুতাই,kɪnut̪ɐ͡ɪ̯,বুইঝদাম,bu͡ɪ̯ɟʱd̪ɐm,কিছুই,kɪcʰu͡ɪ̯,Nothing,,
কিছুক্ষন,kit͡ɕʰukʂɔn̪ɔ,সময়,ʃɔmɔe̯,সময়,ʃɔmɔe̯,কিসুক্ষন,kɪʃukkʰon,যাবত,ɟɐbot̪,ইতার,ɪt̪ɐɾ,A little,,
কিছুটা,kit͡ɕʰuta,কিছুডা,kɪcʰudɐ,বাক্কা,bɐkkɐ,কিছুডা,bɐɽsɪlo,চায়িদা,cɐʲɪd̪ɐ,এক্কানা,fot̪o,Somewhat,,
কিছুতেই,kit͡ɕʰut̪ei,মোডেও,mode͡o̯,কুন্তাত,kunt̪ɐt̪,কিসুতেই,kɪʃut̪e͡ɪ̯,কোনভাবেই,konbʱɐbe͡ɪ̯,কিচুতেই,kɪcut̪e͡ɪ̯,Somewhat,,
কিছুদিন,kit͡ɕʰud̪in̪ɔ,কয়দিন,kɔʲd̪ɪn,কিছুদিন,kɪcʰud̪ɪn,কিসুদিন,kɪʃud̪ɪn,কিছুদিন,kɪcʰud̪ɪn,কিছু,kɪcʰu,Sometime,,
কিছুর,kit͡ɕʰurɔ,কিছুর,kɪcʰuɾ,ভালা,vɐlɐ,কিসুর,kɪʃuɾ,কিছুর,kɪcʰuɾ,কিচুর,kɪcuɾ,Something,,
কিডন্যাপ,kidɔn̪d͡zapɔ,হইয়া,ho͡ɪ̯ʲɐ,কিডন্যাপ,kɪdonnɐp,কিডন্যাপ,kɪdonnɐp,কিডন্যাপ,kɪdonnɐp,কিডন্যাপ,kɪdonnɐp,Kidnap,,
কিনবো,kin̪bo,কিনমু,kɪnmu,গরু,goɾu,কিনবাম,kɪnbɐm,কিনিয়ুম,kɪnɪʲum,কিন্নোম,kɪnnom,Buy,,
কিনল,kin̪ɔl̪ɔ,কেনছে,kencʰe,কিনছিল,kɪncʰɪlo,কিনল,kɪnɔl,কিনলো,kɪnlo,কিন্নে,kɪnne,Bought,,
কিনা,kin̪a,নিহি,nɪhɪ,পারমু,pɐɾmu,কিনা,kɪnɐ,নিচয়টা,nɪcɔʲtɐ,হনো,hono,Or not,,
কিনে,kin̪e,কিন্না,kɪnnɐ,কেনিয়া,kenɪʲɐ,কিন্না,kɪnnɐ,রঙের,ɾɔŋeɾ,শাড়ি,ʃɐɽɪ,By,,
কিন্তু,kin̪t̪u,তয়,t̪ɔe̯,কষ্টর,koʃtoɾ,কিন্তু,kɪnt̪u,কিন্তু,kɪnt̪u,কিন্তু,kɪnt̪u,But,,
কিপটা,kipta,কিপটা,kɪptɐ,কিপটা,kɪptɐ,কিপটা,kɪptɐ,কিপটা,kɪptɐ,বেশি,beʃɪ,Tip,,
কিভাবে,kib̤abe,ক্যামনে,kɛmone,কিলা,kɪlɐ,কেমনে,kɛmone,কেন্নে,kenne,কেনে,kene,How,,
কিসের,kis̪erɔ,কির,kɪɾ,কিওর,kɪ͡o̯ɾ,কিসের,kɪʃeɾ,এর,eɾ,অর,ɔɾ,What,,
কী,ki,কি,kɪ,কিতা,kɪt̪ɐ,কী,kɪ,কিয়া,kɪʲɐ,গইজ্জুম,gɔ͡ɪ̯zzum,Key,,
কীভাবে,kib̤abe,ক্যামনে,kɛmone,কিলা,kɪlɐ,কেমনে,kɛmone,কেন্নে,kenne,ওইবো,o͡ɪ̯bo,How,,
কীসব,kis̪ɔbɔ,কিজানি,kɪɟɐnɪ,কিতা,kɪt̪ɐ,কীসব,kɪʃɔb,কীসব,kɪʃɔb,লেহের,leheɾ,Key,,
কুকুর,kukurɔ,কুত্তা,kut̪t̪ɐ,একগু,ɛkgu,কুত্তা,kut̪t̪ɐ,কুইত্তা,ku͡ɪ̯t̪t̪ɐ,কুত্তা,kut̪t̪ɐ,Dog,,
কুকুরটা,kukurta,কুত্তাডা,kut̪t̪ɐdɐ,কুত্তা,kut̪t̪ɐ,কুত্তাডা,kut̪t̪ɐdɐ,কুত্তাগা,kut̪t̪ɐgɐ,কুত্তাইবা,kut̪t̪ɐ͡ɪ̯bɐ,Dog,,
কুরবানিতে,kurban̪it̪e,কোরবানি,koɾbɐnɪ,বার,bɐɾ,কুরবানিতে,kuɾbɐnɪt̪e,কোরবানিত,koɾbɐnɪt̪o,কুরবানিত,kuɾbɐnɪt̪o,In sacrifice,,
কুল,kul̪ɔ,কুল,kul,আর,ɐɾ,কুল,kul,কুল,kul,আর,ɐɾ,Cool,,
কুশল,kuɕɔl̪ɔ,কথাবার্তা,kɔt̪ʰɐbɐɾt̪ɐ,লগে,lɔge,কুশল,kuʃɔl,কুশল,kuʃɔl,হতাবাত্রা,hɔt̪ɐbɐt̪ɾɐ,Skillful,,
কুয়েত,kue̯et̪ɔ,কুয়েত,kuʲet̪,কুয়েত,kuʲet̪,কুয়েত,kuʲet̪,কুয়েত,kuʲet̪,কয়েত,kɔʲet̪,Kuwait,,
কৃষক,kɽiʂɔkɔ,চাষি,cɐʃɪ,কৃষক,kɾɪʃɔk,কৃষক,kɾɪʃɔk,কৃষক,kɾɪʃɔk,কৃষক,kɾɪʃɔk,Farmer,,
কে,ke,কেডা,kedɐ,সেই,ʃe͡ɪ̯,রে,ɾe,কে,ke,হন,hɔn,Who,,
কে?,ke?,কেডা?,kedɐ?,গায়করে,gɐʲkoɾe,কেডা?,kedɐ?,কে,ke,হন?,hɔn?,Who?,,
কেঁটে,keঁte,কাইট্টা,kɐ͡ɪ̯ttɐ,কাটি,kɐtɪ,কাইটা,kɐ͡ɪ̯tɐ,কাডি,kɐdɪ,গেয়্যুই,gekd̪ʱu͡ɪ̯,Cant,,
কেউ,keu,কেউ,ke͡u̯,কেউ,ke͡u̯,কেউ,ke͡u̯,কেও,ke͡o̯,অত,ɔt̪o,,,
কেও,keo,কেউ,ke͡u̯,আর,ɐɾ,কেও,ke͡o̯,কেও,ke͡o̯,নাই,nɐ͡ɪ̯,Ko,,
কেক,kekɔ,কেক,kek,কেইক,ke͡ɪ̯k,কেক,kek,কেক,kek,কেক,kek,Cake,,
কেটে,kete,কাইট্টা,kɐ͡ɪ̯ttɐ,খরি,kʰoɾɪ,কাইটটা,kɐ͡ɪ̯ttɐ,কাডি,kɐdɪ,হাডি,hɐdɪ,Cut,,
কেন,ken̪ɔ,কিরলইজ্ঞা,kon,কেনে,kene,কিল্লেগা,kɪllegɐ,কিল্লাই,kɪllɐ͡ɪ̯,কিল্লাই,kɪllɐ͡ɪ̯,Why,,
কেন?,ken̪ɔ?,কির,kɪɾ,কিওর,kɪ͡o̯ɾ,কেরে?,keɾe?,কিল্লাই,kɪllɐ͡ɪ̯,গরর,gɔɾoɾ,Why?,,
কেনো,ken̪o,কির,kɪɾ,খেনে,kʰene,কেন,keno,কেন,keno,কেন,keno,Why,,
কেবল,kebɔl̪ɔ,খালি,kʰɐlɪ,খালি,kʰɐlɪ,কেবল,kebol,এলা,elɐ,হাইল্লে,hɐ͡ɪ̯lle,Only,,
কেমন,kemɔn̪ɔ,ক্যামন,kɛmon,বালা,bɐlɐ,কেমত,kɛmɔt̪,কেক্কা,kekkɐ,হইল্লে,ho͡ɪ̯lle,How,,
কেরোসিন,keros̪in̪ɔ,কেরেস্তাল,keɾest̪ɐl,কেরোসিন,keɾoʃɪn,কেরোসিন,t̪eleɾ,কেরোসিন,keɾoʃɪn,কেরাসিনর,keɾɐʃɪnɔɾ,Kerosene,,
কেল্লার,kel̪l̪arɔ,কেল্লার,kellɐɾ,কেল্লার,mɐt̪,কেল্লার,kellɐɾ,কেল্লার,kellɐɾ,হেল্লার,hellɐɾ,Fort,,
কোঁথায়,koঁt̪ʰae̯ɔ,কোম্মে?,komme?,জাগাত?,ɟɐgɐt̪?,কই?,ko͡ɪ̯?,কিয়া?,kɪʲɐ?,হডে?,hode?,In the meantime,,
কোটিপতি,kotipt̪i,হইয়া,ho͡ɪ̯ʲɐ,অই,ɔ͡ɪ̯,কোটিপতি,kotɪpot̪ɪ,অই,ɔ͡ɪ̯,অই,ɔ͡ɪ̯,Billionaire,,
কোথাও,kot̪ʰao,কোনহানে,konhɐne,কোনকানো,konkɐno,কোনোখানে,konokʰɐne,কোনআনে,konɐne,ঘুরি,gʱuɾɪ,Somewhere,,
কোথায়,kot̪ʰae̯ɔ,কোম্মে?,komme?,কোয়াই?,koʷɐ͡ɪ̯?,কোনখানে,konkʰɐne,দোষ,d̪oʃ,দোষ,d̪oʃ,Where,,
কোথায়?,kot̪ʰae̯ɔ?,কোম্মে?,komme?,বাড়ি,bɐɽɪ,কুনহানে?,kunhɐne?,কন্ডে?,kɔnde?,ওয়া,oʷɐ,Where?,,
কোথায়,kot̪ʰae̯ɔ,কোম্মে,komme,কুয়াই,kuʲɐ͡ɪ̯,কুনহানে,kunhɐne,কোনাই,konɐ͡ɪ̯,হডে,hode,Where,,
কোথায়?,kot̪ʰae̯ɔ?,কোম্মে?,komme?,খই?,xo͡ɪ̯?,কই?,ko͡ɪ̯?,থাকো,t̪ʰɐko?,হডে?,hode?,Where?,,
কোন,kon̪ɔ,কোন,kon,কোন,kon,কোন,kon,কোনো,kono,হোন,hon,Any,,
কোনও,kon̪o,কোন,kon,কোনোও,kono͡o̯,কোনও,kono,কোন,kon,মাইফোয়ারে,mɐ͡ɪ̯foʷɐɾe,Any,,
কোনটা,kon̪ta,কোনডা,kondɐ,কোনটা,kontɐ,কোনডা,kondɐ,কোনটা,kontɐ,হন্নান,hɔnnɐn,Which one,,
কোনটি,kon̪ti,কোনডা?,kondɐ?,গান,gɐn,কোনডা,kondɐ?,কুনগা,kungɐ,হনওয়া?,hɔnoʷɐ?,Any,,
কোনদিন,kon̪d̪in̪ɔ,কোনদিন,kond̪ɪn,কোনোদিন,konod̪ɪn,কোনদিন,kond̪ɪn,কোনদিন,kond̪ɪn,দিন,d̪ɪn,Sometime,,
কোনদিনও,kon̪d̪in̪o,কোনকালেও,konkɐle͡o̯,কোনোদিনও,konod̪ɪno,কোনদিনও,kond̪ɪno,কোনদিন,kond̪ɪn,দিনো,d̪ɪno,Someday,,
কোনভাবেই,kon̪b̤abei,মোডেও,mode͡o̯,কুনোমতেউ,kunomɔt̪e͡u̯,কোনভাবেই,konbʱɐbe͡ɪ̯,কোনভাবেই,konbʱɐbe͡ɪ̯,তারা,t̪ɐɾɐ,In some way,,
কোনো,kon̪o,কোনদিন,kond̪ɪn,কোনদিন,kond̪ɪn,কোনো,kono,কোনো,kono,হোনো,hono,Any,,
কোনোভাবেই,kon̪ob̤abei,মোডেও,mode͡o̯,কোন,kon,কোনোমতেই,konomɔt̪e͡ɪ̯,কোনভাবেই,konbʱɐbe͡ɪ̯,হনোবাবেই,honobɐbe͡ɪ̯,In no way,,
কোনোমতেই,kon̪omt̪ei,মোডেও,mode͡o̯,কুনো,kuno,কোনোমতেই,ɾɐɟɪ,কোনোমতেই,ɾɐzɪ,আরে,ɐɾe,In no way,,
কোরতে,kort̪e,করতে,koɾt̪e,করা,kɔɾɐ,করতে,koɾt̪e,কইরতো,ko͡ɪ̯ɾot̪o,গরা,gɔɾɐ,In the meantime,,
কোরবানি,korban̪i,কোরবানির,koɾbɐnɪɾ,কোরবানি,koɾbɐnɪ,কোরবানি,koɾbɐnɪ,কোরবানির,koɾbɐnɪɾ,হোরবানির,hoɾbɐnɪɾ,Sacrifice,,
কোরো,koro,কইররো,ko͡ɪ̯ɾɔɾo,না,nɐ,কইরো,ko͡ɪ̯ɾo,কইরো,ko͡ɪ̯ɾo,গইজ্জ,gɔ͡ɪ̯zzo,Do,,
কোলে,kol̪e,কোলে,kole,কোলে,kole,কোলে,kole,কোলে,kole,ইবা,ɪbɐ,Lap,,
কোলেই,kol̪ei,কোলেই,kole͡ɪ̯,কোলেই,kole͡ɪ̯,কোলেই,mɐnɐe̯,কোলেই,mɐnɐe̯,হলত,hɔlɔt̪o,Categest,,
ক্যাচাল,kd͡zat͡ɕal̪ɔ,কাইজ্জা,kɐ͡ɪ̯ɟɟɐ,ঝামেলা,ɟʱɐmelɐ,ক্যাচাল,kɛcɐl,ক্যাচাল,kɛcɐl,বউ,bɔ͡u̯,Catchall,,
ক্রাশের,kraɕerɔ,কেরাসের,keɾɐʃeɾ,ক্রাশর,kɾɐʃoɾ,ক্রাশের,ʃɐt̪ʰe,ক্রাশের,kɾɐʃeɾ,ক্রাশর,kɾɐʃoɾ,Crush,,
ক্রিকেট,kriketɔ,কিরকেট,kɪɾɔket,ক্রিকেট,kɾɪket,ক্রিকেট,kɾɪket,হত্তিদিন,hɔt̪t̪ɪd̪ɪn,ক্রিকেত,kɾɪket̪,Cricket,,
