bangla_speech,regional,regional_ipa,bangla_speech_ipa
আরে! এর মধ্যেই দেখি বিজয় মিছিল শুরু হয়ে গেছে, চিটাগাং আরে এই সমত বিজয়র মিসিল শুরু অই গিয়ি,cɪtɐgon ɐɾe e͡ɪ̯ ʃɔmɔt̪ bɪzɔʲoɾ mɪsɪl ʃuɾu ɔ͡ɪ̯ gɪʲɪ,are! erɔ mɔd̪̤d͡zei d̪ekʰi bid͡ʑe̯ɔ mit͡ɕʰil̪ɔ ɕuru he̯e ɡet͡ɕʰe
বাপরে বাপ! কত বড়ো মিছিল, চিটাগাং বাপ্রে বাপ হত্ত ডর মিসিল,cʰɪtɐgon bɐpɾe bɐp hɔt̪t̪o dɔɾ mɪsɪl,bapre bapɔ! kɔt̪ɔ bɔɽo mit͡ɕʰil̪
একটি শব্দের অনেক রকম অর্থ থাকতে পারে, চিটাগাং এক্কান শব্দত বহুত দইল্লে মানে তাকিত্তারে,cɪtɐgon ɛkkɐn ʃɔbd̪ot̪o bohut̪ d̪o͡ɪ̯lle mɐne t̪ɐkɪt̪t̪ɐɾe,ekti ɕɔbd̪erɔ on̪ekɔ rɔkɔmɔ ort̪ʰɔ t̪ʰakt̪e pare
আম পাকে বৈশাখে কুল পাকে ফাগুনে, চিটাগাং আম ফাকে বৈশাখত আর ফল ফাকে ফাগুনত,cɪtɐgon ɐm fɐke bo͡ɪ̯ʃɐxt̪o ɐɾ fɔl fɐke fɐgunɔt̪o,amɔ pake bojɕakʰe kul̪ɔ pake ɸaɡun̪e
কাঁচা ইট পাকা হয় পোড়ালে তা আগুনে, চিটাগাং হাসা ইট ফাকা অয় আগুনত,cɪtɐgon hɐʃɐ ɪt pʰɐkɐ ɔe̯ ɐgunɔt̪o,kɔ̃t͡ɕa itɔ paka he̯ɔ poɽal̪e t̪a aɡun̪e
"রোদে জলে টিকে রং, পাকা কই তাহারে", চিটাগাং রইদত জলে টিক্কে আর তারে হয় ফানা,cɪte tɪkke ɐɾ t̪ɐɾe hɔe̯ fɐnɐ,"rod̪e d͡ʑɔl̪e tike rɔŋ, paka ki t̪ahare"
ফলারটি পাকা হয় লুচি দই আহারে, চিটাগাং ফোলারিন ফানা হয় লুচি দই আহারে,cʰɪtɐgon folɐɾɪn fɐnɐ hɔe̯ lucɪ d̪o͡ɪ̯ ɐhɐɾe,ɸɔl̪arti paka he̯ɔ l̪ut͡ɕi d̪i ahare
চুল পাকে বয়সে, চিটাগাং চুক ফানা অয় বুরা বয়সত,cɪtɐgon cuk fɐnɐ ɔe̯ buɾɐ bɔʲoʃɔt̪o,t͡ɕul̪ɔ pake be̯ɔs̪e
পাকা ছেলে বেশি কথা কয় সে, চিটাগাং ফানা ফোওইয়া বেশি হতা হয়,cʰɪtɐgon pʰɐnɐ pʰo͡o̯ɪʲɐ beʃɪ hɔt̪ɐ hɔe̯,paka t͡ɕʰel̪e beɕi kɔt̪ʰa ke̯ɔ s̪e
কান পাকে ফোড়া পাকে, চিটাগাং হান ফানা অয় ফোড়া ফানা অয়,cɪtɐgon hɐn pʰɐnɐ ɔe̯ pʰoɽɐ pʰɐnɐ ɔe̯,kan̪ɔ pake ɸoɽa pake
বুদ্ধি পাকিয়ে তোলে লেখাপড়া গিলিয়ে, চিটাগাং বুদ্ধি ফাকাইয়েরে তইলে ফন্না গিলি,cɪtɐgon bud̪d̪ʱɪ fɐkɐ͡ɪ̯ʲeɾe t̪o͡ɪ̯le fɔnnɐ gɪlɪ,bud̪d̪̤i pakie̯e t̪ol̪e l̪ekʰapɽa ɡil̪ie̯e
কথা যার পাকা নয় কাজে তার ঠনঠন, চিটাগাং হতা যার ফানা নয় তার হাজে ঠনঠন,cɪtɐgon hɔt̪ɐ zɐɾ fɐnɐ nɔe̯ t̪ɐɾ hɐze tʰɔntʰɔn,kɔt̪ʰa d͡zarɔ paka n̪e̯ɔ kad͡ʑe t̪arɔ tʰɔn̪ɔtʰɔn̪ɔ
অনেক দূরের পথ, চিটাগাং বহুত সুরর ফত,cɪtɐgon bohut̪ ʃuɾɔɾ fɔt̪o,on̪ekɔ d̪urerɔ pɔt̪ʰɔ
বাসে করেই তাঁকে রওনা দিতে হলো, চিটাগাং বাসাত গরি তারে রউনা দন ফইজ্জে,cɪtɐgon bɐʃɐt̪ goɾɪ t̪ɐɾe ɾɔ͡u̯nɐ d̪on fɔ͡ɪ̯zze,bas̪e kɔrei t̪ɔ̃ke ron̪a d̪it̪e hɔl̪o
"বাস থেকে যখন নামলেন, তখন সকাল হয়ে গেছে", চিটাগাং বাসত নামিবার ফরেদি সকাল অইগিয়ি,cɪtɐgon bɐʃɔt̪o nɐmɪbɐɾ fɔɾed̪ɪ ʃɔkɐl ɔ͡ɪ̯gɪʲɪ,"bas̪ɔ t̪ʰeke d͡zɔkʰɔn̪ɔ n̪aml̪en̪ɔ, t̪ɔkʰɔn̪ɔ s̪ɔkal̪ɔ he̯e ɡet͡ɕʰe"
সকাল হয়ে গেছে, চিটাগাং সকাল অই গিয়ি,cɪtɐgon ʃɔkɐl ɔ͡ɪ̯ gɪʲɪ,s̪ɔkal̪ɔ he̯e ɡet͡ɕʰe
একটা ভালো কাজ করতে পারবেন, চিটাগাং এক্কান ভালা হাম গরিত্তারিবান্না,cɪtɐgon ɛkkɐn vɐlɐ hɐm goɾɪt̪t̪ɐɾɪbɐnnɐ,ekta b̤al̪o kad͡ʑɔ kɔrɔt̪e parben̪
তোমাদের কারো বিশ্বাস হবে না, চিটাগাং তোও্য়ারার হনিক্কার বিশ্বাস নো অইবো,cʰɪtɐgon t̪o͡o̯ʷɐɾɐɾ honɪkkɐɾ bɪʃʃɐʃ no ɔ͡ɪ̯bo,t̪omad̪erɔ karo biɕbas̪ɔ hɔbe n̪a
কথাটি তোমাদের কারো বিশ্বাস হবে না, চিটাগাং হতাইন তোওয়ারার হনিক্কার বিশ্বাস নো অইব,cɪtɐgon hɔt̪ɐ͡ɪ̯n t̪o͡o̯ʷɐɾɐɾ honɪkkɐɾ bɪʃʃɐʃ no ɔ͡ɪ̯bo,kɔt̪ʰati t̪omad̪erɔ karo biɕbas̪ɔ hɔbe n̪a
অনেকগুলো নতুন বই দেখে আমি অবাক হয়ে বললাম, চিটাগাং বহুত নোয়া বই সাইয়েরে আই হইলাম,cɪtɐgon bohut̪ noʷɐ bo͡ɪ̯ ʃɐ͡ɪ̯ʲeɾe ɐ͡ɪ̯ ho͡ɪ̯lɐm,on̪ekɡul̪o n̪ɔt̪un̪ɔ bi d̪ekʰe ami obakɔ he̯e bɔl̪ɔl̪am
আপনি কি আমাদের বাড়িতে এসেছেন, চিটাগাং অনে কি আরার বাড়ি আইসসিলেন্না,cɪlennɐ,apn̪i ki amad̪erɔ baɽit̪e es̪et͡ɕʰen̪
তিনি আমার কথার জবাবে কিছু বললেন না, চিটাগাং তিনি আর হতার হোনো জবাব নো দেয়,cɪtɐgon t̪ɪnɪ ɐɾ hɔt̪ɐɾ hono ɟɔbɐb no d̪ee̯,t̪in̪i amarɔ kɔt̪ʰarɔ d͡ʑɔbabe kit͡ɕʰu bɔl̪ɔl̪en̪ɔ n̪a
তিনি আমার কথার জবাবে ছোটো করে বললেন হ্যাঁ, চিটাগাং তিনি আর হতার জবাব দিয়েরে হইয়েদে অয়ো,cɪtɐgon t̪ɪnɪ ɐɾ hɔt̪ɐɾ zɔbɐb d̪ɪʲeɾe ho͡ɪ̯ʲed̪e ɔʲo,t̪in̪i amarɔ kɔt̪ʰarɔ d͡ʑɔbabe t͡ɕʰoto kɔre bɔl̪ɔl̪en̪ɔ hd͡zɔ̃
বইগুলোর দিকে তাকিয়ে ছিলাম, চিটাগাং বইইনর মিক্কে সাই তাকিলাম,cɪtɐgon bo͡ɪ̯͡ɪ̯nɔɾ mɪkke sɐ͡ɪ̯ t̪ɐkɪlɐm,biɡul̪orɔ d̪ike t̪akie̯e t͡ɕʰil̪am
শুধু তাঁর হাতের দিকে তাকিয়ে ছিলাম, চিটাগাং শুধু তার আতর মিক্কে সাই তাকিলাম,cɪtɐgon ʃud̪ʱu t̪ɐɾ ɐt̪oɾ mɪkke sɐ͡ɪ̯ t̪ɐkɪlɐm,ɕud̪̤u t̪ɔ̃rɔ hat̪erɔ d̪ike t̪akie̯e t͡ɕʰil̪am
কেন তা কি জানতে পারি? , চিটাগাং কিল্লাই জানিত্তাইজ্জুম না?,cɪtɐgon kɪllɐ͡ɪ̯ zɐnɪt̪t̪ɐ͡ɪ̯zzum nɐ?,ken̪ɔ t̪a ki d͡ʑan̪t̪e pari? 
পরে আমরা লাইব্রেরি দেখতে যাই, চিটাগাং ফরেদি আরা লাইব্রেরি দেহিবেল্লাই যাইলাম,cɪtɐgon fɔɾed̪ɪ ɐɾɐ lɐ͡ɪ̯bɾeɾɪ d̪ehɪbellɐ͡ɪ̯ zɐ͡ɪ̯lɐm,pɔre amra l̪aibreri d̪ekʰt̪e d͡zai
"খুবই বড়ো লাইব্রেরি সন্দেহ নেই, ব্যবস্থাও খুব ভালো"," চিটাগাং বহুত ডর লাইব্রেরি হোন সন্দেহ নাই, ব্যবস্থা বহুত ভালা","cɪtɐgon bohut̪ dɔɾ lɐ͡ɪ̯bɾeɾɪ hon ʃɔnd̪eho nɐ͡ɪ̯, bɛbost̪ʰɐ bohut̪ bʱɐlɐ","kʰubi bɔɽo l̪aibreri s̪ɔn̪d̪ehɔ n̪ei, bd͡zɔbɔs̪t̪ʰao kʰubɔ b̤al̪o"
রিডিং রুমগুলো ভাগ ভাগ করা রয়েছে, চিটাগাং রিডিং রুম ইন ভাগ ভাগ গরা আসে,cɪtɐgon ɾɪdɪŋ ɾum ɪn vɐg vɐg gɔɾɐ ɐʃe,ridiŋ rumɡul̪o b̤aɡɔ b̤aɡɔ kɔra re̯et͡ɕʰe
শিক্ষকরাও তাদের সাথে আছেন, চিটাগাং শিক্ষক তারাও তারার ফোয়ারিত আসে,cɪtɐgon ʃɪkxɔk t̪ɐɾɐ͡o̯ t̪ɐɾɐɾ foʷɐɾɪt̪ɔ ɐʃe,ɕikʂɔkɔrao t̪ad̪erɔ s̪at̪ʰe at͡ɕʰen̪
যাওয়ার সাথে সাথে কী একটা শব্দ করল, চিটাগাং যাইবার ফোয়ারিত কি যানি এক্কান শব্দ গরিল,cɪtɐgon zɐ͡ɪ̯bɐɾ foʷɐɾɪt̪ɔ kɪ zɐnɪ ɛkkɐn ʃɔbd̪o goɾɪl,d͡zaoe̯arɔ s̪at̪ʰe s̪at̪ʰe ki ekta ɕɔbd̪ɔ kɔrɔl̪ɔ
আর সকল ছেলেমেয়ে লাইন বেঁধে দাঁড়িয়ে গেল, চিটাগাং আর বেয়াক ফোয়া মাইয়া লাইন ধরিয়েরে তিয়াই গিয়ি,cɪtɐgon ɐɾ beʲɐk foʷɐ mɐ͡ɪ̯ʲɐ lɐ͡ɪ̯n d̪ʱoɾɪʲeɾe t̪ɪʲɐ͡ɪ̯ gɪʲɪ,arɔ s̪ɔkɔl̪ɔ t͡ɕʰel̪emee̯e l̪ain̪ɔ beঁd̪̤e d̪ɔ̃ɽie̯e ɡel̪
আমরা সালাম গ্রহণ করলাম, চিটাগাং আরা সালাম গ্রহন গরিলাম,cɪtɐgon ɐɾɐ sɐlɐm gɾohon goɾɪlɐm,amra s̪al̪amɔ ɡɔrɔhɔnɔ kɔrɔl̪am
তারা স্লোগান আরম্ভ করল, চিটাগাং তারা স্লোগান শুরু গইজ্জে,cɪtɐgon t̪ɐɾɐ slogɐn ʃuɾu gɔ͡ɪ̯zze,t̪ara s̪l̪oɡan̪ɔ arɔmb̤ɔ kɔrɔl̪ɔ
আমরা বিদায় নিয়ে চলে এলাম, চিটাগাং আরা বিদায় লইয়েরে আই গেইলাম,cɪtɐgon ɐɾɐ bɪd̪ɐe̯ lo͡ɪ̯ʲeɾe ɐ͡ɪ̯ ge͡ɪ̯lɐm,amra bid̪ae̯ɔ n̪ie̯e t͡ɕɔl̪e el̪am
আমি সাগর পাড়ি দেবো, চিটাগাং আই সাগর ফার অইয়ুম,cɪtɐgon ɐ͡ɪ̯ ʃɐgoɾ fɐɾ ɔ͡ɪ̯ʲum,ami s̪aɡɔrɔ paɽi d̪ebo
সব দিনের মতো সেদিনও ওরা খেলতে গিয়েছিল, চিটাগাং বেয়াক দিনের ডইল্লে সেইদিনত ওরা খেলিবেল্লাই গেইলো,cɪtɐgon beʲɐk d̪ɪneɾ dɪlle ʃe͡ɪ̯d̪ɪnt̪o oɾɐ xelɪbellɐ͡ɪ̯ ge͡ɪ̯lo,s̪ɔbɔ d̪in̪erɔ mɔt̪o s̪ed̪in̪o ora kʰel̪t̪e ɡie̯et͡ɕʰil̪
কয়েকজন লোক ফিতা নিয়ে মাপজোখ করছে, চিটাগাং হয়েকজন ফিতা লইয়েরে মাফজপ গরের,cɪtɐgon hoʲekzɔn fɪt̪ɐ lo͡ɪ̯ʲeɾe mɐfzop gɔɾeɾ,ke̯ekɔd͡ʑɔn̪ɔ l̪okɔ ɸit̪a n̪ie̯e mapd͡ʑokʰɔ kɔrɔt͡ɕʰe
একজনের হাতে আবার মোটা একটা খাতা, চিটাগাং একজনোর আতত দোর এক্কান হাতা,cɪtɐgon ɛkzonoɾ ɐt̪ɔt̪o d̪oɾ ɛkkɐn hɐt̪ɐ,ekɔd͡ʑɔn̪erɔ hat̪e abarɔ mota ekta kʰat̪a
সেখানে কলম দিয়ে কীসব টুকে রাখছে, চিটাগাং ইয়ানত কিছু এক্কান লেহের,cɪtɐgon ɪʲɐnɔt̪o kɪcʰu ɛkkɐn leheɾ,s̪ekʰan̪e kɔl̪ɔmɔ d̪ie̯e kis̪ɔbɔ tuke rakʰt͡ɕʰe
"কী করছে, তা তো জানি না", চিটাগাং কি গরে তা তো হইন্নফারির,cɪtɐgon kɪ goɾe t̪ɐ t̪o ho͡ɪ̯nnofɐɾɪɾ,"ki kɔrɔt͡ɕʰe, t̪a t̪o d͡ʑan̪i n̪a"
কয়েকজন একসঙ্গে বলে ওঠে, চিটাগাং হয়েকজন মিলিয়েরে হর,cɪtɐgon hoʲekzɔn mɪlɪʲeɾe hɔɾ,ke̯ekɔd͡ʑɔn̪ɔ ekɔs̪ɔŋɡe bɔl̪e otʰe
বদলে যাচ্ছে আমাদের খেলার মাঠটা তাই না?, চিটাগাং বদলাই যার আরার খেলার মাঠ ইন নো?,cɪtɐgon bɔd̪lɐ͡ɪ̯ ɟɐɾ ɐɾɐɾ kʰelɐɾ mɐtʰ ɪn no?,bɔd̪ɔl̪e d͡zat͡ɕt͡ɕʰe amad̪erɔ kʰel̪arɔ matʰta t̪ai n̪a?
কোন বিষয় নিয়ে আমার রাগ থাকলে আমি কিছু বললেও উনি চুপ করে থেকে আমাকে বুঝায়, চিটাগাং হোন বিষয় লইয়েরে রাগ গরিলে আই কিছু হইলেউনি চুপ তাহে আরে বুঝার,cɪtɐgon hon bɪʃɔe̯ lo͡ɪ̯ʲeɾe ɾɐg goɾɪle ɐ͡ɪ̯ kɪcʰu ho͡ɪ̯le͡u̯nɪ cup t̪ɐhe ɐɾe buzʱɐɾ,kon̪ɔ biʂe̯ɔ n̪ie̯e amarɔ raɡɔ t̪ʰakl̪e ami kit͡ɕʰu bɔl̪ɔl̪eo un̪i t͡ɕupɔ kɔre t̪ʰeke amake bud͡ʑ̤ae̯
নিজেকে উনি দূর্বল ভেবে এমন করে , চিটাগাং নিহেরে দুর্বল ভাবি এইল্লা গরে,cɪtɐgon nɪheɾe d̪uɾbol vɐbɪ e͡ɪ̯llɐ goɾe,n̪id͡ʑeke un̪i d̪urbɔl̪ɔ b̤ebe emɔn̪ɔ kɔre 
উনি মানুষটাই এমন সবাই বলে অনেক ভাগ্য করে নাকি এমন স্বামী পাইছি," চিটাগাং য়নি মানুষ্কান এইল্লে, বেয়াক্কুন আরে হয় ভাগ্য গরিয়েরে এইল্লে জামাই ফাইয়ি","cɪtɐgon ʲonɪ mɐnuʃkɐn e͡ɪ̯lle, beʲɐkkun ɐɾe hɔe̯ vɐggo goɾɪʲeɾe e͡ɪ̯lle zɐmɐ͡ɪ̯ fɐ͡ɪ̯ʲɪ",un̪i man̪uʂtai emɔn̪ɔ s̪ɔbai bɔl̪e on̪ekɔ b̤aɡɔd͡zɔ kɔre n̪aki emɔn̪ɔ s̪bami pait͡ɕʰi
আসলেই মানুষটার প্রতি আমি মুগ্ধ, চিটাগাং আসলে মানুষ ইয়ানর ফ্রতি মুগ্ধ ,cɪtɐgon ɐʃole mɐnuʃ ɪʲɐnoɾ fɾot̪ɪ mugd̪ʱo ,as̪l̪ei man̪uʂtarɔ prɔt̪i ami muɡɔd̪̤ɔ
এই মুগ্ধতায় বিভোর থাকতে চাই আমি আজীবন, চিটাগাং আই এই মুগ্ধতায় তাকিতাম চাই গডা জীবন,cɪtɐgon ɐ͡ɪ̯ e͡ɪ̯ mugd̪ʱot̪ɐe̯ t̪ɐkɪt̪ɐm cɐ͡ɪ̯ gɔdɐ ɟɪbɔn,ei muɡɔd̪̤ɔt̪ae̯ɔ bib̤orɔ t̪ʰakt̪e t͡ɕai ami ad͡ʑibɔn̪ɔ
স্বামীর প্রতি আমার বিন্দুমাত্র কোন অভিযোগ নেই, চিটাগাং জামাইর ফ্রতি আর হন অভিযোগ নাই,cɪtɐgon ɟɐmɐ͡ɪ̯ɾ pʰɾot̪ɪ ɐɾ hɔn obʱɪɟog nɐ͡ɪ̯,s̪bamirɔ prɔt̪i amarɔ bin̪d̪umat̪rɔ kon̪ɔ ob̤id͡zoɡɔ n̪ei
চলো একদিন দেখা করি পুরো শহর রিক্সায় ঘুরবো, চিটাগাং চলো একদিন দেহা গরি গডা সহর রিকশা গরিয়েরে ঘুইজ্জুম,cɪtɐgon cɔlo ɛkd̪ɪn d̪ehɐ goɾɪ gɔdɐ ʃɔhoɾ ɾɪkʃɐ goɾɪʲeɾe gʱu͡ɪ̯zzum,t͡ɕɔl̪o ekd̪in̪ɔ d̪ekʰa kɔri puro ɕɔhɔrɔ riks̪ae̯ɔ ̤ɡ̤urbo
এর মাঝখানে চাকরির পড়াশোনায় বেশ খানিকটা ক্ষতি হয়ে যায়, চিটাগাং এর মাঝদ্দি চরির ফন্নার হতি অয়,cɪtɐgon eɾ mɐzʱd̪d̪ɪ coɾɪɾ fɔnnɐɾ hot̪ɪ ɔe̯,erɔ mad͡ʑ̤kʰan̪e t͡ɕakrirɔ pɔɽaɕon̪ae̯ɔ beɕɔ kʰan̪ikta kʂɔt̪i he̯e d͡zae̯
আমি আজকে কফি খাই নাই , চিটাগাং আই আজিয়া কফি নো হাই, cɪtɐgon ɐ͡ɪ̯ ɐɟɪʲɐ kopʰɪ no hɐ͡ɪ̯,ami ad͡ʑke kɔɸi kʰai n̪ai 
আমার মাথায় অনেক ব্যাথা করছে , চিটাগাং আর মাথা বহুত হরার,cɪtɐgon ɐɾ mɐt̪ʰɐ bohut̪ hɔɾɐɾ,amarɔ mat̪ʰae̯ɔ on̪ekɔ bd͡zat̪ʰa kɔrɔt͡ɕʰe 
তোমার সৌন্দর্যে আমি মুগ্ধ, চিটাগাং তোওয়ার সৌন্দর্যে আই মুগ্ধ ,cɪtɐgon t̪o͡o̯ʷɐɾ ʃo͡u̯nd̪oɾze ɐ͡ɪ̯ mugd̪ʱo ,t̪omarɔ s̪own̪d̪ɔrd͡ze ami muɡɔd̪̤ɔ
আমি আজকে সকালে তার সাথে কথা বলেছি , চিটাগাং আই আজিয়া সকালত তার ফোয়ারিত হতা হইয়ি,cɪtɐgon ɐ͡ɪ̯ ɐzɪʲɐ ʃɔkɐlɔt̪o t̪ɐɾ foʷɐɾɪt̪ɔ hɔt̪ɐ ho͡ɪ̯ʲɪ,ami ad͡ʑke s̪ɔkal̪e t̪arɔ s̪at̪ʰe kɔt̪ʰa bɔl̪et͡ɕʰi 
তুমি কি আমায় ঘুরতে নিয়ে যাবে? , চিটাগাং তুই কি আরে গুরিবিল্লে লই যাইবা না?,cɪtɐgon t̪u͡ɪ̯ kɪ ɐɾe guɾɪbɪlle lɔ͡ɪ̯ zɐ͡ɪ̯bɐ nɐ?,t̪umi ki amae̯ɔ ̤ɡ̤urt̪e n̪ie̯e d͡zabe? 
আমার স্বামী ৩ বছর ধরে বিদেশে আছেন, চিটাগাং আর জামাই ৩ বছর দরিয়েরে বদেশত আসে,cɪtɐgon ɐɾ zɐmɐ͡ɪ̯ e bɔcʰoɾ d̪oɾɪʲeɾe bɔd̪eʃt̪ɔ ɐʃe,amarɔ s̪bami ৩ bɔt͡ɕʰɔrɔ d̪̤ɔre bid̪eɕe at͡ɕʰen̪
তুমি কি রাতে খেয়েছো ?, চিটাগাং তুই কি লাতিয়া হাইয়ো না?,cɪtɐgon t̪u͡ɪ̯ kɪ lɐt̪ɪʲɐ hɐ͡ɪ̯ʲo nɐ?,t̪umi ki rat̪e kʰee̯et͡ɕʰo ?
আপনি কি রাতে খেয়েছেন ?, চিটাগাং অনে কি লাতিয়া হাইয়োন না?,cɪtɐgon ɔne kɪ lɐt̪ɪʲɐ hɐ͡ɪ̯ʲon nɐ?,apn̪i ki rat̪e kʰee̯et͡ɕʰen̪ɔ ?
ছেলেটির নানার বাড়ি বরিশালে, চিটাগাং মরত ফোওয়া ইবার নানার বাড়ি বরিশালত,cɪtɐgon mɔɾot̪o fo͡o̯ʷɐ ɪbɐɾ nɐnɐɾ bɐɽɪ boɾɪʃɐlɔt̪o,t͡ɕʰel̪etirɔ n̪an̪arɔ baɽi bɔriɕal̪e
ছেলেটির গ্রামের বাড়ি রাজশাহীতে, চিটাগাং মরত ফোওয়া ইবার দেশের বাড়ি রাজশাহী ,cɪtɐgon mɔɾot̪o fo͡o̯ʷɐ ɪbɐɾ d̪eʃeɾ bɐɽɪ ɾɐzʃɐhɪ ,t͡ɕʰel̪etirɔ ɡɔramerɔ baɽi rad͡ʑɕahit̪e
আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হতো, চিটাগাং আর ফেসবুক আইডি ইয়ান যদি চিড়িহানা অইতো,cɪtɐgon ɐɾ fesbuk ɐ͡ɪ̯dɪ ɪʲɐn zod̪ɪ cɪɽɪhɐnɐ ɔ͡ɪ̯t̪o,amarɔ ɸes̪bukɔ aidita d͡zɔd̪i t͡ɕiɽie̯akʰan̪a hɔt̪o
ঢাকার মিরপুরে কাল থেকে বিদ্যুৎ যাচ্ছে না কেন, চিটাগাং ঢাহার মিরফুরত হালিয়াত্তুন কারেন নো যাদ্দে কিল্লাই,cɪtɐgon dʱɐhɐɾ mɪɾfuɾt̪o hɐlɪʲɐt̪t̪un kɐɾen no zɐd̪d̪e kɪllɐ͡ɪ̯,d̤akarɔ mirpure kal̪ɔ t̪ʰeke bid̪d͡zut̪ɔ d͡zat͡ɕt͡ɕʰe n̪a ken̪
বিদ্যুৎ সমস্যার কি সমাধান হয়ে গেছে ?, চিটাগাং কারোনর সমস্যা কি ঠিক অইয়ে না?,cɪtɐgon kɐɾonɔɾ ʃɔmoʃʃɐ kɪ tʰɪk ɔ͡ɪ̯ʲe nɐ?,bid̪d͡zut̪ɔ s̪ɔmɔs̪d͡zarɔ ki s̪ɔmad̪̤an̪ɔ he̯e ɡet͡ɕʰe ?
পৃথিবীতে বাবার পরেই দ্বিতীয় বীর যোদ্ধা হলেন বড়ভাই, চিটাগাং পৃথিবীত বাবার ফরদ্দি বীর যোদ্ধা অইলদে ডর ভাই,<>tɐgon pɾɪt̪ʰɪbɪt̪o bɐbɐɾ fɔɾod̪d̪ɪ bɪɾ zod̪d̪ʱɐ ɔ͡ɪ̯ld̪e dɔɾ vɐ͡ɪ̯,pɽit̪ʰibit̪e babarɔ pɔrei d̪bit̪ie̯ɔ birɔ d͡zod̪d̪̤a hɔl̪en̪ɔ bɔɽɔb̤ai
 আমার খিদে পেয়েছে, চিটাগাং আর ভোগ লাইগগে,cɪtɐgon ɐɾ vog lɐ͡ɪ̯gge, amarɔ kʰid̪e pee̯et͡ɕʰe
 সামনে কোরবানি ঈদ আসছে, চিটাগাং সামনে হোরবানির ঈদ,cɪtɐgon ʃɐmne hoɾbɐnɪɾ ɪd̪, s̪amn̪e korban̪i id̪ɔ as̪t͡ɕʰe
কোরবানি ঈদ হলো ইসলামিক ধর্মের একটি প্রধান উৎসব, চিটাগাং হোরবানির ঈদ অইলো ইস্লামিক ধর্মর এক্কান ফ্রধা উৎসব,cɪtɐgon hoɾbɐnɪɾ ɪd̪ ɔ͡ɪ̯lo ɪslɐmɪk d̪ʱɔɾmoɾ ɛkkɐn fɾod̪ʱɐ ut̪ʃɔb,korban̪i id̪ɔ hɔl̪o is̪l̪amikɔ d̪̤ɔrmerɔ ekti prɔd̪̤an̪ɔ ut̪ɔs̪ɔbɔ
রেগে গেলেন তো হেরে গেলেন, চিটাগাং রাগি গেইলেন তো আরি গেইলেন,cɪtɐgon ɾɐgɪ ge͡ɪ̯len t̪o ɐɾɪ ge͡ɪ̯len,reɡe ɡel̪en̪ɔ t̪o here ɡel̪en̪
সুস্থ দেহ ও প্রশান্ত মন একজন মানুষের সব থেকে বড় সম্পদ, চিটাগাং সুস্থ সরিল ও প্রশান্ত মন এক জন মানুষর বেয়াক্কুনত্তুন ডর সম্পদ,cɪtɐgon ʃust̪ʰo soɾɪl o pɾoʃɐnt̪o mon ɛk zɔn mɐnuʃɔɾ beʲɐkkunɔt̪t̪un dɔɾ ʃɔmpɔd̪,s̪us̪t̪ʰɔ d̪ehɔ o prɔɕan̪t̪ɔ mɔn̪ɔ ekɔd͡ʑɔn̪ɔ man̪uʂerɔ s̪ɔbɔ t̪ʰeke bɔɽɔ s̪ɔmpɔd̪ɔ
আমার কাজ ও ব্যস্ততা বাড়ছে, চিটাগাং আর হাম ও ব্যস্ততার বারি গিয়ি,cɪtɐgon ɐɾ hɐm o bɛst̪ot̪ɐɾ bɐɾɪ gɪʲɪ,amarɔ kad͡ʑɔ o bd͡zɔs̪t̪ɔt̪a baɽt͡ɕʰe
অন্যের দোষ সহজেই খুঁজে পাওয়া যায়, চিটাগাং আন্যের দুষ সহজত খুজি ফন যায়,cɪtɐgon ɐnneɾ d̪uʃ ʃɔhozɔt̪ xuzɪ fɔn zɐe̯,on̪d͡zerɔ d̪oʂɔ s̪ɔhɔd͡ʑei kʰuঁd͡ʑe paoe̯a d͡zae̯
নিজের দোষ খুঁজে পাওয়া খুব কষ্টকর, চিটাগাং নিজের দুশ খুজি ফোন বহুত হস্ট ,cɪtɐgon nɪɟeɾ d̪uʃ kʰuɟɪ pʰon bohut̪ hɔst ,n̪id͡ʑerɔ d̪oʂɔ kʰuঁd͡ʑe paoe̯a kʰubɔ kɔʂtɔkɔrɔ
প্রতিদিন আমি কিছু না কিছু শিখবো, চিটাগাং ফ্রতিকান দিন আই কিছু না কিছু শিক্কুম,cɪt̪ɪkɐn d̪ɪn ɐ͡ɪ̯ kɪcʰu nɐ kɪcʰu ʃɪkkum,prɔt̪id̪in̪ɔ ami kit͡ɕʰu n̪a kit͡ɕʰu ɕikʰbo
সুখী হতে হলে অপ্রয়োজনীয় অনেক কিছু ভুলে যেতে হয়, চিটাগাং সুখী অইত সাইলে অপ্রয়োজনীয় বহুত কিছু ভুলি যাইত অয়,cɪtɐgon ʃukʰɪ ɔ͡ɪ̯t̪o sɐ͡ɪ̯le ɔpɾoʲoɟonɪʲo bohut̪ kɪcʰu bʱulɪ ɟɐ͡ɪ̯t̪o ɔe̯,s̪ukʰi hɔt̪e hɔl̪e opre̯od͡ʑn̪ie̯ɔ on̪ekɔ kit͡ɕʰu b̤ul̪e d͡zet̪e he̯ɔ
