bangla_speech,regional,regional_ipa,bangla_speech_ipa
 বড়ো বোন কিছু পেয়ারা কিনল,নোয়াখালী বড্ডা আপা কিছু হেয়ারা কিনলো,nokohɐlɪ bɔddɐ ɐpɐ kɪcʰu heʲɐɾɐ kɪnlo, bɔɽo bon̪ɔ kit͡ɕʰu pee̯ara kin̪ɔl̪ɔ
তো আমি কী করব?,নোয়াখালী তো আই কিরতাম?,noɟɔlɪ t̪o ɐ͡ɪ̯ kɪɾot̪ɐm?,t̪o ami ki kɔrɔbɔ?
সমান দুটো টুকরো হয়ে গেছে,নোয়াখালী সমান দুগা টুকরা অই গেছে,nokʰɐlɪ ʃɔmɐn d̪ugɐ tukɾɐ ɔ͡ɪ̯ gecʰe,s̪ɔman̪ɔ d̪uto tukro he̯e ɡet͡ɕʰe
দু-টুকরো হলো কী করে?,নোয়াখালী দুই-টুকরা অইলো কী করি?,nokʰɐlɪ d̪u͡ɪ̯-tukɾɐ ɔ͡ɪ̯lo kɪ koɾɪ?,d̪u-tukro hɔl̪o ki kɔre?
এটা আমাদের বাড়ি,নোয়াখালী এটা আঙ্গো বাড়ি,nokohɪ etɐ ɐŋgo bɐɽɪ,eta amad̪erɔ baɽi
এই বাড়িটা আমাদের,নোয়াখালী এই বাড়িকান আঙ্গো,nokɔlɪ e͡ɪ̯ bɐɽɪkɐn ɐŋgo,ei baɽita amad̪er
প্রথমে বালিশের তলাটা হাতড়ালেন,নোয়াখালী প্রথমে বালিশের তলাকান হাতড়াইলেন,nokʰɔlɪ pɾot̪ʰome bɐlɪʃeɾ t̪ɔlɐkɐn hɐt̪ɽɐ͡ɪ̯len,prɔt̪ʰɔme bal̪iɕerɔ t̪ɔl̪ata hat̪ɽal̪en̪
এত সুন্দর লাগে তার,নোয়াখালী এত সুন্দর লাগে হের, noɐkɔlɪ ɛt̪o ʃund̪ɔɾ lɐge heɾ,et̪ɔ s̪un̪d̪ɔrɔ l̪aɡe t̪ar
শুধু তাকিয়ে থাকতে ইচ্ছে করে,নোয়াখালী শুধু রেনি থাইকতে মন চায়,noɟoɾɪ ʃud̪ʱu ɾenɪ t̪ʰɐ͡ɪ̯kɔt̪e mon cɐe̯,ɕud̪̤u t̪akie̯e t̪ʰakt̪e it͡ɕt͡ɕʰe kɔre
তাদের বাগান অন্যদের বাগানের মতো নয়,নোয়াখালী হেতাগো বাগান অন্যগো বাগানের লাইন ন,noɐxɐlɪ het̪ɐgo bɐgɐn ɔnnogo bɐgɐneɾ lɐ͡ɪ̯n n,t̪ad̪erɔ baɡan̪ɔ on̪d͡zɔd̪erɔ baɡan̪erɔ mɔt̪o n̪e̯ɔ
বিশাল বড়ো বড়ো গাছ,নোয়াখালী বিশাল বড্ডা বড্ডা গাছ,nokohɐlɪ bɪʃɐl bɔddɐ bɔddɐ gɐcʰ,biɕal̪ɔ bɔɽo bɔɽo ɡat͡ɕʰ
পুতুলের এই জন্যেই খুব মন খারাপ,নোয়াখালী হুতুলের এডার লাইয়ে খুব মন খারাপ,noɟɐlɪ hut̪uleɾ edɐɾ lɐ͡ɪ̯ʲe kʰub mon kʰɐɾɐp,put̪ul̪erɔ ei d͡ʑɔn̪d͡zei kʰubɔ mɔn̪ɔ kʰarap
গাছগুলোর দিকে তাকালেই তার কান্না পেয়ে যায়,নোয়াখালী গাছগুনের দিকে রেইনলেই হিগার কান্না হাই যায়,noɟɐlɪ gɐcʰguneɾ d̪ɪke ɾe͡ɪ̯nle͡ɪ̯ hɪgɐɾ kɐnnɐ hɐ͡ɪ̯ ɟɐe̯,ɡat͡ɕʰɡul̪orɔ d̪ike t̪akal̪ei t̪arɔ kan̪n̪a pee̯e d͡zae̯
ছোটোরা অনেক কাজ করে যেগুলো বড়োরা পছন্দ করে না,নোয়াখালী ছোডোরা এমন অনেক কাম করে জিগিন মুরগবিরা হছন্দ করে না,noɐkɐlɪ cʰodoɾɐ ɛmon ɔnek kɐm koɾe ɟɪgɪn muɾgobɪɾɐ hɔcʰond̪o koɾe nɐ,t͡ɕʰotora on̪ekɔ kad͡ʑɔ kɔre d͡zeɡul̪o bɔɽora pɔt͡ɕʰɔn̪d̪ɔ kɔre n̪a
তাছাড়া আরেকটা কারণও আছে,নোয়াখালী হেইডাছাড়াও আরেককান কারণ আছে,nokʰɐlɪ he͡ɪ̯dɐcʰɐɽɐ͡o̯ ɐɾekkɐn kɐɾon ɐcʰe,t̪at͡ɕʰaɽa arekta karno at͡ɕʰe
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,নোয়াখালী ঘরে আলো-হাওয়া হিরুম ঢুইকতে হারে না,noɐkɔlɪ gʱɔɾe ɐlo-hɐ͡o̯ʷɐ hɪɾum dʱu͡ɪ̯kɔt̪e hɐɾe nɐ,̤ɡ̤ɔre al̪o-haoe̯a t̪emɔn̪ɔ d̤ukt̪e pare n̪a
আমাদের চলতেই পারে না,নোয়াখালী আঙ্গো চইলতেই হারে না,noɟɐlɪ ɐŋgo cɪlt̪e͡ɪ̯ hɐɾe nɐ,amad̪erɔ t͡ɕɔl̪ɔt̪ei pare n̪a
হাতে তালি দিয়ে দিয়ে কি পড়া যায়?,নোয়াখালী আতে তালি দি দি কি হড়া যায়?,oɐkolɪ ɐt̪e t̪ɐlɪ d̪ɪ d̪ɪ kɪ hɔɽɐ ɟɐe̯?,hat̪e t̪al̪i d̪ie̯e d̪ie̯e ki pɔɽa d͡zae̯ɔ?
কোথাও যাওয়ার রাস্তা,নোয়াখালী কোনানো যাওনের রাস্তা,noɐkɐlɪ konɐno ɟɐ͡o̯neɾ ɾɐst̪ɐ,kot̪ʰao d͡zaoe̯arɔ ras̪t̪a
এখানে নাকি একটা শিশুপার্ক হবে,নোয়াখালী ইয়ানো বেলে ওকগা শিশুপার্ক অইবো, noɐkɐlɪ ɪʲɐno bele okgɐ ʃɪʃupɐɾko ɔ͡ɪ̯bo,ekʰan̪e n̪aki ekta ɕiɕuparkɔ hɔbe
তোমাদের কথা শুনে হাসছি,নোয়াখালী তোমাগো কতা হুনি আইসছি,nokolɪ t̪omɐgo kɔt̪ɐ hunɪ ɐ͡ɪ̯ʃcʰɪ,t̪omad̪erɔ kɔt̪ʰa ɕun̪e has̪t͡ɕʰi
মিথ্যা কথা বোলো না,নোয়াখালী মিছা কতা কইছ না,noɐkolɪ mɪcʰɐ kɔt̪ɐ ko͡ɪ̯cʰo nɐ,mit̪ʰd͡za kɔt̪ʰa bol̪o n̪a
যে অত্যাচার করে,নোয়াখালী যিগা অত্যাচার করে,nokolɪ ɟɪgɐ ot̪t̪ɐcɐɾ koɾe,d͡ze ot̪d͡zat͡ɕarɔ kɔre
মেঠো পথের দুপাশে সবুজ ধানখেত,নোয়াখালী মেঠো হথের দুহাশে সবুজ ধানখেত,noɟɐlɪ metʰo hɔt̪ʰeɾ d̪uhɐʃe ʃobuɟ d̪ʱɐnkʰet̪,metʰo pɔt̪ʰerɔ d̪upaɕe s̪ɔbud͡ʑɔ d̪̤an̪kʰet̪
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,নোয়াখালী হঠাৎ সামনের মাইয়াগা থমকি খাড়াইলো,nokʰɐt̪ ʃɐmoneɾ mɐ͡ɪ̯ʲɐgɐ t̪ʰɔmkɪ kʰɐɽɐ͡ɪ̯lo,hɔtʰat̪ɔ s̪amn̪erɔ mee̯eti t̪ʰɔmɔke d̪ɔ̃ɽal̪
ধানখেত পার হতেই একটা বড়ো পুকুর,নোয়াখালী ধানখেত হার অইতেই ওকগা বড্ডা হুইর,noɐxɐlɪ d̪ʱɐnxet̪ hɐɾ ɔ͡ɪ̯t̪e͡ɪ̯ okgɐ bɔddɐ hu͡ɪ̯ɾ,d̪̤an̪kʰet̪ɔ parɔ hɔt̪ei ekta bɔɽo pukur
চোখের আড়াল হয়ে গেছে,নোয়াখালী চোখের আড়াল অই গেছে,nokʰɐlɪ cokʰeɾ ɐɽɐl ɔ͡ɪ̯ gecʰe,t͡ɕokʰerɔ aɽal̪ɔ he̯e ɡet͡ɕʰe
সে আমার চোখের আড়াল হয়ে গেছে ,নোয়াখালী হেতে আর চোখের আড়াল অই গেছে ,nokɔlɪ het̪e ɐɾ cokʰeɾ ɐɽɐl ɔ͡ɪ̯ gecʰe ,s̪e amarɔ t͡ɕokʰerɔ aɽal̪ɔ he̯e ɡet͡ɕʰe 
সেখানকার পানি টলটলে,নোয়াখালী হিয়ানকার হানি টলটলে,noɟɐlɪ hɪʲɐnkɐɾ hɐnɪ tɔltɔle,s̪ekʰan̪karɔ pan̪i tɔl̪ɔtɔl̪e
পুকুরের ধারে একটা বড়ো আমগাছ,নোয়াখালী হুইরের হাড়ে ওকগা বড্ডা আমগাছ,noɟɐlɪ hu͡ɪ̯ɾeɾ hɐɽe okgɐ bɔddɐ ɐmgɐcʰ,pukurerɔ d̪̤are ekta bɔɽo amɡat͡ɕʰ
"আমার মনে হচ্ছে, এবার অনেক আম ধরবে","নোয়াখালী আর মনে অইতেছে, এবার অনেক আম ধইরবো"," nokʰɐlɪ ɐɾ mone ɔ͡ɪ̯t̪ecʰe, ebɐɾ ɔnek ɐm d̪ʱo͡ɪ̯ɾbo","amarɔ mɔn̪e hɔt͡ɕt͡ɕʰe, ebarɔ on̪ekɔ amɔ d̪̤ɔrɔbe"
আমি আম খেতে ভালোবাসি,নোয়াখালী আই আম খাইতে ভালাবাসি,nokolɪ ɐ͡ɪ̯ ɐm kʰɐ͡ɪ̯t̪e bʱɐlɐbɐʃɪ,ami amɔ kʰet̪e b̤al̪obas̪i
সেই আমগাছের দিকে তাকিয়ে ছিলাম ,নোয়াখালী হেই আমগাছের দিকে রেনি আছিলাম, nokolɪ he͡ɪ̯ ɐmgɐcʰeɾ d̪ɪke ɾenɪ ɐcʰɪlɐm,s̪ei amɡat͡ɕʰerɔ d̪ike t̪akie̯e t͡ɕʰil̪amɔ 
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,নোয়াখালী আমগাছের দিকে ছাই ওকগা মাইয়া কইলো,nokolɪ ɐmgɐcʰeɾ d̪ɪke cʰɐ͡ɪ̯ okgɐ mɐ͡ɪ̯ʲɐ ko͡ɪ̯lo,amɡat͡ɕʰerɔ d̪ike t̪akie̯e ekti mee̯e bɔl̪ɔl̪ɔ
আমার দিকে তাকিয়ে একটি মেয়ে বলল,নোয়াখালী আর দিকে রেনি ওকগা মাইয়া কইলো,noɟolɪ ɐɾ d̪ɪke ɾenɪ okgɐ mɐ͡ɪ̯ʲɐ ko͡ɪ̯lo,amarɔ d̪ike t̪akie̯e ekti mee̯e bɔl̪ɔl̪ɔ
সবাই তাকিয়ে দেখল,নোয়াখালী বেকে রেনি ছাইলো,noɐkɔlɪ beke ɾenɪ cʰɐ͡ɪ̯lo,s̪ɔbai t̪akie̯e d̪ekʰɔl̪ɔ
আমগাছে প্রচুর মুকুল এসেছে,নোয়াখালী আমগাছে হছুর মুকুল আইছে,nokohɐlɪ ɐmgɐcʰe hocʰuɾ mukul ɐ͡ɪ̯cʰe,amɡat͡ɕʰe prɔt͡ɕurɔ mukul̪ɔ es̪et͡ɕʰe
সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়েছে,নোয়াখালী সাদা মুকুলে আমগাছের সবুজ হাতা ঢাকা হইড়ছে,nokolɪ ʃɐd̪ɐ mukule ɐmgɐcʰeɾ ʃobuɟ hɐt̪ɐ dʱɐkɐ ho͡ɪ̯ɽcʰe,s̪ad̪a mukul̪e amɡat͡ɕʰerɔ s̪ɔbud͡ʑɔ pat̪a d̤aka pɔɽet͡ɕʰe
তাঁর বয়স কম-বেশি সত্তর বছর,নোয়াখালী হেতাঁর বয়স কম-বেশি হত্তুর বছর,nokohɐlɪ het̪ɐ̃ɾ bɔʲoʃ kɔm-beʃɪ hɔt̪t̪uɾ bɔcʰoɾ,t̪ɔ̃rɔ be̯ɔs̪ɔ kɔmɔ-beɕi s̪ɔt̪t̪ɔrɔ bɔt͡ɕʰɔrɔ
তিনি ওদের কথা শুনে বললেন,নোয়াখালী হেতোনে হিগুনের কতা হুনি কইলেন,nokohɐlɪ het̪one hɪguneɾ kɔt̪ɐ hunɪ ko͡ɪ̯len,t̪in̪i od̪erɔ kɔt̪ʰa ɕun̪e bɔl̪ɔl̪en̪
ও ঠিকই বলেছে,নোয়াখালী ও ঠিকই কইছে,o͡ɐ̯cʰe o tʰɪkɪ ko͡ɪ̯cʰe,o tʰiki bɔl̪et͡ɕʰe
"যে বছর ধান ভালো হয়, সে বছর আমের ফলনও ভালো হয়","নোয়াখালী যে বছর ধান ভালা অয়, হে বছর আমের হলনও ভালা অয়","noɐkɔlɪ ɟe bɔcʰoɾ d̪ʱɐn bʱɐlɐ ɔe̯, he bɔcʰoɾ ɐmeɾ hɔlono bʱɐlɐ ɔʲ","d͡ze bɔt͡ɕʰɔrɔ d̪̤an̪ɔ b̤al̪o he̯ɔ, s̪e bɔt͡ɕʰɔrɔ amerɔ ɸɔl̪ɔn̪o b̤al̪o he̯ɔ"
"সবাই যখন পড়তে বসে, রাজীব তখন ঘুমায়","নোয়াখালী বেকে যন হইড়তে বইয়ে, রাজীব তন ঘুমায়","noɐkɐlɪ beke ɟɔn ho͡ɪ̯ɽt̪e bo͡ɪ̯ʲe, ɾɐɟɪb t̪ɔn gʱumɐe̯","s̪ɔbai d͡zɔkʰɔn̪ɔ pɔɽɔt̪e bɔs̪e, rad͡ʑibɔ t̪ɔkʰɔn̪ɔ ̤ɡ̤umae̯"
"সবাই যখন পড়তে বসে, আমি তখন ঘুমাই","নোয়াখালী বেকে যন হইড়তে বইয়ে, আই তন ঘুমাই","noɐkɐlɪ beke ɟɔn ho͡ɪ̯ɽt̪e bo͡ɪ̯ʲe, ɐ͡ɪ̯ t̪ɔn gʱumɐ͡ɪ̯","s̪ɔbai d͡zɔkʰɔn̪ɔ pɔɽɔt̪e bɔs̪e, ami t̪ɔkʰɔn̪ɔ ̤ɡ̤umai"
আমি সকালে দেড়ি করে ঘুম থেকে উঠি ,নোয়াখালী আই ভোরে দেড়ি করি ঘুম তুন উডি ,noɐhɐlɪ ɐ͡ɪ̯ voɾe d̪eɽɪ koɾɪ gʱum t̪un udɪ ,ami s̪ɔkal̪e d̪eɽi kɔre ̤ɡ̤umɔ t̪ʰeke utʰi 
আমি ঠিকই বলেছি,নোয়াখালী আই ঠিকই কইছি,nokolɪ ɐ͡ɪ̯ tʰɪkɪ ko͡ɪ̯cʰɪ,ami tʰiki bɔl̪et͡ɕʰi
ভাই তখন পড়তে বসে,নোয়াখালী ভাই তন হইড়তে বইয়ে,noɟɐlɪ bʱɐ͡ɪ̯ t̪ɔn ho͡ɪ̯ɽt̪e bo͡ɪ̯ʲe,b̤ai t̪ɔkʰɔn̪ɔ pɔɽɔt̪e bɔs̪e
আমি সকাালে পড়তে বসি ,নোয়াখালী আই সকালে হইড়তে বই ,noɟɔlɪ ɐ͡ɪ̯ ʃɔkɐle ho͡ɪ̯ɽt̪e bo͡ɪ̯ ,ami s̪ɔkaal̪e pɔɽɔt̪e bɔs̪i 
আজকাল কী যে করছে ছেলেটা,নোয়াখালী আইজকাল কী যে কইরতেছে হোলাটা,noɟɐlɪ ɐ͡ɪ̯ɟkɐl kɪ ɟe ko͡ɪ̯ɾt̪ecʰe holɐtɐ,ad͡ʑkal̪ɔ ki d͡ze kɔrɔt͡ɕʰe t͡ɕʰel̪eta
বয়স সবে চার বছর পূর্ণ হলো,নোয়াখালী বয়স এলা চাইর বছর হুর্ণ অইলো,nokohɐlɪ bɔʲoʃ elɐ cɐ͡ɪ̯ɾ bɔcʰoɾ huɾno ɔ͡ɪ̯lo,be̯ɔs̪ɔ s̪ɔbe t͡ɕarɔ bɔt͡ɕʰɔrɔ purnɔ hɔl̪o
সবকিছুতেই তার এলোমেলো আচরণ,নোয়াখালী বেগগিনেই হিগার এলোমেলো আচরণ,noɟogɪne͡ɪ̯ hɪgɐɾ elomelo ɐcɾɔn,s̪ɔbɔkit͡ɕʰut̪ei t̪arɔ el̪omel̪o at͡ɕɔrɔnɔ
বাবা একদিন কথায় কথায় মাকে বললেন,নোয়াখালী আব্বা একদিন কতায় কতায় মারে কইলেন,nokohɐlɪ ɐbbɐ ɛkd̪ɪn kɔt̪ɐe̯ kɔt̪ɐe̯ mɐɾe ko͡ɪ̯len,baba ekd̪in̪ɔ kɔt̪ʰae̯ɔ kɔt̪ʰae̯ɔ make bɔl̪ɔl̪en̪
ছেলেটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,নোয়াখালী হোলাগার বেক কাম এরুম এলোমেলো অইতেছে কিল্লেই?,nokʰɐlɪ holɐgɐɾ bek kɐm eɾum elomelo ɔ͡ɪ̯t̪ecʰe kɪlle͡ɪ̯?,t͡ɕʰel̪etarɔ s̪ɔbɔ kad͡ʑɔ emɔn̪ɔ el̪omel̪o hɔt͡ɕt͡ɕʰe ken̪ɔ?
মেয়েটার সব কাজ এমন এলোমেলো হচ্ছে কেন?,নোয়াখালী মাইয়াগার বেক কাম এরুম এলোমেলো অইতেছে কিল্লেই?,nokʰɐlɪ mɐ͡ɪ̯ʲɐgɐɾ bek kɐm eɾum elomelo ɔ͡ɪ̯t̪ecʰe kɪlle͡ɪ̯?,mee̯etarɔ s̪ɔbɔ kad͡ʑɔ emɔn̪ɔ el̪omel̪o hɔt͡ɕt͡ɕʰe ken̪ɔ?
সব কাজ তো এলোমেলো হচ্ছে না,নোয়াখালী বেক কাম তো এলোমেলো অইতেছে না,nokohɐlɪ bek kɐm t̪o elomelo ɔ͡ɪ̯t̪ecʰe nɐ,s̪ɔbɔ kad͡ʑɔ t̪o el̪omel̪o hɔt͡ɕt͡ɕʰe n̪a
আমি খাইয়ে দিলে রাজীব সময়মতো খায়,নোয়াখালী আই খাওয়াই দিলে রাজীব সময়মতন খায়,noɟohɐlɪ ɐ͡ɪ̯ xɐ͡o̯ʷɐ͡ɪ̯ d̪ɪle ɾɐzɪb ʃɔmɔʲmɔt̪ɔn xɐe̯,ami kʰaie̯e d̪il̪e rad͡ʑibɔ s̪ɔme̯ɔmɔt̪o kʰae̯
মার কথা শুনে বাবা হাসলেন,নোয়াখালী মার কতা হুনি আব্বা হাইসলেন,nokohɐlɪ mɐɾ kɔt̪ɐ hunɪ ɐbbɐ hɐ͡ɪ̯slen,marɔ kɔt̪ʰa ɕun̪e baba has̪l̪en̪
"আরেকটু বড়ো হলে কী করবে, সেটাই দেখার বিষয়","নোয়াখালী আরেককানা বড্ডা অইলে কী কইরবা, হেডাই দেনের বিষয়","noɐkɐlɪ ɐɾekkɐnɐ bɔddɐ ɛ͡ɪ̯le kɪ ko͡ɪ̯ɾbɐ, hedɐ͡ɪ̯ d̪eneɾ bɪʃɔe̯","arektu bɔɽo hɔl̪e ki kɔrɔbe, s̪etai d̪ekʰarɔ biʂe̯ɔ"
আরেকটু বড়ো হলে কী করবে ?,নোয়াখালী আরেককানা বড্ডা অইলে কী কইরবা ?,noɐkɐlɪ ɐɾekkɐnɐ bɔddɐ ɛ͡ɪ̯le kɪ ko͡ɪ̯ɾbɐ?,arektu bɔɽo hɔl̪e ki kɔrɔbe ?
"তখন সময়মতো পড়বে, ঘুমাবে, আর খেলবে","নোয়াখালী হেক্তে সময়মতো হইড়বো, ঘুমাইবো, আর খেইলবো","noɐkɔlɪ hekt̪e ʃɔmɔʲmɔt̪o ho͡ɪ̯ɽbo, gʱumɐ͡ɪ̯bo, ɐɾ kʰe͡ɪ̯lbo","t̪ɔkʰɔn̪ɔ s̪ɔme̯ɔmɔt̪o pɔɽɔbe, ̤ɡ̤umabe, arɔ kʰel̪be"
দাদির কাছে একটা পুরাতন সিন্দুক আছে,নোয়াখালী বুইজার কাছে ওকগা হুরাতন সিন্দুক আছে,noɟɐlɪ bu͡ɪ̯zɐɾ kɐcʰe okgɐ huɾɐt̪ɔn ʃɪnd̪uk ɐcʰe,d̪ad̪irɔ kat͡ɕʰe ekta purat̪ɔn̪ɔ s̪in̪d̪ukɔ at͡ɕʰe
সেই সিন্দুক সবসময়ে তালা দিয়ে আটকানো থাকে,নোয়াখালী হেই সিন্দুক বেকসময়ে তালা দি আটকানো থায়,noɟɐlɪ he͡ɪ̯ ʃɪnd̪uk bekʃɔmɔʲe t̪ɐlɐ d̪ɪ ɐtkɐno t̪ʰɐe̯,s̪ei s̪in̪d̪ukɔ s̪ɔbɔs̪ɔme̯e t̪al̪a d̪ie̯e atkan̪o t̪ʰake
বহুদিন ধরে ওটা খোলা হয় না,নোয়াখালী বহুদিন ধরি হিয়ান খোলা অয় না,noɟɐlɪ bohud̪ɪn d̪ʱoɾɪ hɪʲɐn kʰolɐ ɔe̯ nɐ,bɔhud̪in̪ɔ d̪̤ɔre ota kʰol̪a he̯ɔ n̪a
এই সিন্দুকের ভেতরে কী আছে?,নোয়াখালী হেই সিন্দুকের ভিতরে কী আছে?, nokʰɐlɪ he͡ɪ̯ ʃɪnd̪ukeɾ bʱɪt̪ɔɾe kɪ ɐcʰe?,ei s̪in̪d̪ukerɔ b̤et̪re ki at͡ɕʰe?
দাদি অবাক চোখে আমার দিকে তাকালেন,নোয়াখালী বুইজা অবাক চোখে আর দিকে রেইনলেন,noɟohɐlɪ bu͡ɪ̯ɟɐ ɔbɐk coxe ɐɾ d̪ɪke ɾe͡ɪ̯nlen,d̪ad̪i obakɔ t͡ɕokʰe amarɔ d̪ike t̪akal̪en̪
চাবি দিয়ে তালা খোলার পর সব দেখতে পাবে,নোয়াখালী চাবি দি তালা খোলোনের হর বেগগিন দেইখতে হাইরবা,noɐkɔlɪ cɐbɪ d̪ɪ t̪ɐlɐ xoloneɾ hɔɾ begogɪn d̪e͡ɪ̯xot̪e hɐ͡ɪ̯ɾbɐ,t͡ɕabi d̪ie̯e t̪al̪a kʰol̪arɔ pɔrɔ s̪ɔbɔ d̪ekʰt̪e pabe
"আমার, আর তোমার মার অনেক গয়না আছে","নোয়াখালী আর, আর তোয়ার মার অনেক গয়না আছে","noɟɐlɪ ɐɾ, ɐɾ t̪oʷɐɾ mɐɾ ɔnek gɔʲnɐ ɐcʰe","amarɔ, arɔ t̪omarɔ marɔ on̪ekɔ ɡe̯ɔn̪a at͡ɕʰe"
বাজার থেকে চাবি বানানোর লোক আনালেন,নোয়াখালী বাজার তুন চাবি বানাইন্না লোক আনাইলেন,noɟɐlɪ bɐɟɐɾ t̪un cɐbɪ bɐnɐ͡ɪ̯nnɐ lok ɐnɐ͡ɪ̯len,bad͡ʑarɔ t̪ʰeke t͡ɕabi ban̪an̪orɔ l̪okɔ an̪al̪en̪
তিশার জন্য সিন্দুক খোলা হলো,নোয়াখালী তিশার লাই সিন্দুক খোলা অইলো,nokhɐlɪ t̪ɪʃɐɾ lɐ͡ɪ̯ ʃɪnd̪uk kʰolɐ ɔ͡ɪ̯lo,t̪iɕarɔ d͡ʑɔn̪d͡zɔ s̪in̪d̪ukɔ kʰol̪a hɔl̪o
পলাশের নানা ও নানি একইদিনে মারা যান,নোয়াখালী হলাশের নানা ও নানি একইদিনে মারা যান,noɐkɔlɪ holɐʃeɾ nɐnɐ o nɐnɪ ɛkɪd̪ɪne mɐɾɐ ɟɐn,pɔl̪aɕerɔ n̪an̪a o n̪an̪i ekid̪in̪e mara d͡zan̪
নানার কঠিন অসুখ হয়েছিল,নোয়াখালী নানার কঠিন অসুখ অইছিলো,nokolɪ nɐnɐɾ kotʰɪn ɔʃukʰ e͡ɪ̯cʰɪlo,n̪an̪arɔ kɔtʰin̪ɔ os̪ukʰɔ he̯et͡ɕʰil̪
অসুখে তিনি কয়েক বছর ভুগেছিলেন,নোয়াখালী অসুখে হেতনে কয়েক বছর ভুইগছিলেন,noɟɐlɪ ɔʃukʰe het̪one kɔʲek bɔcʰoɾ bʱu͡ɪ̯gcʰɪlen,os̪ukʰe t̪in̪i ke̯ekɔ bɔt͡ɕʰɔrɔ b̤uɡet͡ɕʰil̪en̪
তাঁকে হাসপাতালে নেওয়া হয়েছিল,নোয়াখালী হেতনরে হাসপাতালে নেয়া অইছিলো,nokʰɐlɪ het̪nɔɾe hɐʃpɐt̪ɐle neʲɐ e͡ɪ̯cʰɪlo,t̪ɔ̃ke has̪pat̪al̪e n̪eoe̯a he̯et͡ɕʰil̪
বেশ কয়েকদিন পলাশের মন খুব খারাপ ছিল,নোয়াখালী মেলাদিন হলাশের মন খুব খারাপ আছিলো,nokohɐlɪ mɛlɐd̪ɪn holɐʃeɾ mon kʰub kʰɐɾɐp ɐcʰɪlo,beɕɔ ke̯ekd̪in̪ɔ pɔl̪aɕerɔ mɔn̪ɔ kʰubɔ kʰarapɔ t͡ɕʰil̪
বেশ কয়েকদিন আমার মন খুব খারাপ ছিল,নোয়াখালী মেলাদিন আর মন খুব খারাপ আছিলো,nokɔlɪ mɛlɐd̪ɪn ɐɾ mon kʰub kʰɐɾɐp ɐcʰɪlo,beɕɔ ke̯ekd̪in̪ɔ amarɔ mɔn̪ɔ kʰubɔ kʰarapɔ t͡ɕʰil̪
তাই তখন সে কারও সাথে কথা বলত না,নোয়াখালী হেডার লাই তন হেতে কারও লগে কতা কইতো না,nokʰɐlɪ hedɐɾ lɐ͡ɪ̯ t̪ɔn het̪e kɐɾo lɔge kɔt̪ɐ ko͡ɪ̯t̪o nɐ,t̪ai t̪ɔkʰɔn̪ɔ s̪e karo s̪at̪ʰe kɔt̪ʰa bɔl̪ɔt̪ɔ n̪a
মানুষের বার্ধক্য আর মৃত্যুকে ঠেকানো যায় না,নোয়াখালী মাইনষের বার্ধক্য আর মৃত্যুরে ঠেয়ান যায় না,noɟɐlɪ mɐ͡ɪ̯nʃeɾ bɐɾd̪ʱokko ɐɾ mɾɪt̪t̪uɾe tʰeʲɐn ɟɐe̯ nɐ,man̪uʂerɔ bard̪̤ɔkd͡zɔ arɔ mɽit̪d͡zuke tʰekan̪o d͡zae̯ɔ n̪a
তবু প্রতিটি মৃত্যু মানুষকে কষ্ট দেয়,নোয়াখালী তার হরেও হইত্তেকটা মৃত্যু মানুষরে কষ্ট দেয়,noɐkʰɐlɪ t̪ɐɾ hoɾe͡o̯ ho͡ɪ̯t̪t̪ektɐ mɾɪt̪t̪u mɐnuʃɾe koʃto d̪ee̯,t̪ɔbu prɔt̪iti mɽit̪d͡zu man̪uʂke kɔʂtɔ d̪ee̯
শেষ বলে ছয় মেরে বাংলাদেশ জিতে গেল,নোয়াখালী শেষ বলে ছয় মারি বাংলাদেশ জিতি গেছে,nokolɪ ʃeʃ bole cʰɔe̯ mɐɾɪ bɐŋlɐd̪eʃ ɟɪt̪ɪ gecʰe,ɕeʂɔ bɔl̪e t͡ɕʰe̯ɔ mere baŋl̪ad̪eɕɔ d͡ʑit̪e ɡel̪
আহ্! কী চমৎকার খেলাই না দেখলাম,নোয়াখালী আহ্! কী দারুণ খেলাই না চাইলাম,noɟohɐlɪ ɐh! kɪ d̪ɐɾun kʰelɐ͡ɪ̯ nɐ cɐ͡ɪ̯lɐm,ah! ki t͡ɕɔmɔt̪ɔkarɔ kʰel̪ai n̪a d̪ekʰl̪am
"ছোটো বোন চিৎকার দিয়ে উঠল, দারুণ","নোয়াখালী ছোডো বোইন চিল্লাই উইডছে, দারুণ","noɐkɐlɪ cʰodo boʲɔn cɪllɐ͡ɪ̯ u͡ɪ̯dcʰe, d̪ɐɾun","t͡ɕʰoto bon̪ɔ t͡ɕit̪karɔ d̪ie̯e utʰɔl̪ɔ, d̪arun"
"বাহ্, এমন খেলা বহুদিন দেখিনি","নোয়াখালী বাহ্, ইরুম খেলা মেলাদিন চাইনো","nokohɐlɪ bɐh, ɪɾum kʰelɐ mɛlɐd̪ɪn cɐ͡ɪ̯no","bah, emɔn̪ɔ kʰel̪a bɔhud̪in̪ɔ d̪ekʰin̪i"
