bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa
রেডিওতে,rediot̪e,রেডিওতে,ɾedɪ͡o̯t̪e,রেডিওত,ɾedɪ͡o̯t̪o,রেডিওতে,ɾedɪ͡o̯t̪e,রেডিওত,ɾedɪ͡o̯t̪o,রেদিওত,ɾed̪ɪ͡o̯t̪o
রেলগাড়ি,rel̪ɡaɽi,রেলগাড়ি,ɾelgɐɽɪ,রেলগাড়ি,ɾelgɐɽɪ,রেলগাড়ি,ɾelgɐɽɪ,রেলগাড়ি,ɾelgɐɽɪ,রেলগাড়ি,ɾelgɐɽɪ
রেললাইনের,rel̪l̪ain̪erɔ,রেললাইনের,ɾellɐ͡ɪ̯neɾ,রেললাইন,ɾellɐ͡ɪ̯n,রেললাইনের,ɾellɐ͡ɪ̯neɾ,রেললাইনের,ɾellɐ͡ɪ̯neɾ,রেললাইনর,ɾellɐ͡ɪ̯nɔɾ
রেলস্টেশন,rel̪ɔs̪teɕɔn̪ɔ,রেল,ɾelo,রেলস্টেশন,ɾelosteʃon,রেলস্টেশন,ɾelosteʃon,রেলস্টেশন,ɾelosteʃon,রেল,ɾelo
রোগা,roɡa,কহনো,kɔhono,কুনোসময়,kunosmɔe̯,রোগা,ɾogɐ,রোগা,ɾogɐ,হনো,hono
রোগীকে,roɡike,রুগীরে,ɾugɪɾe,বেমারিরে,bɛmɐɾɪɾe,রোগীরে,ɾogɪɾe,রোগীরে,ɾogɪɾe,রোগিরে,ɾogɪɾe
রোগের,roɡerɔ,রোগের,ɾogeɾ,মারাত্মক,mɐɾɐt̪t̪ok,রোগের,sɾɪʃtɪ,অসুকের,ɔʃukeɾ,রোগর,sɾɪstɪ
রোজ,rod͡ʑɔ,পেরতেকদিন,peɾt̪ekd̪ɪn,রোজ,ɾoɟ,রোজ,ɾoɟ,রোজ,ɾoɟ,রোজ,ɾoz
রোজা,rod͡ʑa,রোজা,ɾoɟɐ,আছলাম,ɐcʰlɐm,রোজা,ɾoɟɐ,রোজা,ɾozɐ,রোজা,ɾozɐ
রোদে,rod̪e,রইদে,ɾo͡ɪ̯d̪e,রইদও,ɾo͡ɪ̯d̪o,রোদে,ɾod̪e,রোদে,ɾod̪e,রোদত,ɾod̪ɔt̪
রোধ,rod̪̤ɔ,আর,ɐɾ,আখটায়,ɐkʰtɐe̯,রোধ,ɾod̪ʱ,ও,o,সাদা,ʃɐd̪ɐ
রোনালদো,ron̪al̪d̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o,রোনালদো,ɾonɐld̪o
রোমান্টিক,roman̪tikɔ,কতো,kɔt̪o,আছিল,ɐc,রোমান্টিক,ɾomɐntɪk,আছিলো,ɐcʰɪlo,আচিল,ɐ
রয়ে,re̯e,ই,ɪ,অউ,ɔ͡u̯,রইয়া,ɾo͡ɪ̯ʲɐ,রই,ɾo͡ɪ̯,রয়,ɾɔe̯
রয়েছে,re̯et͡ɕʰe,আছে,ɐcʰe,খালি,kʰɐlɪ,দিব,d̪ɪbo,হুদা,hud̪ɐ,আইসসে,ɐ͡ɪ̯sʃe
লক্ষ্য,l̪ɔkʂd͡zɔ,লক্ষ্য,lokkʰo,ওউ,o͡u̯,লক্ষ্য,lokkʰo,লক্ষ্য,lokkʰo,লক্ষ,lɔkxo
লবণ,l̪ɔbɔnɔ,নুন,nun,কম,kɔm,লবণ,lɔbon,নুন,nun,লবণ,lɔbon
লবন,l̪ɔbɔn̪ɔ,নুন,nun,নুন,nun,লবন,lɔbon,লবন,lɔbon,লবন,lɔbon
লম্বা,l̪ɔmba,একছের,ɛkcʰeɾ,লাম্বা,lɐmbɐ,লম্বা,lɔmbɐ,লম্ফা,lɔmpʰɐ,লম্বা,lɔmbɐ
লাইন,l̪ain̪ɔ,দিয়া,d̪ɪʲɐ,লাইন,lɐ͡ɪ̯n,লাইনেরতন,lɐ͡ɪ̯neɾt̪ɔn,সড়িদাড়ান,ʃɔɽɪd̪ɐɽɐn,লাইন,lɐ͡ɪ̯n
লাইনে,l̪ain̪e,লাইনে,lɐ͡ɪ̯ne,লাইনো,lɐ͡ɪ̯no,লাইনে,lɐ͡ɪ̯ne,লাইনে,lɐ͡ɪ̯ne,লাইনত,lɐ͡ɪ̯nɔt̪o
লাইফ,l̪aiɸɔ,লাইফ,lɐ͡ɪ̯pʰ,লাইফ,lɐ͡ɪ̯pʰ,লাইফ,lɐ͡ɪ̯pʰ,লাইফ,lɐ͡ɪ̯f,যেন,zeno
লাইব্রেরি,l̪aibreri,মোরা,moɾɐ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ,লাইব্রেরি,lɐ͡ɪ̯bɾeɾɪ
লাউ,l̪au,কদু,kod̪u,লাউ,lɐ͡u̯,লাউ,lɐ͡u̯,লাই,lɐ͡ɪ̯,লাউ,lɐ͡u̯
লাকড়ি,l̪akɽi,বানাইন্নার,bɐnɐ͡ɪ̯nnɐɾ,কারকানা,kɐɾkɐnɐ,লাকড়ি,lɐkɽɪ,দাইড়বার,d̪ɐ͡ɪ̯ɽbɐɾ,বানাইবার,bɐnɐ͡ɪ̯bɐɾ
লাকড়ির,l̪akɽirɔ,দাউর,d̪ɐ͡u̯ɾ,লাকড়ির,lɐkɽɪɾ,লাকড়ির,lɐkɽɪɾ,লাকড়িস,lɐkɽɪʃ,লাকড়ির,lɐkɽɪɾ
লাকড়ির,l̪akɽirɔ,দাউরের,d̪ɐ͡u̯ɾeɾ,লাকড়ির,lɐkɽɪɾ,লাকড়ির,lɐkɽɪɾ,লাকড়ির,lɐkɽɪɾ,লাহ্রির,lɐhɾɪɾ
লাগছে,l̪aɡt͡ɕʰe,লাগতেয়াছে,lɐgt̪eʲɐcʰe,লাগছে,lɐgcʰe,লাগতাসেনা,lɐgt̪ɐʃenɐ,লাগের,lɐgeɾ,লাগের,lɐgeɾ
লাগছে?,l̪aɡt͡ɕʰe?,লাগতেয়াছে?,lɐgt̪eʲɐcʰe?,লাগের,lɐgeɾ,লাগতাসে?,lɐgt̪ɐʃe?,লাগেনি?,lɐgenɪ?,লাগের,lɐgeɾ
লাগত,l̪aɡɔt̪ɔ,লাগতো,lɐgt̪o,লাগতো,lɐgt̪o,লাগত,lɐgt̪o,লাইগদ,lɐ͡ɪ̯gɔd̪,লাগিতো,lɐgɪt̪o
লাগতো,l̪aɡt̪o,লাগতে,lɐgt̪e,লাগলো,lɐglo,লাগতো,lɐgt̪o,লাইগদ,lɐ͡ɪ̯gɔd̪,লাগিত,lɐgɪt̪o
লাগবে,l̪aɡbe,লাগবে,lɐgbe,অগুরে,ɔguɾe,লাগবে,lɐgbe,লাইগদোনো,lɐ͡ɪ̯gd̪ono,লাইব,lɐ͡ɪ̯b
লাগল,l̪aɡɔl̪ɔ,লাগছে,lɐgcʰe,ফাইছি,pʰɐ͡ɪ̯cʰɪ,লাগল,lɐgl,লাইগলো,lɐ͡ɪ̯gɔlo,লাইজ্ঞে,lɐ͡ɪ̯gge
লাগলে,l̪aɡl̪e,লাগলে,lɐgle,না,nɐ,লাগলে,lɐgle,লাইগলে,lɐ͡ɪ̯gɔle,লাগিলে,lɐgɪle
লাগলো,l̪aɡl̪o,লাগছে,lɐgcʰe,লাগলো,lɐglo,লাগলো,lɐglo,লাইগছে,lɐ͡ɪ̯gcʰe,লাইজ্ঞে,lɐ͡ɪ̯gge
লাগার,l̪aɡarɔ,লাগার,lɐgɐɾ,লাগার,lɐgɐɾ,লাগার,lɐgɐɾ,লাগার,lɐgɐɾ,ভালোলাগার,vɐlolɐgɐɾ
লাগুক,l̪aɡuk,লাগুক,lɐguk,লাগউক,lɐguk,লাগুক,lɐguk,লাগুক,lɐguk,লাগিবেল্লাই,lɐgɪbellɐ͡ɪ̯
লাগে,l̪aɡe,লাগে,lɐge,লাগে,lɐge,লাগে,lɐge,লাগে,lɐge,লাগে,lɐge
লাগে?,l̪aɡe?,লাগে?,lɐge?,লাগে?,lɐge?,লাগে?,lɐge?,লাগে,lɐge,লাগে,lɐge
লাগেনি,l̪aɡen̪i,লাগেনাই,lɐgenɐ͡ɪ̯,লাগে,lɐge,লাগসেনা,lɐgʃenɐ,লাগে,lɐge,গম,gɔm
লাফ,l̪aɸɔ,বিছানায়,bɪcʰɐnɐe̯,ফাল,pʰɐl,দিতাসে,d̪ɪt̪ɐʃe,লাফ,lɐf,মারে,mɐɾe
লাফাচ্ছে,l̪aɸat͡ɕt͡ɕʰe,লাফাইতেয়াছে,lɐpʰɐ͡ɪ̯t̪eʲɐcʰe,লাফাইরা,lɐpʰɐ͡ɪ̯ɾɐ,লাফাইতাসে,lɐpʰɐ͡ɪ̯t̪ɐʃe,লাফার,lɐpʰɐɾ,ফালার,fɐlɐɾ
লাফিয়ে,l̪aɸie̯e,লাফাইয়া,lɐpʰɐ͡ɪ̯ʲɐ,লাফাইয়া,lɐpʰɐ͡ɪ̯ʲɐ,লাফাইয়া,lɐpʰɐ͡ɪ̯ʲɐ,উডের,udeɾ,ফালমারি,fɐlmɐɾɪ
লাভ,l̪ab̤ɔ,লাভ,lɐbʱ,ওইলো,o͡ɪ̯lo,লাভ,lɐbʱ,কোন,kon,লাভ,lɐv
লাল,l̪al̪ɔ,লাল,lɐl,লাল,lɐl,লাল,lɐl,গোলাপ,golɐp,লাল,lɐl
লালবাগ,l̪al̪baɡɔ,লালবাগ,lɐlbɐg,লালবাগ,kellɐɾ,লালবাগ,lɐlbɐg,লালবাগ,lɐlbɐg,লালবাগ,lɐlbɐg
লিওনেল,l̪ion̪el̪ɔ,লিওনেল,lɪ͡o̯nel,ফুটবল,pʰutbɔl,লিওনেল,lɪ͡o̯nel,লিওনেল,lɪ͡o̯nel,লিওনেল,lɪ͡o̯nel
লিখতে,l̪ikʰt̪e,ল্যাখতে,lɛkʰt̪e,লিখতে,lɪkʰt̪e,লিখতে,lɪkʰt̪e,লিকতো,lɪkt̪o,লেকিত,lekɪt̪o
লিখা,l̪ikʰa,লেহা,lehɐ,লেখা,lekʰɐ,করতে,koɾt̪e,ক্যরতে,kɛɾt̪e,লেহা,lehɐ
লিখে,l̪ikʰe,লেইক্ষা,le͡ɪ̯kkʰɐ,লিখিয়া,lɪkʰɪʲɐ,দিয়া,d̪ɪʲɐ,লিখতে,lɪxt̪e,লিখিত্তারিবানা?,lɪxɪt̪t̪ɐɾɪbɐnɐ?
লিখেছেন,l̪ikʰet͡ɕʰen̪,ল্যাখছেন,lɛkʰcʰen,লেখছইন,lekʰcʰo͡ɪ̯n,লিখসেন,lɪxʃen,লেইকছে,le͡ɪ̯kcʰe,লিকখো,lɪkxo
লুকিয়ে,l̪ukie̯e,পলাইয়া,pɔlɐ͡ɪ̯ʲɐ,লুকাইয়া,lukɐ͡ɪ̯ʲɐ,লুকায়া,lukɐʲɐ,লুকাই,lukɐ͡ɪ̯,লুয়াই,luʲɐ͡ɪ̯
লেখক,l̪ekʰɔkɔ,লেখক,lekʰɔk,লেখক,lekʰɔk,লেখক,lekʰɔk,লেখক,lekʰɔk,লেকক,lekɔk
লেখা,l̪ekʰa,ল্যাহা,lɛhɐ,লেখা,lekʰɐ,লেহা,pɔɽlɐm,লেয়া,leʲɐ,লেহা,lehɐ
লেখাপড়া,l̪ekʰapɽa,লেহাপড়া,lehɐpɔɽɐ,পাকানি,pɐkɐnɪ,লেহাপড়া,lehɐpɔɽɐ,লেয়াহড়া,leʲɐhoɽɐ,ফন্না,fɔnnɐ
লেখাপড়ার,l̪ekʰapɽarɔ,পড়াল্যাহার,pɔɽɐlɛhɐɾ,লেখাপড়ার,lekʰɐpɔɽɐɾ,লেহাপড়ার,lehɐpɔɽɐɾ,লেয়াহড়ার,leʲɐhoɽɐɾ,লেহাফড়ার,lehɐfɽɐɾ
লেখার,l̪ekʰarɔ,ল্যাহার,lɛhɐɾ,লেখার,lekʰɐɾ,লেহার,lehɐɾ,লেয়ার,leʲɐɾ,লেহার,lehɐɾ
লেখো,l̪ekʰo,লেহো?,leho?,লেখো,lekʰo,লেহো,leho?,লেখো,lekʰo,লিকো?,lɪko?
লেগে,l̪eɡe,লাইজ্ঞা,lɐ͡ɪ̯ggɐ,লাগতো,lɐgt̪o,লাইজ্ঞা,lɐ͡ɪ̯ggɐ,লাগি,lɐgɪ,কইজ্জা,ko͡ɪ̯zzɐ
লেগেছিল,l̪eɡet͡ɕʰil̪,লাগছেলে,lɐgcʰele,লাগচিল,lɐgcɪl,লাগসিল,lɐgsɪl,ভালা,lɐ͡ɪ̯gosɪlo,ভালো,vɐlo
লেগেছে,l̪eɡet͡ɕʰe,মনে,mone,লাগছে,lɐgcʰe,লাগসে,lɐgʃe,লাগসে,lɐgʃe,লাইগ্যে,lɐ͡ɪ̯gke
লেটারে,l̪etare,লেটারে,letɐɾe,লেটারো,letɐɾo,লেটারে,letɐɾe,লেটারে,letɐɾe,নামাত,nɐmɐt̪
লোক,l̪ok,লোক,lok,মানুষ,mɐnuʃ,লোক,lok,লোক,lok,বদমেজাজি,bɔd̪mezɐzɪ
লোক,l̪okɔ,মানু,mɐnu,মানুষ,mɐnuʃ,বেডা,bedɐ,লোক,lok,লোক,lok
লোকই,l̪oki,লোকই,lokɪ,কম,kɔm,মানুষই,mɐnuʃɪ,লোক,lok,হম,hɔm
লোকজন,l̪okɔd͡ʑɔn̪ɔ,মানু,mɐnu,লোকজন,lokɟɔn,লোকজন,lokɟɔn,লোকজন,lokɟɔn,লোকজন,lokɟɔn
লোকটা,l̪okta,ব্যাডাডা,bɛdɐdɐ,বেটা,betɐ,বেডাডা,bedɐdɐ,বেডাগা,bedɐgɐ,মানুষওয়া,mɐnuʃoʷɐ
লোকটি,l̪okti,ব্যাডাডা,bɛdɐdɐ,লোকটা,loktɐ,বিয়া,koɾe,বেডাগা,bedɐgɐ,লোক,lok
লোকের,l̪okerɔ,ব্যাডার,bɛdɐɾ,বেটার,betɐɾ,বেডার,bedɐɾ,বেডার,bedɐɾ,বেডার,bedɐɾ
লোকেরা,l̪okera,ওয়ালা,oʷɐlɐ,মাইনষে,mɐ͡ɪ̯nʃe,লোকেরা,lokeɾɐ,ঘোড়া,gʱoɽɐ,মানুষ,mɐnuʃ
শক্ত,ɕɔkt̪ɔ,আইট,ɐ͡ɪ̯t,শক্ত,ʃɔkt̪o,শক্ত,ʃɔkt̪o,শক্ত,ʃɔkt̪o,ইবা,ɪbɐ
শক্তিশালী,ɕɔkt̪iɕal̪i,শক্তিশালী,ʃɔkt̪ɪʃɐlɪ,একটা,ɛktɐ,শক্তিশালী,ʃɔkt̪ɪʃɐlɪ,শক্তিশালী,ʃɔkt̪ɪʃɐlɪ,দল,d̪ɔl
শখের,ɕɔkʰerɔ,শখের,ʃɔkʰeɾ,শখের,ʃɔkʰeɾ,শখের,ʃɔkʰeɾ,শখের,ʃɔkʰeɾ,শখেরলাই,ʃɔkʰeɾlɐ͡ɪ̯
শনি,ɕɔn̪i,শনি,ʃonɪ,শনি,ʃonɪ,শনি,ʃonɪ,শনিবার,ʃonɪbɐɾ,শনিবার,ʃonɪbɐɾ
শব্দ,ɕɔbd̪ɔ,রাশিয়ান,ɾɐʃɪʲɐn,শব্দ,ʃɔbd̪o,শব্দ,ʃɔbd̪o,শব্দ,ʃɔbd̪o,শব্দ,ʃɔbd̪o
শব্দের,ɕɔbd̪erɔ,শব্দের,ʃɔbd̪eɾ,শব্দ'র,ʃɔbd̪o'ɾo,শব্দের,ʃɔbd̪eɾ,শব্দের,ʃɔbd̪eɾ,শব্দের,ʃɔbd̪eɾ
শরবত,ɕɔrɔbɔt̪ɔ,শরবত,ʃɔɾbot̪,শরবত,ʃɔɾbot̪,শরবত,ʃɔɾbot̪,নাই,nɐ͡ɪ̯,ফারিবানা,pʰɐɾɪbɐnɐ
শরীর,ɕɔrirɔ,শরীল,ʃɔɾɪl,শরীর,ʃoɾɪɾ,শরীর,ʃoɾɪɾ,শরীর,ʃoɾɪɾ,শরীররে,ʃoɾɪɾɾe
শরীরের,ɕɔrirerɔ,শরিলের,ʃoɾɪleɾ,শরীরের,ʃoɾɪɾeɾ,শরীরের,ʃoɾɪɾeɾ,গায়েত্তে,gɐʲet̪t̪e,শরীরর,ʃoɾɪɾɔɾ
শশা,ɕɔɕa,হোয়া,hoʷɐ,শশা,ʃɔʃɐ,শশা,ɛk,শশা,kʰɐ͡ɪ̯t̪e,শশা,ʃɔʃɐ
শশার,ɕɔɕarɔ,হোয়ার,hoʷɐɾ,কে,ke,শশার,ʃɔʃɐɾ,শশার,ʃɔʃɐɾ,শশার,ʃɔʃɐɾ
শশুরবাড়ি,ɕɔɕurbaɽi,হউরবাড়ি,moɾ,হৌরবাড়ি,ho͡u̯ɾbɐɽɪ,শশুরবাড়ি,ʃoʃuɾbɐɽɪ,শশুরবাড়ি,ʃoʃuɾbɐɽɪ,ওরবাড়িত,oɾbɐɽɪt̪o
শসার,ɕɔs̪arɔ,হোয়ার,hoʷɐɾ,কিরার,kɪɾɐɾ,শসার,ʃɔʃɐɾ,শষার,sup,শসার,ʃɔʃɐɾ
শহর,ɕɔhɔrɔ,শহর,ʃɔhoɾ,পুরা,ʃɔhoɾ,শহর,ʃɔhoɾ,শহর,ʃɔhoɾ,সহর,ʃɔhoɾ
শহরে,ɕɔhɔre,শহরে,ʃɔhoɾe,শহরো,ʃɔhoɾo,শহরে,ʃɔhoɾe,শহরে,ʃɔhoɾe,শঅর,ʃɔ͡o̯ɾ
শান্ত,ɕan̪t̪ɔ,শান্ত,ʃɐnt̪o,নিরাই,nɪɾɐ͡ɪ̯,শান্ত,ʃɐnt̪o,ঠান্ডা,tʰɐndɐ,জানি,zɐnɪ
শান্তি,ɕan̪t̪i,শান্তি,ʃɐnt̪ɪ,করিয়া,koɾɪʲɐ,শান্তি,ʃɐnt̪ɪ,শান্তি,ʃɐnt̪ɪ,গরি,goɾɪ
শার্ট,ɕartɔ,এর,eɾ,শার্ট,ʃɐɾt,শার্ট,ʃɐɾt,এর,eɾ,শার্ট,ʃɐɾt
শাশুড়িও,ɕaɕuɽio,হাউরি,hɐ͡u̯ɾɪ,হড়িও,hoɽɪ͡o̯,শাশুড়িও,ʃɐʃuɽɪ͡o̯,শাশুড়িও,ʃɐʃuɽɪ͡o̯,ওরিও,oɾɪ͡o̯
শাশুড়ি,ɕaɕuɽi,হাউরি,hɐ͡u̯ɾɪ,শাশুড়ী,ʃɐʃuɽɪ,শাশুড়ি,ʃɐʃuɽɪ,শাশুড়ি,ʃɐʃuɽɪ,শাশুড়ি,ʃɐʃuɽɪ
শাড়ি,ɕaɽi,কাপুড়,kɐpuɽ,শাড়ি,ʃɐɽɪ,শাড়ি,ʃɐɽɪ,রঙের,ɾɔŋeɾ,কালার,kɐlɐɾ
শাড়িটা,ɕaɽita,কাপুড়ডা,kɐpuɽdɐ,শাড়িটায়,ʃɐɽɪtɐe̯,শাড়িডা,ʃɐɽɪdɐ,শাড়িটা,ʃɐɽɪtɐ,শাড়ি,ʃɐɽɪ
শাড়িতে,ɕaɽit̪e,শাড়িতে,ʃɐɽɪt̪e,শাড়ীত,ʃɐɽɪt̪o,শাড়িতে,ʃɐɽɪt̪e,শাড়িতে,ʃɐɽɪt̪e,শারিত,ʃɐɾɪt̪ɔ
শিক্ষকরাও,ɕikʂɔkɔrao,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষকরাও,ʃɪkkʰokɾɐ͡o̯,শিক্ষক,ʃɪkxɔk
শিক্ষকের,ɕikʂɔkerɔ,শিক্ষকের,ʃɪkkʰokeɾ,শিক্ষক,ʃɪkkʰɔk,শিক্ষকের,ʃɪkkʰokeɾ,শিক্ষকের,ʃɪkkʰokeɾ,এনে,ene
শিক্ষা,ɕikʂa,গোনে,gone,শিক্ষা,ʃɪkkʰɐ,শিক্ষা,ʃɪkkʰɐ,শিক্ষা,ʃɪkkʰɐ,শিক্কা,ʃɪkkɐ
শিক্ষার্থী,ɕikʂart̪ʰi,শিক্ষার্থী,ʃɪkkʰɐɾt̪ʰɪ,ছাত্রছাত্রী,cʰɐt̪ɾocʰɐt̪ɾɪ,শিক্ষার্থী,ʃɪkkʰɐɾt̪ʰɪ,শিক্ষার্থী,ʃɪkkʰɐɾt̪ʰɪ,শিক্ষার্থী,ʃɪkxɐɾt̪ʰɪ
শিখতে,ɕikʰt̪e,শেখতে,ʃekʰt̪e,হিকতা,hɪkt̪ɐ,শিখতে,ʃɪkʰt̪e,শিখতাম,ʃɪkʰt̪ɐm,শিকিত,ʃɪkɪt̪o
শিখাইছি,ɕikʰait͡ɕʰi,শিখাইছি,ʃɪkʰɐ͡ɪ̯cʰɪ,হিখাইছি,hɪkʰɐ͡ɪ̯cʰɪ,শিখাইসি,ʃɪkʰɐ͡ɪ̯sɪ,শিখাইছি,ʃɪxɐ͡ɪ̯cʰɪ,শিকাইয়ি,ʃɪkɐ͡ɪ̯ʲɪ
শিখেছিলাম,ɕikʰet͡ɕʰil̪am,শব্দ,ʃɔbd̪o,হিকছিলাম,hɪkcʰɪlɐm,শিখসিলাম,ʃɪkʰsɪlɐm,হিকছিলাম,hɪkcʰɪlɐm,শিক্কিলাম,ʃɪkkɪlɐm
শিম,ɕimɔ,উশ্যি,uʃʃɪ,উরি,uɾɪ,শিম,ʃɪm,শিম,ʃɪm,শিম,ʃɪm
শিমের,ɕimerɔ,উশ্যির,uʃʃɪɾ,উরি,uɾɪ,শিমের,ʃɪmeɾ,তরকারি,t̪ɔɾkɐɾɪ,ইবা,ɪbɐ
শিশু,ɕiɕu,গেদু,ged̪u,বাইচ্চা,bɐ͡ɪ̯ccɐ,আবু,ɐbu,হোলা,holɐ,ফুটফাতত,futfɐt̪ɔt̪o
শিশুকে,ɕiɕuke,গেদুরে,ged̪uɾe,শিশুকে,ʃɪʃuke,আবুরে,ɐbuɾe,বাইচ্চারে,hud̪ɐ,শিশুরে,ʃɪʃuɾe
শিশুটি,ɕiɕuti,গেদুডা,ged̪udɐ,শিশুটারে,ʃɪʃutɐɾe,আবুডা,ɐbudɐ,বাইচ্চাগা,bɐ͡ɪ̯ccɐgɐ,হোলত,holɔt̪o
শিশুটির,ɕiɕutirɔ,গেদুডার,ged̪udɐɾ,শিশুটার,ʃɪʃutɐɾ,আবুডার,ɐbudɐɾ,হোলাগার,holɐgɐɾ,শিশু,ʃɪʃu
শিশুদের,ɕiɕud̪erɔ,গেদুগো,ged̪ugo,তখন,t̪ɔkʰon,শিশুরার,ʃɪʃuɾɐɾ,ব্যাইচ্চাগোর,bɛ͡ɪ̯ccɐgoɾ,গুরা,guɾɐ
শিশুপার্ক,ɕiɕuparkɔ,শিশুপার্ক,ʃɪʃupɐɾko,শিশুপার্ক,ʃɪʃupɐɾko,শিশুপার্ক,ʃɪʃupɐɾko,শিশুপার্ক,ʃɪʃupɐɾko,শিশু,ʃɪʃu
শিশুরা,ɕiɕura,গেদুরা,ged̪uɾɐ,বাইচ্চাইন্তে,bɐ͡ɪ̯ccɐ͡ɪ̯nt̪e,শিশুরা,ʃɪʃuɾɐ,ব্যাইচ্চারা,bɛ͡ɪ̯ccɐɾɐ,গুরা,guɾɐ
শীত,ɕit̪ɔ,শীত,ʃɪt̪,শীত,ʃɪt̪,শীত,ʃɪt̪,শীত,ʃɪt̪,আত্তুন,ɐt̪t̪un
শীতও,ɕit̪o,শীত,ʃɪt̪,টান্ডাও,tɐndɐ͡o̯,শীতও,ʃɪt̪o,শীত,ʃɪt̪,শীতো,ʃɪt̪o
শীতকালটা,ɕit̪kal̪ɔta,শীতকালডা,ʃɪt̪kɐldɐ,টান্ডাকালটা,tɐndɐkɐltɐ,শীতকালডা,ʃɪt̪kɐldɐ,এ,e,শীতকাল,ʃɪt̪kɐl
শীতের,ɕit̪erɔ,শীতের,ʃɪt̪eɾ,শীতর,ʃɪt̪oɾ,শীতের,ʃɪt̪eɾ,শীতের,ʃɪt̪eɾ,শীতর,ʃɪt̪oɾ
শুক্র,ɕukrɔ,শুক্কুরবার,ʃukkuɾbɐɾ,শুক্র,ʃukɾo,শুক্র,ʃukɾo,শুক্কুরবার,ʃukkuɾbɐɾ,শুক্কুর,ʃukkuɾ
শুক্রবার,ɕukrɔbarɔ,শুক্কুরবার,be͡ɪ̯nnɐkɐle,শুক্রবার,ʃukɾobɐɾ,শুক্রবার,ʃukɾobɐɾ,শুক্কুরবার,ʃukkuɾbɐɾ,শুক্কুরবার,ʃukkuɾbɐɾ
শুক্রবারে,ɕukrɔbare,শুক্কুরবার,ʃukkuɾbɐɾ,শুক্রবার,ʃukɾobɐɾ,শুক্রবারে,ʃukɾobɐɾe,শুক্কুরবারে,ʃukkuɾbɐɾe,শুক্রবার,ʃukɾobɐɾ
শুধু,ɕud̪̤u,হুদা,hud̪ɐ,শুধু,ʃud̪ʱu,খালি,kʰɐlɪ,হুদা,hud̪ɐ,শুধু,ʃud̪ʱu
শুধুমাত্র,ɕud̪̤umat̪rɔ,খালি,kʰɐlɪ,খালি,kʰɐlɪ,শুধুমাত্র,ʃud̪ʱumɐt̪ɾo,এলা,elɐ,শুধুমাত্র,ʃud̪ʱumɐt̪ɾo
শুনছি,ɕun̪t͡ɕʰi,হুনছি,huncʰɪ,তাই,t̪ɐ͡ɪ̯,হুনসি,hunʃɪ,হুইনছি,hu͡ɪ̯ncʰɪ,দিয়ি,d̪ɪʲɪ
শুনতে,ɕun̪t̪e,হোনতে,hont̪e,ভালা,bʱɐlɐ,হুনতে,hunt̪e,হুইন্তাম,hu͡ɪ̯nt̪ɐm,ফুনিত,funɪt̪o
শুনলে,ɕun̪l̪e,হুনলে,hunle,হুনলে,hunle,হুনলে,hunle,বুকআন,bukɐn,গান,gɐn
শুনলেই,ɕun̪l̪ei,হুনলেই,hunle͡ɪ̯,গুতা,gut̪ɐ,হুনলেই,hunle͡ɪ̯,আন,ɐn,ফুনিলেই,funɪle͡ɪ̯
শুনাতে,ɕun̪at̪e,হুনাইবেন?,hunɐ͡ɪ̯ben?,পারবানি?,pɐɾbɐnɪ?,হুনাইতে,hunɐ͡ɪ̯t̪e,হাইরবেন,hɐ͡ɪ̯ɾben,ফুনাইত্তারিবান?,funɐ͡ɪ̯t̪t̪ɐɾɪbɐn?
শুনাবা?,ɕun̪aba?,হুনাবা?,hunɐbɐ?,হুনাইবায়,hunɐ͡ɪ̯bɐe̯,হুনাইবা?,hunɐ͡ɪ̯bɐ?,হুনাইবা,hunɐ͡ɪ̯bɐ,ফুনাইবা?,funɐ͡ɪ̯bɐ?
শুনি,ɕun̪i,হুনি,hunɪ,হুনি,hunɪ,হুনি,hunɪ,হুনি,hunɪ,হুনি,hunɪ
শুনিছি,ɕun̪it͡ɕʰi,হুনছি,huncʰɪ,হুনছি,huncʰɪ,হুনছি,huncʰɪ,যে,ɟe,ফুইন্নি,fu͡ɪ̯nnɪ
শুনে,ɕun̪e,হুইন্না,hu͡ɪ̯nnɐ,আমরা,ɐmɾɐ,চোহে,cohe,হুনি,hunɪ,ফুনিয়েরে,pʰunɪʲeɾe
শুনেছি,ɕun̪et͡ɕʰi,হুনছি,huncʰɪ,হুনছি,huncʰɪ,হুনছি,huncʰɪ,হুনিয়ের,hunɪʲeɾ,ফুইন্নি,fu͡ɪ̯nnɪ
