bangla_speech,regional,regional_ipa,bangla_speech_ipa
আমার বড় ভাই একজন বদমেজাজি লোক, ময়মনসিংহঃ আমার বড় ভাই একজন বদমেজাজি লোক,menʃɪn ɐmɐɾ bɔɽo bʱɐ͡ɪ̯ ɛkɟon bɔd̪meɟɐɟɪ lok,amarɔ bɔɽɔ b̤ai ekɔd͡ʑɔn̪ɔ bɔd̪ɔmed͡ʑad͡ʑi l̪ok
যেই মেয়ে বেশী কথা তাকে আমার পছন্দ না, ময়মনসিংহঃ যেই মেয়ে বেশী কথা কয় তারে আমার পসন্দ না,mɔʃensɪn ɟe͡ɪ̯ meʲe beʃɪ kɔt̪ʰɐ kɔe̯ t̪ɐɾe ɐmɐɾ pɔʃond̪o nɐ,d͡zei mee̯e beɕi kɔt̪ʰa t̪ake amarɔ pɔt͡ɕʰɔn̪d̪ɔ n̪a
ছেলেটি অনেক বেশী কথা বলো, ময়মনসিংহঃ ছেড়াডা অনেক বেশী কথা কয়,mɔʲenʃɪn cʰeɽɐdɐ ɔnek beʃɪ kɔt̪ʰɐ kɔe̯,t͡ɕʰel̪eti on̪ekɔ beɕi kɔt̪ʰa bɔl̪o
আপনি আজ সকালে চা খান নাই, ময়মনসিংহঃ আফনে আইজ সহালে চা খান নাই,menʃɪn ɐcʰone ɐ͡ɪ̯ɟ ʃɔhɐle cɐ kʰɐn nɐ͡ɪ̯,apn̪i ad͡ʑɔ s̪ɔkal̪e t͡ɕa kʰan̪ɔ n̪ai
আজ সকালে আমি এবং আমার বন্ধুরা ফুটবল খেলতে মাঠে গিয়েছি, ময়মনসিংহঃ আইজ সহালে আমি আর আমার বন্ধুরা ফুটবল খেলতে মাঠে গেসি,mɪmɪng ɐ͡ɪ̯ɟ ʃɔhɐle ɐmɪ ɐɾ ɐmɐɾ bond̪ʱuɾɐ pʰutbɔl kʰelt̪e mɐtʰe gesɪ,ad͡ʑɔ s̪ɔkal̪e ami ebɔŋ amarɔ bɔn̪d̪̤ura ɸutɔbɔl̪ɔ kʰel̪t̪e matʰe ɡie̯et͡ɕʰi
আমি আমার আম্মুর সব কথা খুবই মনোযোগ দিয়ে শুনি, ময়মনসিংহঃ আমি আমার আম্মার বেগ কথা খুবই মনোযোগ দিয়া হুনি,mɔʲenosho ɐmɪ ɐmɐɾ ɐmmɐɾ beg kɔt̪ʰɐ kʰubɪ monoɟog d̪ɪʲɐ hunɪ,ami amarɔ ammurɔ s̪ɔbɔ kɔt̪ʰa kʰubi mɔn̪od͡zoɡɔ d̪ie̯e ɕun̪i
আমার বান্ধুবির একটি ছোট বিড়াল আছে, ময়মনসিংহঃ আমার বান্ধুবির একটা ছোট বিড়াল আসে,menʃɪn ɐmɐɾ bɐnd̪ʱubɪɾ ɛktɐ cʰoto bɪɽɐl ɐʃe,amarɔ ban̪d̪̤ubirɔ ekti t͡ɕʰotɔ biɽal̪ɔ at͡ɕʰe
লোকটি তার বউয়ের গায়ে হাত তুলে, ময়মনসিংহঃ লোকটা হের বউয়ের গায়ে হাত তুলে,menʃɪnho loktɐ heɾ bo͡u̯ʲeɾ gɐʲe hɐt̪ t̪ule,l̪okti t̪arɔ bue̯erɔ ɡae̯e hat̪ɔ t̪ul̪e
তোমার কি লোক দেখানো শেষ?, ময়মনসিংহঃ তোমার কিতা লোক দেহানো শেষ?,mɔʲensɪng t̪omɐɾ kɪt̪ɐ lok d̪ehɐno ʃeʃ?,t̪omarɔ ki l̪okɔ d̪ekʰan̪o ɕeʂɔ?
আমার বউ আমাকে কোনদিনও খোঁচা মেরে কথা বলেনি, ময়মনসিংহঃ আমার বউ আমারে কোনদিনও খোঁচা মাইরা কথা কয় নাই,mɪmɪng ɐmɐɾ bɔ͡u̯ ɐmɐɾe kond̪ɪno kʰõcɐ mɐ͡ɪ̯ɾɐ kɔt̪ʰɐ kɔe̯ nɐ͡ɪ̯,amarɔ bu amake kon̪d̪in̪o kʰoঁt͡ɕa mere kɔt̪ʰa bɔl̪en̪i
তুমি একজন ভালো মেয়ে মানুষ, ময়মনসিংহঃ তুমি একজন ভালা মাইয়া মানুষ,menʃɪn t̪umɪ ɛkɟon bʱɐlɐ mɐ͡ɪ̯ʲɐ mɐnuʃ,t̪umi ekɔd͡ʑɔn̪ɔ b̤al̪o mee̯e man̪uʂ
তোমাকে জোর করে বিয়ে দেয়া হয়েছিল, ময়মনসিংহঃ তোমারে জোর কইরা বিয়া দেয়া হইসিল,mɔʲensɪn t̪omɐɾe ɟoɾ ko͡ɪ̯ɾɐ bɪʲɐ d̪eʲɐ ho͡ɪ̯sɪl,t̪omake d͡ʑorɔ kɔre bie̯e d̪ee̯a he̯et͡ɕʰil̪
তিনি দুইবেলা ভাত খেতে পারেন না, ময়মনসিংহঃ হেয় দুইবেলা ভাত খাইতে পারে না,mɔʲensɪg hee̯ d̪u͡ɪ̯belɐ bʱɐt̪ kʰɐ͡ɪ̯t̪e pɐɾe nɐ,t̪in̪i d̪uibel̪a b̤at̪ɔ kʰet̪e paren̪ɔ n̪a
তোমার পাশে থাকলে আমি কল্পনার চেয়েও বেশি সুখী থাকি, ময়মনসিংহঃ তোমার পাশে থাকলে আমি কল্পনার চেয়েও বেশি সুখী থাহি,mɔʲensɪng t̪omɐɾ pɐʃe t̪ʰɐkle ɐmɪ kɔlponɐɾ ceʲe͡o̯ beʃɪ ʃukʰɪ t̪ʰɐhɪ,t̪omarɔ paɕe t̪ʰakl̪e ami kɔl̪pɔn̪arɔ t͡ɕee̯eo beɕi s̪ukʰi t̪ʰaki
আম্মু আজকে খাবারে লবণ কম দিয়েছে, ময়মনসিংহঃ আম্মা আইজ খাওনে লবণ কম দিসে,mɔʲenʃɔn ɐmmɐ ɐ͡ɪ̯ɟ kʰɐ͡o̯ne lɔbon kɔm d̪ɪʃe,ammu ad͡ʑke kʰabare l̪ɔbɔnɔ kɔmɔ d̪ie̯et͡ɕʰe
আমার আম্মু সব সময় বেশ হাসি খুশি থাকে, ময়মনসিংহঃ আমার আম্মা বেগ সময় বেশ হাসি খুশি থাহে,mɔʲenʃɔn ɐmɐɾ ɐmmɐ beg ʃɔmɔe̯ beʃ hɐʃɪ kʰuʃɪ t̪ʰɐhe,amarɔ ammu s̪ɔbɔ s̪ɔme̯ɔ beɕɔ has̪i kʰuɕi t̪ʰake
তোমার জন্য এত কিছু করেও কোন লাভ হলো না, ময়মনসিংহঃ তোমার লাইজ্ঞা এত কিসু কইরাও কোন লাভ হইল না,menʃɪn t̪omɐɾ lɐ͡ɪ̯ggɐ ɛt̪o kɪʃu ko͡ɪ̯ɾɐ͡o̯ kon lɐbʱ ho͡ɪ̯l nɐ,t̪omarɔ d͡ʑɔn̪d͡zɔ et̪ɔ kit͡ɕʰu kɔreo kon̪ɔ l̪ab̤ɔ hɔl̪o n̪a
আপনি আমাকে আর কত অবাক করবেন, ময়মনসিংহঃ আফনে আমারে আর কত অবাক করবেন,menʃɪn ɐcʰone ɐmɐɾe ɐɾ kɔt̪o ɔbɐk koɾben,apn̪i amake arɔ kɔt̪ɔ obakɔ kɔrɔben̪
আপনি একটু কম চাপাবাজি করেন, ময়মনসিংহঃ আফনে একটু কম চাপাবাজি করেন,mɔnoʃɪn ɐcʰone ektu kɔm cɐpɐbɐɟɪ kɔɾen,apn̪i ektu kɔmɔ t͡ɕapabad͡ʑi kɔren̪
আজকে আমার ছোট বোন রান্না করেছে, ময়মনসিংহঃ আইজকে আমার ছোট বইন রান্না করসে,mɔʃensɪn ɐ͡ɪ̯ɟke ɐmɐɾ cʰoto bo͡ɪ̯n ɾɐnnɐ koɾʃe,ad͡ʑke amarɔ t͡ɕʰotɔ bon̪ɔ ran̪n̪a kɔret͡ɕʰe
খাবারে লবণ একটু বেশী হয়ে গেসে, ময়মনসিংহঃ খাওনে লবণ একটু বেশী হয়া গেসে,mɔʲenʃɪn kʰɐ͡o̯ne lɔbon ektu beʃɪ hɔʲɐ gese,kʰabare l̪ɔbɔnɔ ektu beɕi he̯e ɡes̪e
খাবারে লবণ কম হলে আরো ভালো লাগতো, ময়মনসিংহঃ খাবারে লবণ কম হইলে আরো ভালা লাগতো,mɔʃensɪn kʰɐbɐɾe lɔbon kɔm ho͡ɪ̯le ɐɾo bʱɐlɐ lɐgt̪o,kʰabare l̪ɔbɔnɔ kɔmɔ hɔl̪e aro b̤al̪o l̪aɡt̪o
আজকে আমি বাহিরে যাবোই, ময়মনসিংহঃ আইজকে আমি বাইরে যায়ামই,mɔʲensɪn ɐ͡ɪ̯ɟke ɐmɪ bɐ͡ɪ̯ɾe ɟɐʲɐmɪ,ad͡ʑke ami bahire d͡zaboi
আপনি একা একা বাহিরে ঘুরতে যান, ময়মনসিংহঃ আফনে একলা একলা বাইরে ঘুরতে যান,menʃɪn ɐcʰone ɛklɐ ɛklɐ bɐ͡ɪ̯ɾe gʱuɾt̪e ɟɐn,apn̪i eka eka bahire ̤ɡ̤urt̪e d͡zan̪
আমি খুব জোস মেকআপ করি, ময়মনসিংহঃ আমি মেলা ভালা মেকআপ করি,menʃɪn ɐmɪ mɛlɐ bʱɐlɐ mekɐp koɾɪ,ami kʰubɔ d͡ʑos̪ɔ mekapɔ kɔri
তুমি একদমই না বুঝে বেশী কথা বলো, ময়মনসিংহঃ তুমি এক্কেরেই না বুইজ্ঝা বেশী কথা কও,mɔʃensɪn t̪umɪ ɛkkeɾe͡ɪ̯ nɐ bu͡ɪ̯ɟɟʱɐ beʃɪ kɔt̪ʰɐ kɔ͡o̯,t̪umi ekɔd̪ɔmi n̪a bud͡ʑ̤e beɕi kɔt̪ʰa bɔl̪o
"আপনাকে কিছু বলা লাগে না , আপনি এমনিতেই আমার মনের কথা বুঝে যান"," ময়মনসিংহঃ আফনেরে কিসু কওন লাগে না , আফনে এমনিতেই আমার মনের কথা বুইজ্ঝা যান","mɔʲensɪn ɐpʰoneɾe kɪʃu kɔ͡o̯n lɐge nɐ, ɐcʰone emnɪt̪e͡ɪ̯ ɐmɐɾ moneɾ kɔt̪ʰɐ bu͡ɪ̯ɟɟʱɐ ɟɐn","apn̪ake kit͡ɕʰu bɔl̪a l̪aɡe n̪a , apn̪i emn̪it̪ei amarɔ mɔn̪erɔ kɔt̪ʰa bud͡ʑ̤e d͡zan̪"
তোমার চোখ থাকে অন্য মেয়েদের দিকে, ময়মনসিংহঃ তোমার চোখ থাহে অন্য মাইয়ারার দিকে,mɔʲensɪng t̪omɐɾ cokʰ t̪ʰɐhe ɔnno mɐ͡ɪ̯ʲɐɾɐɾ d̪ɪke,t̪omarɔ t͡ɕokʰɔ t̪ʰake on̪d͡zɔ mee̯ed̪erɔ d̪ike
তোমার বিবাহিত জীবন সুখের হোক, ময়মনসিংহঃ তোমার বিয়ার জীবন সুখের হোক,mɔʲensɪn t̪omɐɾ bɪʲɐɾ ɟɪbɔn ʃukʰeɾ hok,t̪omarɔ bibahit̪ɔ d͡ʑibɔn̪ɔ s̪ukʰerɔ hok
আমাদের বাসার দারওয়ান রাতে মদ খায়, ময়মনসিংহঃ আমরার বাসার দারওয়ান রাইতে মদ খায়,mɔnoʃɔg ɐmɾɐɾ bɐʃɐɾ d̪ɐɾoʷɐn ɾɐ͡ɪ̯t̪e mɔd̪ kʰɐe̯,amad̪erɔ bas̪arɔ d̪aroe̯an̪ɔ rat̪e mɔd̪ɔ kʰae̯
আমার স্বামী রাতে বন্ধুদের সাথে আড্ডা দেয়, ময়মনসিংহঃ আমার জামাই রাইতে বন্ধুরার লগে আড্ডা দেয়,mɪmɪnʃ ɐmɐɾ ɟɐmɐ͡ɪ̯ ɾɐ͡ɪ̯t̪e bond̪ʱuɾɐɾ lɔge ɐddɐ d̪ee̯,amarɔ s̪bami rat̪e bɔn̪d̪̤ud̪erɔ s̪at̪ʰe adda d̪ee̯
আমি আর আমার আব্বু বিয়ে বাড়িতে যাচ্ছি, ময়মনসিংহঃ আমি আর আমার আব্বা বিয়া বাড়িতে যাইতাসি,mɔʲensɪn ɐmɪ ɐɾ ɐmɐɾ ɐbbɐ bɪʲɐ bɐɽɪt̪e ɟɐ͡ɪ̯t̪ɐʃɪ,ami arɔ amarɔ abbu bie̯e baɽit̪e d͡zat͡ɕt͡ɕʰi
তুমি আমার কাছে ধরা পড়ার পরেও পরকীয়া করার কথা স্বীকার করছ না, ময়মনসিংহঃ তুমি আমার কাসে ধরা পড়নের পরেও পরকীয়া করনের কথা স্বীকার করতাসো না,menʃɪn t̪umɪ ɐmɐɾ kɐʃe d̪ʱɔɾɐ pɔɽoneɾ pɔɾe͡o̯ pɔɾkɪʲɐ kɔɾoneɾ kɔt̪ʰɐ ʃɪkɐɾ koɾt̪ɐʃo n,t̪umi amarɔ kat͡ɕʰe d̪̤ɔra pɔɽarɔ pɔreo pɔrɔkie̯a kɔrarɔ kɔt̪ʰa s̪bikarɔ kɔrɔt͡ɕʰɔ n̪a
একটা বিবাহিত মহিলা রাস্তা দিয়ে হেতে যাচ্ছে, ময়মনসিংহঃ একটা বিবাহিত মহিলা রাস্তা দিয়া হাইটা যাইতাসে,menʃɪn ɛktɐ bɪbɐhɪt̪o mohɪlɐ ɾɐst̪ɐ d̪ɪʲɐ hɐ͡ɪ̯tɐ ɟɐ͡ɪ̯t̪ɐʃe,ekta bibahit̪ɔ mɔhil̪a ras̪t̪a d̪ie̯e het̪e d͡zat͡ɕt͡ɕʰe
আমার আম্মু আমার পড়াশোনার খরচ দিতে চায় না, ময়মনসিংহঃ আমার আম্মা আমার পড়াশুনার খরচ দিতে চায় না,mɪnʃɔn ɐmɐɾ ɐmmɐ ɐmɐɾ pɔɽɐʃunɐɾ kʰɔɾoc d̪ɪt̪e cɐe̯ nɐ,amarɔ ammu amarɔ pɔɽaɕon̪arɔ kʰɔrɔt͡ɕɔ d̪it̪e t͡ɕae̯ɔ n̪a
আমার মা অনেক কষ্ট করে আমাদের বড় করেছেন, ময়মনসিংহঃ আমার মা অনেক কষ্ট কইরা আমরারে বড় করসে,mɔʃɪnho ɐmɐɾ mɐ ɔnek koʃto ko͡ɪ̯ɾɐ ɐmɾɐɾe bɔɽo koɾʃe,amarɔ ma on̪ekɔ kɔʂtɔ kɔre amad̪erɔ bɔɽɔ kɔret͡ɕʰen̪
তোমার ছোট ভাই আগে নেশায় আসক্ত ছিল, ময়মনসিংহঃ তোমার ছোট ভাই আগে নেশায় আসক্ত আসিল,mɔʲenʃɪn t̪omɐɾ cʰoto bʱɐ͡ɪ̯ ɐge neʃɐe̯ ɐʃkt̪o ɐʃɪl,t̪omarɔ t͡ɕʰotɔ b̤ai aɡe n̪eɕae̯ɔ as̪ɔkt̪ɔ t͡ɕʰil̪
ছেলেটি সারাদিন বাহিরে বাহিরে থাকে, ময়মনসিংহঃ ছেড়াডা সারাদিন বাইরে বাইরে থাহে,mɔʲenosh cʰeɽɐdɐ ʃɐɾɐd̪ɪn bɐ͡ɪ̯ɾe bɐ͡ɪ̯ɾe t̪ʰɐhe,t͡ɕʰel̪eti s̪arad̪in̪ɔ bahire bahire t̪ʰake
আমার ফুফু চাচারাও আমাকে অনেক ভালবাসে, ময়মনসিংহঃ আমার ফুফু চাচারাও আমারে মেলা ভালবাসে,mɔnoʃɔn ɐmɐɾ pʰupʰu cɐcɐɾɐ͡o̯ ɐmɐɾe mɛlɐ bʱɐlbɐʃe,amarɔ ɸuɸu t͡ɕat͡ɕarao amake on̪ekɔ b̤al̪bas̪e
আমার আম্মু আগের তুলনায় এখন অনেক ভালো আছেন, ময়মনসিংহঃ আমার আম্মা আগের তুলনায় এহন অনেক ভালা আসে, mɔʲensɪn ɐmɐɾ ɐmmɐ ɐgeɾ t̪ulnɐe̯ ehon ɔnek bʱɐlɐ ɐʃe,amarɔ ammu aɡerɔ t̪ul̪n̪ae̯ɔ ekʰɔn̪ɔ on̪ekɔ b̤al̪o at͡ɕʰen̪
আমি আর আমার ছোট বোন আজকে খালামুনির বাসায় ঘুরতে যাবো, ময়মনসিংহঃ আমি আর আমার ছোট বইন আইজ খালাম্মার বাসায় ঘুরতে যাইব,mɔʲensɪnho ɐmɪ ɐɾ ɐmɐɾ cʰoto bo͡ɪ̯n ɐ͡ɪ̯ɟ kʰɐlɐmmɐɾ bɐʃɐe̯ gʱuɾt̪e ɟɐ͡ɪ̯bo,ami arɔ amarɔ t͡ɕʰotɔ bon̪ɔ ad͡ʑke kʰal̪amun̪irɔ bas̪ae̯ɔ ̤ɡ̤urt̪e d͡zabo
আমার বড় বোন এতো সকালে ঘুম থেকে উঠতে পারে না, ময়মনসিংহঃ আমার বড় বইন এতো সহালে ঘুম থাইক্কা উঠতে ফারে না,mɔʲenʃɔn ɐmɐɾ bɔɽo bo͡ɪ̯n et̪o ʃɔhɐle gʱum t̪ʰɐ͡ɪ̯kkɐ utʰt̪e pʰɐɾe nɐ,amarɔ bɔɽɔ bon̪ɔ et̪o s̪ɔkal̪e ̤ɡ̤umɔ t̪ʰeke utʰt̪e pare n̪a
আমার বড় বোন প্রচন্ড অলস একটা কাজ সময়মতো করতে পারে না, ময়মনসিংহঃ আমার বড় বইন প্রচন্ড অলস একটা কাম সময়মতো করতে ফারে না,menʃɪnho ɐmɐɾ bɔɽo bo͡ɪ̯n pɾocɔnd ɔlɔʃo ɛktɐ kɐm ʃɔmɔʲmɔt̪o koɾt̪e pʰɐɾe nɐ,amarɔ bɔɽɔ bon̪ɔ prɔt͡ɕɔn̪dɔ ol̪ɔs̪ɔ ekta kad͡ʑɔ s̪ɔme̯ɔmɔt̪o kɔrɔt̪e pare n̪a
আপনার সাথে আমার একটা জরুরি কথা আছে, ময়মনসিংহঃ আফনের লগে আমার একটা জরুরি কথা আসে,menʃɪnho ɐpʰoneɾ lɔge ɐmɐɾ ɛktɐ ɟoɾuɾɪ kɔt̪ʰɐ ɐʃe,apn̪arɔ s̪at̪ʰe amarɔ ekta d͡ʑɔruri kɔt̪ʰa at͡ɕʰe
সকালে তাড়াতাড়ি উঠে বাহিরে একটু হেঁটে আসা খুব উপকারী, ময়মনসিংহঃ সহালে তাড়াতাড়ি উইত্থা বাইরে একটু হাইটটা আসা মেলা উপকারী,mɪnʃɔn ʃɔhɐle t̪ɐɽɐt̪ɐɽɪ u͡ɪ̯t̪t̪ʰɐ bɐ͡ɪ̯ɾe ektu hɐ͡ɪ̯ttɐ ɐʃɐ mɛlɐ upokɐɾɪ,s̪ɔkal̪e t̪aɽat̪aɽi utʰe bahire ektu heঁte as̪a kʰubɔ upkari
তুমি কি আমটি খেয়েছিলে ?, ময়মনসিংহঃ তুমি কিতা আমডা খাইসলা ?,mɔʲenʃɔn t̪umɪ kɪt̪ɐ ɐmdɐ kʰɐ͡ɪ̯slɐ?,t̪umi ki amti kʰee̯et͡ɕʰil̪e ?
বাগানের মধ্যে গিয়ে আমার ছোট ভাই দৌড়াল, ময়মনসিংহঃ বাগানের মধ্যে গিয়া আমার ছোট ভাই দৌড়াইল,menʃɪnh bɐgɐneɾ mod̪d̪ʱe gɪʲɐ ɐmɐɾ cʰoto bʱɐ͡ɪ̯ d̪o͡u̯ɽɐ͡ɪ̯l,baɡan̪erɔ mɔd̪̤d͡ze ɡie̯e amarɔ t͡ɕʰotɔ b̤ai d̪owɽal̪
আপনি ফুটবল খেলায় হেরে গেলেন, ময়মনসিংহঃ আফনে ফুটবল খেলায় হাইরা গেলেন,mɔʲenʃɔn ɐcʰone pʰutbɔl kʰelɐe̯ hɐ͡ɪ̯ɾɐ gelen,apn̪i ɸutɔbɔl̪ɔ kʰel̪ae̯ɔ here ɡel̪en̪
তুমি ক্রিকেট খেলায় জিতলে, ময়মনসিংহঃ তুমি ক্রিকেট খেলায় জিতলা,menʃɪn t̪umɪ kɾɪket kʰelɐe̯ ɟɪt̪ɔlɐ,t̪umi kriketɔ kʰel̪ae̯ɔ d͡ʑit̪l̪e
তুই এখান থেকে যা, ময়মনসিংহঃ তুই এইহান থাইক্কা যা,mɔʲensɪn t̪u͡ɪ̯ e͡ɪ̯hɐn t̪ʰɐ͡ɪ̯kkɐ ɟɐ,t̪ui ekʰan̪ɔ t̪ʰeke d͡za
আপনি আমাকে দয়া করে বিশ্বাস করেন, ময়মনসিংহঃ আফনে আমারে দয়া কইরা বিশ্বাস করেন,menʃɪn ɐcʰone ɐmɐɾe d̪ɔʲɐ ko͡ɪ̯ɾɐ bɪʃʃɐʃ kɔɾen,apn̪i amake d̪e̯a kɔre biɕbas̪ɔ kɔren̪
ছোট শিশুটি অসুস্থ হয়ে পরেছে, ময়মনসিংহঃ ছোট আবুডা অসুস্থ হয়ে পরসে,mɔʃensɪng cʰoto ɐbudɐ ɔʃust̪ʰo hoʲe pɔɾʃe,t͡ɕʰotɔ ɕiɕuti os̪us̪t̪ʰɔ he̯e pɔret͡ɕʰe
তুমি কি আমার জন্য অপেক্ষা করতে পারবে ?, ময়মনসিংহঃ তুমি কিতা আমার লাইজ্ঞা অপেক্ষা করতে পারবা ?, mɔʲenos t̪umɪ kɪt̪ɐ ɐmɐɾ lɐ͡ɪ̯ggɐ ɔpekkʰɐ koɾt̪e pɐɾbɐ?,t̪umi ki amarɔ d͡ʑɔn̪d͡zɔ opekʂa kɔrɔt̪e parbe ?
তুমি আমার কাছে ক্ষমা চাও, ময়মনসিংহঃ তুমি আমার কাসে মাফ চাও,mɔʲensɪn t̪umɪ ɐmɐɾ kɐʃe mɐpʰ cɐ͡o̯,t̪umi amarɔ kat͡ɕʰe kʂɔma t͡ɕao
আমি বিকালে একটু ঘুমিয়ে নিলাম, ময়মনসিংহঃ আমি বিহালে একটু ঘুমায়া নিলাম,mɔʲensɪn ɐmɪ bɪhɐle ektu gʱumɐʲɐ nɪlɐm,ami bikal̪e ektu ̤ɡ̤umie̯e n̪il̪am
আমার আব্বু বড় ভাইয়ের উপর রেগে গেছিলেন, ময়মনসিংহঃ আমার আব্বা বড় ভাইয়ের উপর রাইজ্ঞা গেসিল,mɔʲenʃɔn ɐmɐɾ ɐbbɐ bɔɽo vɐ͡ɪ̯ʲeɾ upoɾ ɾɐ͡ɪ̯ggɐ gesɪlo,amarɔ abbu bɔɽɔ b̤aie̯erɔ upɔrɔ reɡe ɡet͡ɕʰil̪en̪
তোমার কথা শুনে আমি খুব অবাক হয়ে গেছিলাম, ময়মনসিংহঃ তোমার কথা হুইন্না আমি মেলা অবাক হয়া গেসিলাম,mɔʲensɪn t̪omɐɾ kɔt̪ʰɐ hu͡ɪ̯nnɐ ɐmɪ mɛlɐ ɔbɐk hɔʲɐ gesɪlɐm,t̪omarɔ kɔt̪ʰa ɕun̪e ami kʰubɔ obakɔ he̯e ɡet͡ɕʰil̪am
তোমার কি মাথা ব্যাথা করছে ?, ময়মনসিংহঃ তোমার কিতা মাথা ব্যাথা করতাসে ?,mɔʲenose t̪omɐɾ kɪt̪ɐ mɐt̪ʰɐ bɛt̪ʰɐ koɾt̪ɐʃe?,t̪omarɔ ki mat̪ʰa bd͡zat̪ʰa kɔrɔt͡ɕʰe ?
আমার হাত খরচের টাকা আমার আব্বু দেয়, ময়মনসিংহঃ আমার হাত খরচের টাকা আমার আব্বা দেয়,mɔʲɪnsɪg ɐmɐɾ hɐt̪ kʰɔɾoceɾ tɐkɐ ɐmɐɾ ɐbbɐ d̪ee̯,amarɔ hat̪ɔ kʰɔrɔt͡ɕerɔ taka amarɔ abbu d̪ee̯
আমার বোন ইদানীং অনেক খারাপ আচরন করে, ময়মনসিংহঃ আমার বইন ইদানীং মেলা খারাপ আচরন করে,mɔʲenosh ɐmɐɾ bo͡ɪ̯n ɪd̪ɐnɪŋ mɛlɐ kʰɐɾɐp ɐcɾɔn koɾe,amarɔ bon̪ɔ id̪an̪iŋ on̪ekɔ kʰarapɔ at͡ɕɔrɔn̪ɔ kɔre
আমি যেই ছেলেকে পছন্দ করি সে আমার পরিবারের কাউকে সম্মান করেনা, ময়মনসিংহঃ আমি যেই ছেড়ারে পসন্দ করি হেয় আমার পরিবারের কাউরে সম্মান করেনা,mɔʲensɪn ɐmɪ ɟe͡ɪ̯ cʰeɽɐɾe pɔʃond̪o koɾɪ hee̯ ɐmɐɾ poɾɪbɐɾeɾ kɐ͡u̯ɾe ʃɔmmɐn kɔɾenɐ,ami d͡zei t͡ɕʰel̪eke pɔt͡ɕʰɔn̪d̪ɔ kɔri s̪e amarɔ pɔribarerɔ kauke s̪ɔmman̪ɔ kɔren̪a
মেয়েটি তাকে বিয়ে করবে না বলে দিয়েছে , ময়মনসিংহঃ মাইয়াডা তারে বিয়া করব না কয়া দিসে ,menʃɪn mɐ͡ɪ̯ʲɐdɐ t̪ɐɾe bɪʲɐ koɾbo nɐ kɔʲɐ d̪ɪʃe ,mee̯eti t̪ake bie̯e kɔrɔbe n̪a bɔl̪e d̪ie̯et͡ɕʰe 
বাড়ি থেকে বিয়ের জন্য আমার জন্য মেয়ে দেখা শুরু করলো, ময়মনসিংহঃ বাড়ি থাইক্কা বিয়ার লাইজ্ঞা আমার লাইজ্ঞা মাইয়া দেহা শুরু করলো, menʃɪng bɐɽɪ t̪ʰɐ͡ɪ̯kkɐ bɪʲɐɾ lɐ͡ɪ̯ggɐ ɐmɐɾ lɐ͡ɪ̯ggɐ mɐ͡ɪ̯ʲɐ d̪ehɐ ʃuɾu koɾlo,baɽi t̪ʰeke bie̯erɔ d͡ʑɔn̪d͡zɔ amarɔ d͡ʑɔn̪d͡zɔ mee̯e d̪ekʰa ɕuru kɔrɔl̪o
আমার বিয়ে তোমার ছোট বোনের সাথে ঠিক হয়েছে, ময়মনসিংহঃ আমার বিয়ে তোমার ছোট বইনের লগে ঠিক হইসে,menʃɪn ɐmɐɾ bɪʲe t̪omɐɾ cʰoto bo͡ɪ̯neɾ lɔge tʰɪk ho͡ɪ̯ʃe,amarɔ bie̯e t̪omarɔ t͡ɕʰotɔ bon̪erɔ s̪at̪ʰe tʰikɔ he̯et͡ɕʰe
ছেলেটি আরও দুই বছর পরে বিয়ে করতে চায় , ময়মনসিংহঃ ছেড়াডা আরও দুই বসর পরে বিয়া করতে চায় , menʃɪnh cʰeɽɐdɐ ɐɾɔ͡o̯ d̪u͡ɪ̯ bɔʃoɾ pɔɾe bɪʲɐ koɾt̪e cɐe̯ ,t͡ɕʰel̪eti aro d̪ui bɔt͡ɕʰɔrɔ pɔre bie̯e kɔrɔt̪e t͡ɕae̯ɔ 
বাবা আমাদের সমস্ত সম্পত্তি বিক্রি করে আমাদের নিয়ে গ্রামের বাড়িতে চলে আসছে, ময়মনসিংহঃ আব্বা আমরার বেগ সম্পত্তি বেইচ্চা আমারারে নিয়া গ্রামের বাড়িত চইলা আইসে,mɔʲenogho ɐbbɐ ɐmɾɐɾ beg ʃɔmpot̪t̪ɪ be͡ɪ̯ccɐ ɐmɐɾɐɾe nɪʲɐ gɾɐmeɾ bɐɽɪt̪o cɔ͡ɪ̯lɐ ɐ͡ɪ̯,baba amad̪erɔ s̪ɔmɔs̪t̪ɔ s̪ɔmpɔt̪t̪i bikri kɔre amad̪erɔ n̪ie̯e ɡɔramerɔ baɽit̪e t͡ɕɔl̪e as̪t͡ɕʰe
আমি সবাইকে বুঝিয়ে বুঝিয়ে ক্লান্ত যে আমার আম্মু এরকম কিছু করে নাই, ময়মনসিংহঃ আমি বেহেইরে বুঝায়া বুঝায়া ক্লান্ত যে আমার আম্মা এরকম কিসু করে নাই,mɔʃɪnho ɐmɪ behe͡ɪ̯ɾe buɟʱɐʲɐ buɟʱɐʲɐ klɐnt̪o ɟe ɐmɐɾ ɐmmɐ eɾokom kɪʃu koɾe nɐ͡ɪ̯,ami s̪ɔbaike bud͡ʑ̤ie̯e bud͡ʑ̤ie̯e kl̪an̪t̪ɔ d͡ze amarɔ ammu erɔkɔmɔ kit͡ɕʰu kɔre n̪ai
