bangla_speech_word,bangla_speech_ipa,barishal_word,barishal_ipa,sylhet_word,sylhet_ipa,mymensingh_word,mymensingh_ipa,noakhali_word,noakhali_ipa,chittagong_word,chittagong_ipa,english_translation,PIE_root,PIE_gloss
আসো,as̪o,আও,ɐ͡o̯,আও,ɐ͡o̯,আহো,ɐho,আয়,ɐe̯,আইয়্য,ɐ͡ɪ̯ʲt̪o,Come,gu̯ā-,come
আহত,ahɔt̪ɔ,আহত,ɐht̪o,আহত,ɐht̪o,আহত,ɐht̪o,আহত,ɐht̪o,আহত,ɐht̪o,Injured,1. op-,inure
আহমেদ,ahɔmed̪,হুমায়ুন,humɐʲun,হুমায়ুন,humɐʲun,আহমেদ,ɐhomed̪,আহমেদ,ɐhomed̪,আহমেদ,ɐhomed̪,Eminent,1. men-,eminent
আহা!,aha!,আহারে,ɐhɐɾe,এহে,ehe,আহা!,ɐhɐ!,আহারে!,ɐhɐɾe!,আহা,ɐhɐ,Oh!,2. ō,oh
আহারে,ahare,আহারে,ɐhɐɾe,ইশ,ɪʃ,আহারে,ɐhɐɾe,আহাইরে,ɐhɐ͡ɪ̯ɾe,আহারে,ɐhɐɾe,Food,pā-,food
আড়াল,aɽal̪ɔ,বায়ড়ায়,bɐʲɽɐe̯,ওর,oɾ,আড়াল,ɐɽɐl,আড়াল,ɐɽɐl,আরাল,ɔ͡ɪ̯,Hiding,trei-,riding
ইংল্যান্ড,iŋl̪d͡zan̪dɔ,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ড,ɪŋlɛnd,ইংল্যান্ডর,ɪŋlɛndɔɾ,England,1. gel-,eland
ইচ্ছা,it͡ɕt͡ɕʰa,ইচ্ছা,ɪccʰɐ,জানে,ɟɐne,ইচ্ছা,ɪccʰɐ,করে,koɾe,নো,no,Desire,1. su̯eid-,desire
ইচ্ছায়,it͡ɕt͡ɕʰae̯ɔ,ইচ্ছায়,bɪʲɐ,ইচ্ছাত,ɪccʰɐt̪,ইচ্ছায়,ɪccʰɐe̯,ভিত্তে,bʱɪt̪t̪e,ইচ্চাত,ɪccɐt̪,At will,du̯ō(u),twill
ইচ্ছে,it͡ɕt͡ɕʰe,করে,koɾe,জানে,ɟɐne,ইচ্ছা,ɪccʰɐ,হয়,hɔe̯,ইচ্ছা,ɪccʰɐ,Desire,1. su̯eid-,desire
ইট,itɔ,ইট,ɪt,ইট,ɪt,ইট,ɪt,ইড,ɪd,ইট,ɪt,Brick,3. (s)ker-,rick
ইতিহাস,it̪ihas̪ɔ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ,ইতিহাস,ɪt̪ɪhɐʃ,History,2. u̯(e)id-,history
ইদানীং,id̪an̪iŋ,ইদানিং,ɪd̪ɐnɪŋ,ইদানীং,ɪd̪ɐnɪŋ,ইদানীং,ɪd̪ɐnɪŋ,ইদানিং,ɪd̪ɐnɪŋ,ইদানিং,ɪd̪ɐnɪŋ,Lately,2. stel-,laterally
ইলিশ,il̪iɕɔ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ,ইলিশ,ɪlɪʃ,Hint,(s)kāi-,chint
ঈদ,id̪ɔ,ঈদ,ɪd̪,ইদ,ɪd̪,ঈদ,ɪd̪,ঈদ,ɪd̪,ঈদ,ɪd̪,Eid,3. e-,id
ঈদে,id̪e,ঈদে,ɪd̪e,ইদো,ɪd̪o,ঈদে,ɪd̪e,ঈদে,ɪd̪e,ঈদত,ɪd̪ɔt̪,Eid,3. e-,id
ঈদের,id̪erɔ,সহ,ʃɔho,ফেমিলিসহ,pʰemɪlɪʃɔho,ঈদের,ɪd̪eɾ,সহ,ʃɔho,ঈদুর,ɪd̪uɾ,Eid,3. e-,id
উচিত,ut͡ɕit̪ɔ,উচিত,ucɪt̪,উচিৎ,ucɪt̪,উচিত,ucɪt̪,উচিত,ucɪt̪,উচিত,ucɪt̪,Exhaust,aus-,exhaust
উচিত,ut͡ɕit̪,উচিত,ucɪt̪,উচিৎ,ucɪt̪,দরকার,d̪ɔɾkɐɾ,উচিত,ucɪt̪,উচিত,ucɪt̪,Exhaust,aus-,exhaust
উচ্চ,ut͡ɕt͡ɕɔ,উচু,ucu,ওকল,okol,উচা,ucɐ,ভালা,bʱɐlɐ,বউত,bɔ͡u̯t̪o,High,2. keu-,high
উঠত,utʰɔt̪ɔ,হইয়া,ho͡ɪ̯ʲɐ,যাইতো,ɟɐ͡ɪ̯t̪o,উঠত,utʰt̪o,গেছে,gecʰe,যাইতই,zɐ͡ɪ̯t̪o͡ɪ̯,Up,upo,up
উঠল,utʰɔl̪ɔ,উঠলো,utʰlo,উটলো,utlo,উঠল,utʰl,উইটলো,u͡ɪ̯tlo,গরি,goɾɪ,Up,upo,up
উঠান,utʰan̪ɔ,উডান,udɐn,উঠান,utʰɐn,উঠান,utʰɐn,উঠান,utʰɐn,উডানত,udɐnɔt̪o,Go up,3. ger-,group
উঠি,utʰi,ঘুমেগোনে,gʱumegone,উঠি,utʰɪ,উঠি,utʰɪ,তুন,t̪un,যাই,zɐ͡ɪ̯,Up,upo,up
উঠে,utʰe,উইঠ্যা,u͡ɪ̯tʰɐ,উঠিয়া,utʰɪʲɐ,উইঠঠা,u͡ɪ̯tʰtʰɐ,উঠি,utʰɪ,উডিয়েরে,udɪʲeɾe,Up,upo,up
উঠেছে,utʰet͡ɕʰe,ওঠছে,otʰcʰe,উটছে,utcʰe,উঠছে,utʰcʰe,উইঠছে,u͡ɪ̯tʰcʰe,উইট্টে,u͡ɪ̯tte,Rose,3. er-,rose
উড়তে,uɽt̪e,ওরতে,oɾt̪e,উড়তাম,uɽt̪ɐm,উড়তাম,uɽt̪ɐm,উইড়তাম,u͡ɪ̯ɽt̪ɐm,উরিত,uɾɪt̪o,Flight,pleu-,flight
উড়ন্ত,uɽɔn̪t̪ɔ,উড়তে,uɽt̪e,উড়া,uɽɐ,উড়ন্ত,uɽont̪o,উড়ন্ত,uɽont̪o,উরন্ত,uɾont̪o,Flying,2. plāk-,fling
উত্তম,ut̪t̪ɔmɔ,ভালো,bʱɐlo,ভালা,bʱɐlɐ,উত্তম,ut̪t̪om,লাউ,lɐ͡u̯,বালা,bɐlɐ,Good,ghedh-,good
উত্তর,ut̪t̪ɔrɔ,উত্তর,ut̪t̪oɾ,উত্তর,ut̪t̪oɾ,উত্তর,ut̪t̪oɾ,উত্তর,ut̪t̪oɾ,উত্তর,ut̪t̪oɾ,Answer,1. su̯er-,answer
উত্তরাতে,ut̪t̪ɔrat̪e,উত্তরায়,ut̪t̪ɔɾɐe̯,উত্তরাত,ut̪t̪ɔɾɐt̪,উত্তরাতে,ut̪t̪ɔɾɐt̪e,উওরাত,u͡o̯ɾɐt̪,উত্তরাত,ut̪t̪ɔɾɐt̪,North,2. ner-,north
উনাকে,un̪ake,হ্যারে,hɛɾe,তানরে,t̪ɐnɾe,হেরে,heɾe,ওনারে,onɐɾe,ফুনিয়েরে,funɪʲeɾe,There,1. to-,there
উনাদের,un̪ad̪erɔ,হ্যাগো,hɛgo,তারার,t̪ɐɾɐɾ,হেরার,heɾɐɾ,হেতাগো,het̪ɐgo,ইতারার,ɪt̪ɐɾɐɾ,Them,1. to-,them
উনার,un̪arɔ,হ্যার,hɛɾ,তানর,t̪ɐnoɾ,উনার,unɐɾ,হেতার,het̪ɐɾ,বউওরে,bɔ͡u̯oɾe,His,k̑o-,his
উনারা,un̪ara,হ্যারা,hɛɾɐ,তারা,t̪ɐɾɐ,হেরা,heɾɐ,হেতোনরা,het̪onɾɐ,ইতারা,ɪt̪ɐɾɐ,Dweller,4. dheu-,dwell
উনি,un̪i,হ্যায়,hɛe̯,তাইন,t̪ɐ͡ɪ̯n,উনি,unɪ,উনি,unɪ,ইতে,ɪt̪e,He,k̑o-,he
উনিশ,un̪iɕɔ,উনিশ,unɪʃ,উন্নিশ,unnɪʃ,উনিশ,unɪʃ,উনিশ,unɪʃ,উনিশ,unɪʃ,Nineteen,"dek̑m̥ , e-neu̯en",nineteen
উন্নতি,un̪n̪ɔt̪i,উন্নতি,koɾt̪e,উন্নতি,unnot̪ɪ,উন্নতি,unnot̪ɪ,উন্নতি,unnot̪ɪ,উন্নতি,go͡ɪ̯ɾ,Improvement,2. meu̯-,movement
উপকার,upkarɔ,উপকার,upokɐɾ,অতোখান,ɔt̪okʰɐn,উপকার,upokɐɾ,উপকার,upokɐɾ,ইয়ান,ɪʲɐn,Benefit,"2. deu- , 2. dhē-",benefit
উপকারী,upkari,উপকারি,upokɐɾɪ,উফকারী,upʰkɐɾɪ,উফকারী,upʰkɐɾɪ,উপকারী,upokɐɾɪ,উফকারি,ufkɐɾɪ,Beneficial,"2. deu- , 2. dhē-",benefic
উপদেশ,upd̪eɕɔ,বুদ্ধি,bud̪d̪ʱɪ,জ্ঞান,gɛn,উপদেশ,upod̪eʃ,উপদেশ,upod̪eʃ,উফদেস,ufɔd̪es,Advice,2. u̯(e)id-,advice
উপযোগী,upd͡zoɡi,উপযোগী,upoɟogɪ,উপযগি,upoɟgɪ,উপযোগী,upoɟogɪ,উপযোগী,upoɟogɪ,উপযোগী,upozogɪ,Suitable,stā-,stable
উপর,upɔrɔ,উপরে,upɔɾe,উফরে,upʰɔɾe,উরের,uɾeɾ,উফরে,upʰɔɾe,ইবার,ɪbɐɾ,Over,upér,over
উপরে,upre,উপ্রে,upɾe,উফরে,ufɔɾe,উপরে,upɔɾe,উপরে,upɔɾe,উওরে,u͡o̯ɾe,Above,upo,above
উপস্থিত,upɔs̪t̪ʰit̪ɔ,উপস্থিত,upost̪ʰɪt̪,উপস্থিত,upost̪ʰɪt̪,উপস্থিত,upost̪ʰɪt̪,হাজির,hɐɟɪɾ,উফস্তিত,ufost̪ɪt̪o,Present,es-,present
উপহার,upɔharɔ,উপহার,upohɐɾ,উপহার,upohɐɾ,উপহার,upohɐɾ,দিছি,d̪ɪcʰɪ,উফহার,ufohɐɾ,Gift,ghabh-,gift
সাজানো,s̪ad͡ʑan̪o,সাজাইন্না,ʃɐɟɐ͡ɪ̯nnɐ,করি,koɾɪ,সাজানো,ʃɐɟɐno,হাজানো,hɐɟɐno,সাজাই,ʃɐzɐ͡ɪ̯,Arrange,3. (s)ker-,arrange
সাজাবো,s̪ad͡ʑabo,সাজামু,ʃɐɟ,সাজাইমু,ʃ,সাজায়াম,ʃɐɟɐʲɐm,সাজাইয়ুম,ʃɐɟɐ͡ɪ̯ʲum,সাজাইয়্যুম,ʃɐzɐ͡ɪ̯ʲd,Decoration,ōr-,oration
সাজিয়ে,s̪ad͡ʑie̯e,সাজাইয়া,ʃɐɟɐ͡ɪ̯ʲɐ,সাজিয়া,ʃɐɟɪʲɐ,সাজায়া,ʃɐɟɐʲɐ,সাজাই,ʃɐɟɐ͡ɪ̯,সাজাই,ʃɐzɐ͡ɪ̯,By,ambhi,by
সাত,s̪at̪ɔ,সাত,ʃɐt̪,সাত,ʃɐt̪,সাত,ʃɐt̪,হাত,hɐt̪,ইবা,ɪbɐ,Seven,septm̥,seven
সাথে,s̪at̪ʰe,লগে,lɔge,লগে,lɔge,সাথে,ʃɐt̪ʰe,লগে,lɔge,লই,lɔ͡ɪ̯,With,1. u̯ī̆-,with
সাথেও,s̪at̪ʰeo,লগেও,lɔge͡o̯,লগে,lɔge,লগেও,lɔge͡o̯,সাথেও,ʃɐt̪ʰe͡o̯,ফোয়ারির,foʷɐɾɪɾ,With,1. u̯ī̆-,with
সাদা,s̪ad̪a,এউক্কা,e͡u̯kkɐ,এখটা,ɛkʰtɐ,সাদা,ʃɐd̪ɐ,একটা,ɛktɐ,সাদা,ʃɐd̪ɐ,White,3. k̑uei-,white
সাধারণ,s̪ad̪̤arɔnɔ,সাধারণ,ʃɐd̪ʱɐɾon,আম,ɐm,সাধারণ,ʃɐd̪ʱɐɾon,সাদারন,ʃɐd̪ɐɾon,সাধারণ,ʃɐd̪ʱɐɾon,Common,2. mei-,common
সাধারণত,s̪ad̪̤arɔnɔt̪ɔ,সাধারণত,ʃɐd̪ʱɐɾonot̪,সাধারণত,ʃɐd̪ʱɐɾonot̪ɔ,সাধারণত,ʃɐd̪ʱɐɾonot̪,সাধারণত,ʃɐd̪ʱɐɾonot̪ɔ,সাধারণত,hɐmɔt̪,Generally,1. g̑en-,general
সাধ্য,s̪ad̪̤d͡zɔ,সাইধ্য,ʃɐ͡ɪ̯d̪d̪ʱo,সাইদ্ধ,ʃɐ͡ɪ̯d̪d̪ʱo,সাধ্য,ʃɐd̪d̪ʱo,সাধ্য,ʃɐd̪d̪ʱo,সাধ্য,ʃɐd̪d̪ʱo,Possible,poti-s,possible
সান্ত্বনা,s̪an̪t̪bɔn̪a,সান্ত্বনা,ʃɐnt̪onɐ,সান্ত্বনা,ʃɐnt̪onɐ,সান্ত্বনা,ʃɐnt̪onɐ,সান্ত্বনা,ʃɐnt̪onɐ,সান্তনা,ʃɐnt̪onɐ,Comfort,bhereg̑h-,comfort
সাপ্তাহিক,s̪apt̪ahikɔ,বার,bɐɾ,ওইলো,o͡ɪ̯lo,সাপ্তাহিক,ʃɐpt̪ɐhɪk,আংগো,ɐŋgo,সাপ্তাহিক,ʃɐpt̪ɐhɪk,Weekly,4. u̯eik-,week
সামনের,s̪amn̪erɔ,সামনের,ʃɐmoneɾ,সামনর,ʃɐmnɔɾ,সামনের,ʃɐmoneɾ,সাম্নের,ʃɐmneɾ,সামনদ্দি,ʃɐmonɔd̪d̪ɪ,Front,1. bhrū-,front
সামর্থ্যের,s̪amɔrt̪ʰd͡zerɔ,সামর্থের,ʃɐmoɾt̪ʰeɾ,সামর্থ্যর,ʃɐmoɾt̪ʰoɾ,সামর্থ্যের,ʃɐmoɾt̪ʰeɾ,সামর্থ্যের,ʃɐmoɾt̪ʰeɾ,বাইরত,bɐ͡ɪ̯ɾɔt̪o,Afford,2a. per-,afford
সামলে,s̪aml̪e,সামলাইয়া,ʃɐmlɐ͡ɪ̯ʲɐ,সামলে,ʃɐmle,সামলায়া,ʃɐmlɐʲɐ,হামালি,hɐmɐlɪ,নিজেরে,nɪzeɾe,Infection,2. dhē-,infect
সারপ্রাইজ,s̪arɔpraid͡ʑɔ,সারপ্রাইজ,ʃɐɾpɾɐ͡ɪ̯ɟ,চমকাই,cɔmkɐ͡ɪ̯,সারপ্রাইজ,ʃɐɾpɾɐ͡ɪ̯ɟ,রে,ɾe,সারপ্রাইজ,ʃɐɾpɾɐ͡ɪ̯z,Surprise,ghend-,surprise
সারা,s̪ara,হারাজীবন,hɐɾɐɟɪbɔn,সারা,ʃɐɾɐ,সারাজীবন,ʃɐɾɐɟɪbɔn,হারাজীবন,hɐɾɐɟɪbɔn,আজিবন,ɐzɪbɔn,Full,1. pel-,full
সালাম,s̪al̪amɔ,সালামডা,sɐlɐmdɐ,সালাম,sɐlɐm,সালাম,sɐlɐm,সালাম,sɐlɐm,সালাম,sɐlɐm,Salute,solo-,salute
সাহায্য,s̪ahad͡zd͡zɔ,সাহাইয্য,ʃɐhɐ͡ɪ̯ɟɟo,তারে,t̪ɐɾe,সাহায্য,ʃɐhɐɟɟo,আন্ডা,ɐndɐ,সাহায্য,ʃɐhɐzzo,Help,k̑elb-,help
সাহায্যের,s̪ahad͡zd͡zerɔ,সাহাইজ্যের,ʃɐhɐ͡ɪ̯ggeɾ,সাহায্যর,ʃɐhɐɟɟɔɾ,সাহায্যের,ʃɐhɐɟɟeɾ,সাহায্যের,ʃɐhɐɟɟeɾ,সাহায্যর,ʃɐhɐzzɔɾ,Aid,2. i̯eu-,aid
সিঙ্গেল,s̪iŋɡel̪ɔ,সিঙ্গেল,ʃɪŋgel,সিঙ্গেল,ʃɪŋgel,সিঙ্গেল,ʃɪŋgel,সিঙ্গেল,ʃɪŋgel,সিঙ্গেল,ʃɪŋgel,Single,2. sem-,single
সিদ্ধ,s̪id̪d̪̤ɔ,সেদ্ধ,ʃed̪d̪ʱo,করিয়া,koɾɪʲɐ,সিদ্ধ,ʃɪd̪d̪ʱo,সিদ্ধ,ʃɪd̪d̪ʱo,সিদ্ধ,ʃɪd̪d̪ʱo,Perfect,2. dhē-,perfect
সিদ্ধান্ত,s̪id̪d̪̤an̪t̪ɔ,সিদ্ধান্ত,ʃɪd̪d̪ʱɐnt̪o,সিদ্ধান্ত,ʃɪd̪d̪ʱɐnt̪o,সিদ্ধান্ত,ʃɪd̪d̪ʱɐnt̪o,সিদ্ধান্ত,ʃɪd̪d̪ʱɐnt̪o,সিদ্ধান্ত,ʃɪd̪d̪ʱɐnt̪o,Decision,(s)k(h)ai-,recision
সিনেমা,s̪in̪ema,ছিনেমা,cʰɪnemɐ,সিনেমা,sɪnemɐ,সিনেমা,ʃuɾu,সিনেমা,sɪnemɐ,সিনেমা,sɪnemɐ,Cinema,kēi-,cinema
সিন্দুক,s̪in̪d̪ukɔ,সিন্দুক,ʃɪnd̪uk,সিন্দুক,ʃɪnd̪uk,সিন্দুক,ʃɪnd̪uk,সিন্দুক,ʃɪnd̪uk,সিন্দুক,ʃɪnd̪uk,Ark,areq-,ark
সিন্দুকের,s̪in̪d̪ukerɔ,সিন্দুকের,ʃɪnd̪ukeɾ,সিন্দুক,ʃɪnd̪uk,সিন্দুকের,ʃɪnd̪ukeɾ,সিন্দুকের,ʃɪnd̪ukeɾ,সিন্দুক,ʃɪnd̪uk,Ark,areq-,ark
সুখী,s̪ukʰi,সুখী,ʃukʰɪ,সুখী,ʃukʰɪ,সুখী,ʃukʰɪ,ভালোবাসি,bʱɐlobɐʃɪ,খুসি,xuʃɪ,Happy,kob-,happy
সুখে,s̪ukʰe,সুখে,ʃukʰe,ভালা,bʱɐlɐ,সুখে,ʃuxe,সুখে,ʃuxe,সুখোত,ʃuxot̪,Happy,kob-,happy
সুখের,s̪ukʰerɔ,সুখের,ʃukʰeɾ,সুখের,ʃukʰeɾ,সুখের,ʃukʰeɾ,সুখের,ʃukʰeɾ,শুখর,ʃuxoɾ,Happy,kob-,happy
সুন্দরই,s̪un̪d̪ɔri,হগলকিছু,hɔgolkɪcʰu,অউ,ɔ͡u̯,সুন্দরই,ʃund̪ɔɾɪ,সুন্দর,ʃund̪ɔɾ,এই,e͡ɪ̯,Good,ghedh-,good
সুপ,s̪upɔ,সুপ,sup,সুপ,sup,সুপ,sup,সুপ,kʰɐn,সুপ,sup,Soup,1. seu-,soup
সুযোগ,s̪ud͡zoɡɔ,সুযোগ,ʃuɟog,সুযোগ,ʃuɟe͡ɐ̯g,সুযোগ,ʃuɟog,সুযোগ,ʃuɟog,সুযোগ,ʃuzog,Privilege,leg̑-,privilege
সুস্থ,s̪us̪t̪ʰɔ,সুস্থ,ʃust̪ʰo,বাক্কা,bɐkkɐ,সুস্থ,ʃust̪ʰo,সুস্থ,ʃust̪ʰo,বহুত,bohut̪,Healthy,kai-lo-,health
সু্যোগ,s̪u্d͡zoɡɔ,দেওয়া,d̪e͡o̯ʷɐ,সুযোগ,ʃuzog,সু্যোগ,ʃuʲog,সু্যোগ,ʃuʲog,দিলাম,d̪ɪlɐm,Accession,sed-,cession
সৃষ্টি,s̪ɽiʂti,সিরিষ্টি,sɪɾɪʃtɪ,অসুখ,ɔʃukʰ,সৃষ্টি,koɾt̪e,সৃষ্টি,sɾɪʃtɪ,সৃস্টি,goɾɪt̪o,Creation,1. kreu-,creatine
সে,s̪e,হ্যায়,hɛe̯,ফায়,pʰɐe̯,সে,ʃe,হিগা,hɪgɐ,ইতে,bɔ͡u̯t̪o,He,k̑o-,he
সেই,s̪ei,হেই,he͡ɪ̯,হউ,hɔ͡u̯,আমি,ɐmɪ,হেই,he͡ɪ̯,অনুবুতি,onubut̪ɪ,That,1. to-,that
সেইটা,s̪eita,হেইডা,he͡ɪ̯dɐ,অটা,ɔtɐ,ওইডা,o͡ɪ̯dɐ,হেইটা,he͡ɪ̯tɐ,আন্য,ɐnno,That,1. to-,that
সেইটাই,s̪eitai,হেইডাই,he͡ɪ̯dɐ͡ɪ̯,তাও,t̪ɐ͡o̯,ওইডাই,o͡ɪ̯dɐ͡ɪ̯,হেইটাই,he͡ɪ̯tɐ͡ɪ̯,ইয়ানই,ɪʲɐnɪ,That,1. to-,that
সেও,s̪eo,হ্যায়ও,hɛʲo,হেও,he͡o̯,হেও,he͡o̯,হেতেও,het̪e͡o̯,সেও,ʃe͡o̯,He,k̑o-,he
সেখান,s̪ekʰan̪ɔ,হেইহানে,he͡ɪ̯hɐne,ওখান,oxɐn,ওইহান,o͡ɪ̯hɐn,হিয়ান,hɪʲɐn,ইয়ানত্তুন,ɪʲɐnɔt̪t̪un,There,1. to-,there
সেখানকার,s̪ekʰan̪karɔ,হেইহানের,he͡ɪ̯hɐneɾ,হনোর,honoɾ,ওইহানকার,o͡ɪ̯hɐnkɐɾ,হিয়ানকার,hɪʲɐnkɐɾ,ইয়ানোর,ɪʲɐnoɾ,There,1. to-,there
সেখানে,s̪ekʰan̪e,সেইহানে,ʃe͡ɪ̯hɐne,সেখানে,ʃekʰɐne,ওইহানে,o͡ɪ̯hɐne,হিয়েনে,hɪʲene,সেখানে,ʃexɐne,There,1. to-,there
সেটা,s̪eta,হেইডা,he͡ɪ̯dɐ,মানতাম,mɐnt̪ɐm,হেইডা,he͡ɪ̯dɐ,মাইনতাম,mɐ͡ɪ̯nt̪ɐm,মানি,mɐnɪ,That,1. to-,that
সেটাই,s̪etai,হেইডাই,he͡ɪ̯dɐ͡ɪ̯,করবো,koɾbo,হেইডাই,he͡ɪ̯dɐ͡ɪ̯,হেডাই,hedɐ͡ɪ̯,গরিবা,goɾɪbɐ,That,1. to-,that
সেটি,s̪eti,হেইডা,he͡ɪ̯dɐ,ওটা,otɐ,হেইডা,he͡ɪ̯dɐ,হেটা,hetɐ,ইয়ান,ɪʲɐn,That,1. to-,that
সেবা,s̪eba,সেবা,koɾben,সেবা,ʃebɐ,সেবা,ʃebɐ,সাহায্য,ʃɐhɐɟɟo,গরিবর,goɾɪbɔɾ,Service,2. ser-,serve
সেভাবে,s̪eb̤abe,হেমনেই,hemone͡ɪ̯,উপস্থাপন,upost̪ʰɐpon,ওমনে,omone,হেন্নে,henne,নিজেরে,nɪzeɾe,Thereed,1. to-,there
সেরা,s̪era,ফুটবলের,pʰutbɔleɾ,ওর,oɾ,সেরা,ʃeɾɐ,সেরা,ʃeɾɐ,সেরা,ʃeɾɐ,Best,bhā̆d-,best
সোনার,s̪on̪arɔ,সোনার,ʃonɐɾ,সোনার,ʃonɐɾ,সোনার,ʃonɐɾ,সোনার,ʃonɐɾ,অইলদি,ɔ͡ɪ̯ld̪ɪ,Golden,1. g̑hel-,golden
সোনালী,s̪on̪al̪i,সোনালী,ʃonɐlɪ,সোনালী,ʃonɐlɪ,সোনালী,ʃonɐlɪ,সোনালী,ʃonɐlɪ,সোনালি,ʃonɐlɪ,Golden,1. g̑hel-,golden
সোভিয়েত,s̪ob̤ie̯et̪ɔ,সোভিয়েত,ʃobʱɪʲet̪,সোভিয়েত,ʃobʱɪʲet̪,সোভিয়েত,ʃobʱɪʲet̪,সোভায়েত,ʃobʱɐʲet̪,সোবিয়েত,ʃobɪʲet̪,Soviet,2. sem-,soviet
সোহাগ,s̪ohaɡɔ,সোহাগ,ʃohɐg,সোহাগ,ʃohɐg,সোহাগ,ʃohɐg,সোহাগ,ʃohɐg,সোহাগ,ʃohɐg,Sohag,(s)kek-,shag
সৌন্দর্যই,s̪own̪d̪ɔrd͡zi,সৌন্দর্যই,ʃo͡u̯nd̪oɾɟo͡ɪ̯,সুন্দর,ʃund̪ɔɾ,সৌন্দর্যই,ʃo͡u̯nd̪oɾɟo͡ɪ̯,সৌন্দর্যই,ʃo͡u̯nd̪oɾzo͡ɪ̯,সুন্দইর্যই,ʃund̪o͡ɪ̯ɾɟo͡ɪ̯,Beauty,2. deu-,beauty
সৌন্দর্যে,s̪own̪d̪ɔrd͡ze,সৌন্দর্যে,ʃo͡u̯nd̪oɾɟe,ওর,oɾ,সৌন্দর্যে,ʃo͡u̯nd̪oɾɟe,সৌন্দর্যে,mugd̪ʱo,সৌন্দর্যে,ʃo͡u̯nd̪oɾze,Beauty,2. deu-,beauty
স্কুল,s̪kul̪ɔ,ইস্কুল,ɪskul,স্কুল,skul,ইস্কুল,ɪskul,ইস্কুলে,ɪskule,স্কুল,skul,School,1. (s)kel-,school
স্কুলে,s̪kul̪e,ইস্কুলে,ɪskule,তার,t̪ɐɾ,ইস্কুলে,ɪskule,স্কুলে,skule,স্কুলত,skulɔt̪o,At school,1. (s)kel-,school
স্কুলেই,s̪kul̪ei,ইস্কুলেই,ɪskule͡ɪ̯,জিন্দেগিতো,ɟɪnd̪egɪt̪o,স্কুলেই,skule͡ɪ̯,স্কুলেই,skule͡ɪ̯,স্কুলত,skulɔt̪o,In school,1. (s)kel-,school
স্কুলেও,s̪kul̪eo,ইস্কুলেও,ɪskule͡o̯,স্কুল-ও,skul-o,স্কুলেও,skule͡o̯,স্কুলেও,skule͡o̯,স্কুলত,skulɔt̪o,In school,1. (s)kel-,school
স্টোররুম,s̪torrumɔ,দরকার,d̪ɔɾkɐɾ,লাগবো,lɐgbo,স্টোররুম,stoɾɾum,রুম,ɾum,স্টোররুম,stoɾɾum,Storeroom,tēu-,torero
স্টোররুমটি,s̪torrumɔti,উগোইরডা,ugo͡ɪ̯ɾdɐ,স্টোররুমটা,stoɾɾumtɐ,স্টোররুমডা,stoɾɾumdɐ,স্টোররুম,stoɾɾum,স্টররুম,stoɾɾum,Storeroom,tēu-,torero
স্ত্রী,s̪t̪ri,বউ,bɔ͡u̯,স্ত্রী,st̪ɾɪ,স্ত্রী,st̪ɾɪ,বউ,bɔ͡u̯,বউ,bɔ͡u̯,Wife,u̯eip-,wife
স্ত্রীকে,s̪t̪rike,বউরে,bo͡u̯ɾe,বউরে,bo͡u̯ɾe,বউরে,bo͡u̯ɾe,বউরে,bo͡u̯ɾe,লয়,lɔe̯,Wife,u̯eip-,wife
স্ত্রীর,s̪t̪rirɔ,বউর,bɔ͡u̯ɾ,বউর,bɔ͡u̯ɾ,বউয়ের,bo͡u̯ʲeɾ,স্ত্রীর,st̪ɾɪɾ,বউওর,bɔ͡u̯oɾ,Wife,u̯eip-,wife
স্বপ্ন,s̪bɔpn̪ɔ,হপন,hɔpon,স্বপ্ন,ʃɔpno,স্বপ্ন,bɔɽo,স্বপ্ন,ʃɔpno,সফ্ন,ʃɔfno,Dream,2. dhreugh-,dream
স্বপ্নটা,s̪bɔpn̪ɔta,স্বপনডা,ʃɔpondɐ,স্বপ্নটা,ʃɔpnotɐ,স্বপ্নডা,ʃɔpnodɐ,যে,ɟe,হত্তে,hɔt̪t̪e,Dream,2. dhreugh-,dream
স্বপ্নের,s̪bɔpn̪erɔ,হপ্পনের,hɔpponeɾ,সফনর,ʃɔpʰnoɾ,মধ্যে,mod̪d̪ʱe,ভিতরে,bʱɪt̪ɔɾe,বেজ্ঞিন,beggɪn,Dreamy,2. dhreugh-,dream
স্বাগতম,s̪baɡɔt̪ɔmɔ,স্বাগতম,ʃɐgɔt̪ɔmo,স্বাগতম,ʃɐgɔt̪ɔmo,স্বাগতম,ʃɐgɔt̪ɔmo,স্বাগতম,ʃɐgɔt̪ɔmo,স্বাগতম,ʃɐgɔt̪ɔmo,Welcome,gu̯ā-,welcome
