bangla_speech,regional,regional_ipa,bangla_speech_ipa
উনাদের মা ছেলের সম্পর্ক খারাপ এর প্রভাব আমার উপর আসে,বরিশাল হ্যাগো মায় পুতের সম্পর্ক খারাপ হেইয়ার পোরভাব মোর উপরে আয়,bɐɾɔhɐl hɛgo mɐe̯ put̪eɾ ʃɔmpoɾko kʰɐɾɐp he͡ɪ̯ʲɐɾ poɾbʱɐb moɾ upɔɾe ɐe̯,un̪ad̪erɔ ma t͡ɕʰel̪erɔ s̪ɔmpɔrkɔ kʰarapɔ erɔ prɔb̤abɔ amarɔ upɔrɔ as̪e
আমি আমার স্বামীর সাথে রাগ করি কেনো তাদের এরকম কথা কাটাকাটি হয়,বরিশাল মুই মোর জামাইর লগে ব্যাজার হই কির লইজ্ঞা হ্যাগো এইরহম কথা কাডাকাডি হয়,bɐɾɔhɐl mu͡ɪ̯ moɾ ɟɐmɐ͡ɪ̯ɾ lɔge bɛɟɐɾ ho͡ɪ̯ kɪɾ lo͡ɪ̯ggɐ hɛgo e͡ɪ̯ɾɔhɔm kɔt̪ʰɐ kɐdɐk,ami amarɔ s̪bamirɔ s̪at̪ʰe raɡɔ kɔri ken̪o t̪ad̪erɔ erɔkɔmɔ kɔt̪ʰa katakati he̯ɔ
ও আমাকে কোন কাজে সাহায্য করে,বরিশাল অয় মোরে কোন কামে সাহাইয্য করে না,bɐɾɔhɐl ɔe̯ moɾe kon kɐme ʃɐhɐ͡ɪ̯ɟɟo koɾe nɐ,o amake kon̪ɔ kad͡ʑe s̪ahad͡zd͡zɔ kɔre
"কিছু কিনে দিতে চাইলে,কোথায় ঘুরতে নিয়ে যেতে চাইলে উনি সেইটা ভালোভাবে নেন না","বরিশাল কিছু কিন্না দেতে চাইলে, কোনহানে ঘোরতে নিয়া যাইতে চাইলে হ্যায় হেইডা ভালোমত লয় না","bɐɾɔhɐl kɪcʰu kɪnnɐ d̪et̪e cɐ͡ɪ̯le, konhɐne gʱoɾt̪e nɪʲɐ ɟɐ͡ɪ̯t̪e cɐ͡ɪ̯le hɛe̯ he͡ɪ̯dɐ b","kit͡ɕʰu kin̪e d̪it̪e t͡ɕail̪e,kot̪ʰae̯ɔ ̤ɡ̤urt̪e n̪ie̯e d͡zet̪e t͡ɕail̪e un̪i s̪eita b̤al̪ob̤abe n̪en̪ɔ n̪a"
উনার আমলের উদাহরণ দেন উনি কি করেছেন,বরিশাল হ্যার আমলের উদারন দ্যান হ্যায় কি করছেলে,bɐɾɔhɐl hɛɾ ɐmoleɾ ud̪ɐɾon d̪ɛn hɛe̯ kɪ koɾcʰele,un̪arɔ aml̪erɔ ud̪ahɔrɔnɔ d̪en̪ɔ un̪i ki kɔret͡ɕʰen̪
আমাদের আর উনাদের সময় তো এক না,বরিশাল মোগো আর হ্যাগো সময় তো আর এক না,bɐɾɔhɐl mogo ɐɾ hɛgo ʃɔmɔe̯ t̪o ɐɾ ɛk nɐ,amad̪erɔ arɔ un̪ad̪erɔ s̪ɔme̯ɔ t̪o ekɔ n̪a
আমার বাসার কেউ আসলে উনি বাসায় ঝগড়াঝাটি শুরু করে দেন,বরিশাল মোর বাড়ির কেউ আইলে হ্যায় বাড়িতে কাইজ্জা শুরু কইররা দ্যায়,bɐɾɔhɐl moɾ bɐɽɪɾ ke͡u̯ ɐ͡ɪ̯le hɛe̯ bɐɽɪt̪e kɐ͡ɪ̯ɟɟɐ ʃuɾu ko͡ɪ̯ɾɾɐ d̪ɛe̯,amarɔ bas̪arɔ keu as̪l̪e un̪i bas̪ae̯ɔ d͡ʑ̤ɔɡɔɽad͡ʑ̤ati ɕuru kɔre d̪en̪
আমার স্বামী বাসায় কিছু আনলে সবার জন্য নিয়ে আসেন,বরিশাল মোর জামাই ঘরে কিছু আনলে হগলডির লইজ্ঞা লইয়া আয়,bɐɾɔhɐl moɾ ɟɐmɐ͡ɪ̯ gʱɔɾe kɪcʰu ɐnole hɔgoldɪɾ lo͡ɪ̯ggɐ lɔ͡ɪ̯ʲɐ ɐe̯,amarɔ s̪bami bas̪ae̯ɔ kit͡ɕʰu an̪l̪e s̪ɔbarɔ d͡ʑɔn̪d͡zɔ n̪ie̯e as̪en̪
তাও মার অভিযোগ ও কিছু আনে না,বরিশাল হ্যাও মায়র বিচার অয় কিছু আনে না,bɐɾɔhɐl hɛ͡o̯ mɐʲoɾ bɪcɐɾ ɔe̯ kɪcʰu ɐne nɐ,t̪ao marɔ ob̤id͡zoɡɔ o kit͡ɕʰu an̪e n̪a
কিন্তু আমি নিজেই দেখেছি ও মাকে কত ভালোবাসে,বরিশাল তয় মুই নিজে দ্যাখছি অয় মোর মায়রে কত ভালোপায়,bɐɾɔhɐl t̪ɔe̯ mu͡ɪ̯ nɪɟe d̪ɛkʰcʰɪ ɔe̯ moɾ mɐʲɾe kɔt̪o bʱɐlopɐe̯,kin̪t̪u ami n̪id͡ʑei d̪ekʰet͡ɕʰi o make kɔt̪ɔ b̤al̪obas̪e
এইটা ওইটা কিনে দিতে চাইলে বলে টাকা নষ্ট করিস না,বরিশাল এইডা অইডা কিননা দেতে চাইলে কয় টাহা নষ্ট করিস না,bɐɾʃɐl e͡ɪ̯dɐ ɔ͡ɪ̯dɐ kɪnnɐ d̪et̪e cɐ͡ɪ̯le kɔe̯ tɐhɐ nɔʃto koɾɪʃ nɐ,eita oita kin̪e d̪it̪e t͡ɕail̪e bɔl̪e taka n̪ɔʂtɔ kɔris̪ɔ n̪a
আমার আম্মু আসছে আমাদের বাসায় ৬ মাস পরে,বরিশাল মোর মায় আইছে মোগো বাড়ি ৬ মাস পর,bɐɾɔhɐl moɾ mɐe̯ ɐ͡ɪ̯cʰe mogo bɐɽɪ bo mɐʃ pɔɾ,amarɔ ammu as̪t͡ɕʰe amad̪erɔ bas̪ae̯ɔ ৬ mas̪ɔ pɔre
আম্মুর সামনে উনারা যা তা ঝগড়া করেন,বরিশাল মায়ের সামনে হ্যারা যেইয়া হেইয়া লইয়া কাইজ্জা করে,bɐɾɔhɐl mɐʲeɾ ʃɐmne hɛɾɐ ɟe͡ɪ̯ʲɐ he͡ɪ̯ʲɐ lɔ͡ɪ̯ʲɐ kɐ͡ɪ̯ɟɟɐ koɾe,ammurɔ s̪amn̪e un̪ara d͡za t̪a d͡ʑ̤ɔɡɔɽa kɔren̪
ভালো ব্যবহার করেন না,বরিশাল ভালো ব্যবহার করে না,bɐɾɔhɐl bʱɐlo bɛbohɐɾ koɾe nɐ,b̤al̪o bd͡zɔbɔharɔ kɔren̪ɔ n̪a
একসাথে বসে খায় ও না,বরিশাল একলগে বইয়া খায় ও না,bɐɪʃɐl ɛklgk bo͡ɪ̯ʲɐ kʰɐe̯ o nɐ,eks̪at̪ʰe bɔs̪e kʰae̯ɔ o n̪a
আম্মু এসব দেখে খুব কষ্ট পাচ্ছেন যেহেতু আমার বাবা নেই,বরিশাল মায় এইডি দেইখ্যা বেমালা কষ্ট পাইতেয়াছে যেহেতু মোর বাপ নাই,bɐɾɔhɐl mɐe̯ e͡ɪ̯dɪ d̪e͡ɪ̯kʰkʰɐ bemɐlɐ koʃto pɐ͡ɪ̯t̪eʲɐcʰe ɟehet̪u moɾ bɐp nɐ͡ɪ̯,ammu es̪ɔbɔ d̪ekʰe kʰubɔ kɔʂtɔ pat͡ɕt͡ɕʰen̪ɔ d͡zehet̪u amarɔ baba n̪ei
আমার স্বামী এসব নিয়ে কিছু বলতে গেলে উনি মনে করেন বউ ছেলের হয়ে গেছে,বরিশাল মোর জামাই এইয়া লইয়া কিছু কইতে গ্যালে হ্যায় মনে করে বউ পোলার হইয়া গ্যাছে,bɐɾɔhɐl moɾ ɟɐmɐ͡ɪ̯ e͡ɪ̯ʲɐ lɔ͡ɪ̯ʲɐ kɪcʰu ko͡ɪ̯t̪e gɛle hɛe̯ mone koɾe bɔ͡u̯ polɐɾ ho͡ɪ,amarɔ s̪bami es̪ɔbɔ n̪ie̯e kit͡ɕʰu bɔl̪ɔt̪e ɡel̪e un̪i mɔn̪e kɔren̪ɔ bu t͡ɕʰel̪erɔ he̯e ɡet͡ɕʰe
উনার আরো একটা ছেলে আছে,বরিশাল হ্যার আরো এউক্কা পোলা আছে, bɐɾɔhɐl hɛɾ ɐɾo e͡u̯kkɐ polɐ ɐcʰe,un̪arɔ aro ekta t͡ɕʰel̪e at͡ɕʰe
সে চাকরি করে বিয়ে বিয়ে করে নাই,বরিশাল হ্যায় চাকরি করে বিয়া করে নাই,bɐɾɔhɐl hɛe̯ cɐkɾɪ koɾe bɪʲɐ koɾe nɐ͡ɪ̯,s̪e t͡ɕakri kɔre bie̯e bie̯e kɔre n̪ai
মার কাছে ছোটো ছেলেই সব,বরিশাল মায়ের ধারে ছোডো পোলাই সব,bɐɾɔhɐl mɐʲeɾ d̪ʱɐɾe cʰodo polɐ͡ɪ̯ ʃɔb,marɔ kat͡ɕʰe t͡ɕʰoto t͡ɕʰel̪ei s̪ɔbɔ
তার ছোটো ছেলের কোন দোষ নেই,বরিশাল হ্যার ছোডো পোলার মোডেও দোষ নাই,bɐɾɔhɐl hɛɾ cʰodo polɐɾ mode͡o̯ d̪oʃ nɐ͡ɪ̯,t̪arɔ t͡ɕʰoto t͡ɕʰel̪erɔ kon̪ɔ d̪oʂɔ n̪ei
আমি নিজে দেখেছি সে কেমন বাজে ব্যবহার করে মায়ের সাথে,বরিশাল মুই নিজে দেখছি হ্যায় কিরহম নিষ্টা ব্যবহার করে মায়ের লগে,bɐɾɔhɐl mu͡ɪ̯ nɪɟe d̪ekʰcʰɪ hɛe̯ kɪɾɔhɔm nɪʃtɐ bɛbohɐɾ koɾe mɐʲeɾ lɔge,ami n̪id͡ʑe d̪ekʰet͡ɕʰi s̪e kemɔn̪ɔ bad͡ʑe bd͡zɔbɔharɔ kɔre mae̯erɔ s̪at̪ʰe
সংসার এর সব খরচ আমার জামাই দেয়,বরিশাল সংসার এর হগল খরচ মোর জামাই দ্যায়,bɐɾɔhɐl ʃɔŋʃɐɾ eɾ hɔgol kʰɔɾoc moɾ ɟɐmɐ͡ɪ̯ d̪ɛe̯,s̪ɔŋs̪arɔ erɔ s̪ɔbɔ kʰɔrɔt͡ɕɔ amarɔ d͡ʑamai d̪ee̯
সব কাজ আমি করি উনি একটা কাজ ও করেন না তাও আমরা খারাপ,বরিশাল হগল কাম মুই করি হ্যায় এউক্কা কাম ও করে না হ্যাও মোরা খারাপ,bɐɾɔhɐl hɔgol kɐm mu͡ɪ̯ koɾɪ hɛe̯ e͡u̯kkɐ kɐm o koɾe nɐ hɛ͡o̯ moɾɐ kʰɐɾɐp,s̪ɔbɔ kad͡ʑɔ ami kɔri un̪i ekta kad͡ʑɔ o kɔren̪ɔ n̪a t̪ao amra kʰarap
আমার চাচা শ্বশুর সবাই আলহামদুলিল্লাহ নিজেদের বাড়ি গাড়ি করে ফেলেছেন,বরিশাল মোর চাচা হউর হগলডি আলহামদুলিল্লাহ নিজেগো বাড়ি গাড়ি কইররা হালাইছে,bɐɾɔhɐl moɾ cɐcɐ hɔ͡u̯ɾ hɔgldɪ ɐlhɐmd̪ulɪllɐh nɪɟego bɐɽɪ gɐɽɪ ko͡ɪ̯ɾɾɐ hɐlɐ͡ɪ̯cʰe,amarɔ t͡ɕat͡ɕa ɕbɔɕurɔ s̪ɔbai al̪ɔhamd̪ul̪il̪l̪ahɔ n̪id͡ʑed̪erɔ baɽi ɡaɽi kɔre ɸel̪et͡ɕʰen̪
উনি নামাজ কালাম ও ঠিক মত পড়েন না,বরিশাল হ্যায় নামাজ কালাম ও ভালো কইররা পড়ে না,bɐɾɔhɐl hɛe̯ nɐmɐɟ kɐlɐm o bʱɐlo ko͡ɪ̯ɾɾɐ pɔɽe nɐ,un̪i n̪amad͡ʑɔ kal̪amɔ o tʰikɔ mɔt̪ɔ pɔɽen̪ɔ n̪a
আমি এখন এইগুলো মেনে নিতে পারছি না,বরিশাল মুই এহন এইডি মাইননা নেতে পারতেয়াছি না,bɐɾɪhɐl mu͡ɪ̯ ehon e͡ɪ̯dɪ mɐ͡ɪ̯nnɐ net̪e pɐɾt̪eʲɐcʰɪ nɐ,ami ekʰɔn̪ɔ eiɡul̪o men̪e n̪it̪e part͡ɕʰi n̪a
আমি চাচ্ছি আলাদা বাসায় চলে যাবো আমরা,বরিশাল মুই চাইতেয়াছি আলাদা বাড়তে চইললা যামু মোরা,bɐɾɪhɐl mu͡ɪ̯ cɐ͡ɪ̯t̪eʲɐcʰɪ ɐlɐd̪ɐ bɐɽt̪e co͡ɪ̯llɐ ɟɐmu moɾɐ,ami t͡ɕat͡ɕt͡ɕʰi al̪ad̪a bas̪ae̯ɔ t͡ɕɔl̪e d͡zabo amra
এইটা কি ঠিক সিদ্ধান্ত হবে আমাদের জন্য?,বরিশাল এইডা কি সঠিক সিদ্ধান্ত হইবে মোগো লইজ্ঞা?,bɐɾɔʃɐl e͡ɪ̯dɐ kɪ ʃɔtʰɪk ʃɪd̪d̪ʱɐnt̪o ho͡ɪ̯be mogo lo͡ɪ̯ggɐ?,eita ki tʰikɔ s̪id̪d̪̤an̪t̪ɔ hɔbe amad̪erɔ d͡ʑɔn̪d͡zɔ?
আমার বিয়ে হয়েছে চার বছর,বরিশাল মোর বিয়া হইছে চাইর বছর,bɐɪʃɐl moɾ bɪʲɐ ho͡ɪ̯cʰe cɐ͡ɪ̯ɾ bɔcʰoɾ,amarɔ bie̯e he̯et͡ɕʰe t͡ɕarɔ bɔt͡ɕʰɔrɔ
আমার মা মারা গেছে আট মাস আগে,বরিশাল মোর মায় মইররা গ্যাছে আট মাস আগে,bɐɾɔhɐl moɾ mɐe̯ mo͡ɪ̯ɾɾɐ gɛcʰe ɐt mɐʃ ɐge,amarɔ ma mara ɡet͡ɕʰe atɔ mas̪ɔ aɡe
আমি আমার বাবা মার একমাত্র সন্তান,বরিশাল মুই মোর বাপ মায়ের একলা সন্তান,bɐɪʃɐl mu͡ɪ̯ moɾ bɐp mɐʲeɾ ɛklɐ ʃɔnt̪ɐn,ami amarɔ baba marɔ ekmat̪rɔ s̪ɔn̪t̪an̪
মা মরে যাওয়ার পর বাবা খুব একা হয়ে গিয়েছে,বরিশাল মায় মইররা যাওয়ার পর আব্বা একছের একলা হইয়া গ্যাছে,bɐɾɔhɐl mɐe̯ mo͡ɪ̯ɾɾɐ ɟɐ͡o̯ʷɐɾ pɔɾ ɐbbɐ ɛkcʰeɾ ɛklɐ ho͡ɪ̯ʲɐ gɛcʰe,ma mɔre d͡zaoe̯arɔ pɔrɔ baba kʰubɔ eka he̯e ɡie̯et͡ɕʰe
তাকে দেখার মত তেমন কেউ নেই,বরিশাল হ্যারে দ্যাহার মতো হেইরহম কেউ নাই,bɐɾɔhɐl hɛɾe d̪ɛhɐɾ mɔt̪o he͡ɪ̯ɾɔhɔm ke͡u̯ nɐ͡ɪ̯,t̪ake d̪ekʰarɔ mɔt̪ɔ t̪emɔn̪ɔ keu n̪ei
আমি আমার সাধ্য অনুযায়ী চেষ্টা করি বাবার খোঁজ খবর নিতে,বরিশাল মুই মোর সাইধ্য মত চেষ্টা করি আব্বার খোঁজ খবর নেতে,bɐɾɪʃɐl mu͡ɪ̯ moɾ ʃɐ͡ɪ̯d̪d̪ʱo mɔt̪ ceʃtɐ koɾɪ ɐbbɐɾ kʰõɟ kʰɔboɾ net̪e,ami amarɔ s̪ad̪̤d͡zɔ on̪ud͡zae̯i t͡ɕeʂta kɔri babarɔ kʰoঁd͡ʑɔ kʰɔbɔrɔ n̪it̪e
আমার শ্বশুরবাড়ির লোকজন এটা একেবারেই পছন্দ করে না,বরিশাল মোর হউরবাড়ির মানু এইডা এক্কালেই পছন্দ করে না,bɐɾɔhɐl moɾ hɔ͡u̯ɾbɐɽɪɾ mɐnu e͡ɪ̯dɐ ɛkkɐle͡ɪ̯ pɔcʰond̪o koɾe nɐ,amarɔ ɕbɔɕurbaɽirɔ l̪okɔd͡ʑɔn̪ɔ eta ekebarei pɔt͡ɕʰɔn̪d̪ɔ kɔre n̪a
বাবার খোঁজখবর রাখার চেষ্টা করি সব সময়,বরিশাল আব্বার খেয়াল রাহার চেষ্টা করি হগলকালে,bɐɾɔhɐl ɐbbɐɾ kʰeʲɐl ɾɐhɐɾ ceʃtɐ koɾɪ hɔgolkɐle,babarɔ kʰoঁd͡ʑɔkʰɔbɔrɔ rakʰarɔ t͡ɕeʂta kɔri s̪ɔbɔ s̪ɔme̯ɔ
আমার স্বামী এবং তার বাড়ির লোকজন কোনভাবেই রাজি না,বরিশাল মোর জামাই আর হ্যার বাড়ির মানু মোডেও রাজি না,bɐɾɔhɐl moɾ ɟɐmɐ͡ɪ̯ ɐɾ hɛɾ bɐɽɪɾ mɐnu mode͡o̯ ɾɐɟɪ nɐ,amarɔ s̪bami ebɔŋ t̪arɔ baɽirɔ l̪okɔd͡ʑɔn̪ɔ kon̪b̤abei rad͡ʑi n̪a
একটা মেয়ের বিয়ে যাওয়ার পর তার পরিবারের প্রতি তার কি কোন দায়িত্ব থাকতে পারে না?,বরিশাল এউক্কা মাইয়ার বিয়া হওয়ার পর হ্যার পরিবারের উপরে হ্যার কি কোন দায়িত্ব থাকতে পারে না?,bɐɾɔhɐl ɛ͡u̯kkɐ mɐ͡ɪ̯ʲɐɾ bɪʲɐ hoʷɐɾ pɔɾ hɛɾ poɾɪbɐɾeɾ upɔɾe hɛɾ kɪ kon d̪ɐʲɪt̪t̪o t̪,ekta mee̯erɔ bie̯e d͡zaoe̯arɔ pɔrɔ t̪arɔ pɔribarerɔ prɔt̪i t̪arɔ ki kon̪ɔ d̪ae̯it̪bɔ t̪ʰakt̪e pare n̪a?
একটা ছেলে যেমন তার বাবা-মার দায়িত্ব পালন করে,বরিশাল এউক্কা পোলা যেমন হ্যার বাপ-মায়ের দায়িত্ব পালন করে,bɐɾɪʃɐl ɛ͡u̯kkɐ polɐ ɟɛmon hɛɾ bɐp-mɐʲeɾ d̪ɐʲɪt̪t̪o pɐlon koɾe,ekta t͡ɕʰel̪e d͡zemɔn̪ɔ t̪arɔ baba-marɔ d̪ae̯it̪bɔ pal̪ɔn̪ɔ kɔre
একটা মেয়েও যদি তার বাবার দায়িত্ব পালন করে সেই ক্ষেত্রে সমস্যাটা কোথায় আমি জানিনা,বরিশাল এউক্কা মাইয়াও যদি হ্যার আব্বা র দায়িত্ব পালন করে হ্যালে সমেস্যাডা কোম্মে মুই জানিনা,bɐɾɔhɐl ɛ͡u̯kkɐ mɐ͡ɪ̯ʲɐ͡o̯ ɟod̪ɪ hɛɾ ɐbbɐ ɾo d̪ɐʲɪt̪t̪o pɐlon koɾe hɛle ʃɔmeʃʃɐdɐ komme,ekta mee̯eo d͡zɔd̪i t̪arɔ babarɔ d̪ae̯it̪bɔ pal̪ɔn̪ɔ kɔre s̪ei kʂet̪re s̪ɔmɔs̪d͡zata kot̪ʰae̯ɔ ami d͡ʑan̪in̪a
ঈদ গেছে দুইদিন পার হয়ে গেল,বরিশাল ঈদ গ্যাছে দুজ্ঞাদিন পার হইয়া গ্যালে,bɐɾɪʃɐl ɪd̪ gɛcʰe d̪uggɐd̪ɪn pɐɾ ho͡ɪ̯ʲɐ gɛle,id̪ɔ ɡet͡ɕʰe d̪uid̪in̪ɔ parɔ he̯e ɡel̪
আমি আমার বাবার বাসায় যাওয়ার অনুমতি পাচ্ছি না,বরিশাল মুই মোর আব্বা র বাড়ি যাওয়ার অনুমতি পাইতেয়াছি না,bɐɾɔhɐl mu͡ɪ̯ moɾ ɐbbɐ ɾo bɐɽɪ ɟɐ͡o̯ʷɐɾ onumot̪ɪ pɐ͡ɪ̯t̪eʲɐcʰɪ nɐ,ami amarɔ babarɔ bas̪ae̯ɔ d͡zaoe̯arɔ on̪umt̪i pat͡ɕt͡ɕʰi n̪a
তাদের অনুমতির অপেক্ষা করতে হচ্ছে,বরিশাল হ্যাগো অনুমতির অপেক্ষা করতে হইতেয়াছে,bɐɾɔhɐl hɛgo onumot̪ɪɾ ɔpekkʰɐ koɾt̪e ho͡ɪ̯t̪eʲɐcʰe,t̪ad̪erɔ on̪umt̪irɔ opekʂa kɔrɔt̪e hɔt͡ɕt͡ɕʰe
আমরা সবাই ঢাকায় থাকি,বরিশাল মোরা ব্যাবাক ঢাহায় থাহি,bɐɾɔhɐl moɾɐ bɛbɐk dʱɐhɐe̯ t̪ʰɐhɪ,amra s̪ɔbai d̤akae̯ɔ t̪ʰaki
আমাদের পুরা বাড়ি জুড়ে বাবা একা দুই তিনজন কাজের লোক আছে সাথে,বরিশাল মোগো হগল বাড়ি জুইররা আব্বা একলা দুজ্ঞা তিউনগা কামের লোক আছে লগে,bɐɽhɐl mogo hɔgol bɐɽɪ ɟu͡ɪ̯ɾɾɐ ɐbbɐ ɛklɐ d̪uggɐ t̪ɪ͡u̯ngɐ kɐmeɾ lok ɐcʰe lɔge,amad̪erɔ pura baɽi d͡ʑuɽe baba eka d̪ui t̪in̪ɔd͡ʑɔn̪ɔ kad͡ʑerɔ l̪okɔ at͡ɕʰe s̪at̪ʰe
বাবা খুব করে চাচ্ছিল যেন আমি বাসায় যাই,বরিশাল বাপ ম্যালা চাইতেয়াছেলে যেন মুই বাড়ি যাই,bɐɾɔhɐl bɐp mɛlɐ cɐ͡ɪ̯t̪eʲɐcʰele ɟeno mu͡ɪ̯ bɐɽɪ ɟɐ͡ɪ̯,baba kʰubɔ kɔre t͡ɕat͡ɕt͡ɕʰil̪ɔ d͡zen̪ɔ ami bas̪ae̯ɔ d͡zai
আজ রাতে বাবা হঠাৎ করে অসুস্থ হয়ে পড়েছে খবর শুনে হাসপাতালে এলাম,বরিশাল আইজ রাইতে বাপ হুট কইররা অসুস্থ হইয়া পড়ছে খবর হুইননা হাসপাতালে আইলাম,bɐɾʃɐl ɐ͡ɪ̯ɟ ɾɐ͡ɪ̯t̪e bɐp hut ko͡ɪ̯ɾɾɐ ɔʃust̪ʰo ho͡ɪ̯ʲɐ poɽcʰe kʰɔboɾ hu͡ɪ̯nnɐ hɐʃp,ad͡ʑɔ rat̪e baba hɔtʰat̪ɔ kɔre os̪us̪t̪ʰɔ he̯e pɔɽet͡ɕʰe kʰɔbɔrɔ ɕun̪e has̪pat̪al̪e el̪am
রাতের বেলায় হাসপাতালে আসতে চাইলাম সেখানেও বাধা,বরিশাল রাইতের কালে হাসপাতালে আইতে চাইছেলাম হেইহানেও বাধা,bɐɾɔhɐl ɾɐ͡ɪ̯t̪eɾ kɐle hɐʃpɐt̪ɐle ɐ͡ɪ̯t̪e cɐ͡ɪ̯cʰelɐm he͡ɪ̯hɐne͡o̯ bɐd̪ʱɐ,rat̪erɔ bel̪ae̯ɔ has̪pat̪al̪e as̪t̪e t͡ɕail̪amɔ s̪ekʰan̪eo bad̪̤a
সব বাধাকে পিছনে ফেলে আমি একাই হাসপাতালে এসেছি,বরিশাল হগল বাধা পিছে হালাইয়া মুই একলাই হাসপাতালে আইছি,bɐɾɔhɐl hɔgol bɐd̪ʱɐ pɪcʰe hɐlɐ͡ɪ̯ʲɐ mu͡ɪ̯ ɛklɐ͡ɪ̯ hɐʃpɐt̪ɐle ɐ͡ɪ̯cʰɪ,s̪ɔbɔ bad̪̤ake pit͡ɕʰn̪e ɸel̪e ami ekai has̪pat̪al̪e es̪et͡ɕʰi
আমার স্বামী আমার সাথে আসেনি,বরিশাল মোর জামাই মোর লগে আয়নাই,bɐɾɔhɐl moɾ ɟɐmɐ͡ɪ̯ moɾ lɔge ɐʲnɐ͡ɪ̯,amarɔ s̪bami amarɔ s̪at̪ʰe as̪en̪i
তাদের কথাবার্তা শুনে মনে হয়েছিল আমাকে বিয়ে করেছে মানে আমাকে কিনে নিয়েছে,বরিশাল হ্যাগো কথাবারতা হুইননা মনে হইছেলে মোরে বিয়া করছে মানে মোরে কিননা নেছে,bɐɾɔʃɐl hɛgo kɔt̪ʰɐbɐɾot̪ɐ hu͡ɪ̯nnɐ mone ho͡ɪ̯cʰele moɾe bɪʲɐ koɾcʰe mɐne moɾe kɪnnɐ necʰe,t̪ad̪erɔ kɔt̪ʰabart̪a ɕun̪e mɔn̪e he̯et͡ɕʰil̪ɔ amake bie̯e kɔret͡ɕʰe man̪e amake kin̪e n̪ie̯et͡ɕʰe
বাবাকে হাসপাতালে দেখে খুব খারাপ লাগছে,বরিশাল আব্বারে হাস্পাতালে দেইক্ষা বেমালা খারাপ লাগছে,bɐɾɪʃɐl ɐbbɐɾe hɐspɐt̪ɐle d̪e͡ɪ̯kkʰɐ bemɐlɐ kʰɐɾɐp lɐgcʰe,babake has̪pat̪al̪e d̪ekʰe kʰubɔ kʰarapɔ l̪aɡt͡ɕʰe
আমি মনে হচ্ছে ভুল মানুষের সাথে সংসার শুরু করেছি,বরিশাল মুই মনে কয় ভুল মানের লগে সংসার শুরু করছি, bɐɾɔhɐl mu͡ɪ̯ mone kɔe̯ bʱul mɐneɾ lɔge ʃɔŋʃɐɾ ʃuɾu koɾcʰɪ,ami mɔn̪e hɔt͡ɕt͡ɕʰe b̤ul̪ɔ man̪uʂerɔ s̪at̪ʰe s̪ɔŋs̪arɔ ɕuru kɔret͡ɕʰi
নিজের পছন্দ বিয়ে করাটা উচিত হয়নি,বরিশাল নিজের পছন্দে বিয়া করাডা উচিত হয়নাই,bɐɾɔhɐl nɪɟeɾ pɔcʰond̪e bɪʲɐ kɔɾɐdɐ ucɪt̪ hɔʲnɐ͡ɪ̯,n̪id͡ʑerɔ pɔt͡ɕʰɔn̪d̪ɔ bie̯e kɔrata ut͡ɕit̪ɔ he̯ɔn̪i
আমি এখন থেকে সিদ্ধান্ত নিয়েছি আর কারো কথা আমি শুনবো না,বরিশাল মুই এহন দিয়া সিদ্ধান্ত নিছি যে আর কাউরো কথা মুই হুনমু না,bɐɾɔhɐl mu͡ɪ̯ ehon d̪ɪʲɐ ʃɪd̪d̪ʱɐnt̪o nɪcʰɪ ɟe ɐɾ kɐ͡u̯ɾo kɔt̪ʰɐ mu͡ɪ̯ hunmu nɐ,ami ekʰɔn̪ɔ t̪ʰeke s̪id̪d̪̤an̪t̪ɔ n̪ie̯et͡ɕʰi arɔ karo kɔt̪ʰa ami ɕun̪bo n̪a
যতদিন ইচ্ছা বাবার বাসায় থাকবো বাবার সেবা যত্ন করব,বরিশাল যেকয়দিন ইচ্ছা আব্বা র বাড়ি থাকমু আব্বা র সেবা যত্ন করমু,bɐɾɔhɐl ɟekɔʲd̪ɪn ɪccʰɐ ɐbbɐ ɾo bɐɽɪ t̪ʰɐkmu ɐbbɐ ɾo ʃebɐ ɟɔt̪no koɾmu,d͡zɔt̪ɔd̪in̪ɔ it͡ɕt͡ɕʰa babarɔ bas̪ae̯ɔ t̪ʰakbo babarɔ s̪eba d͡zɔt̪n̪ɔ kɔrɔbɔ
এতে যদি আমার স্বামীর খুব বেশি সমস্যা হয়,বরিশাল হেতে যদি মোর জামাইর বেমালা সমেস্যা হয়,bɐɾɔhɐl het̪e ɟod̪ɪ moɾ ɟɐmɐ͡ɪ̯ɾ bemɐlɐ ʃɔmeʃʃɐ hɔe̯,et̪e d͡zɔd̪i amarɔ s̪bamirɔ kʰubɔ beɕi s̪ɔmɔs̪d͡za he̯ɔ
তাহলে তার সাথে আলাদা হয়ে যাব,বরিশাল হেইলে হ্যার লগে আলাদা হইয়া যামু,bɐɾɔhɐl he͡ɪ̯le hɛɾ lɔge ɐlɐd̪ɐ ho͡ɪ̯ʲɐ ɟɐmu,t̪ahɔl̪e t̪arɔ s̪at̪ʰe al̪ad̪a he̯e d͡zab
