bangla_speech,regional,regional_ipa,bangla_speech_ipa
ছেলেটিকে আমার ভাল লেগেছে,সিলেট ফুয়া টারে আমার ভালা লাগছে, sɪlhe pʰuʲɐ tɐɾe ɐmɐɾ bʱɐlɐ lɐgcʰe,t͡ɕʰel̪etike amarɔ b̤al̪ɔ l̪eɡet͡ɕʰe
ছেলেটি হয়ত অন্য কোনও মেয়েকে ভালবাসে,সিলেট ফুয়াটায় কিবা আরোখ ফুড়িরে ভালা পায়,ʃɔlho pʰuʲɐtɐe̯ kɪbɐ ɐɾokʰ pʰuɽɪɾe bʱɐlɐ pɐe̯,t͡ɕʰel̪eti he̯ɔt̪ɔ on̪d͡zɔ kon̪o mee̯eke b̤al̪bas̪e
মেয়েটি ছেলেটার অপেক্ষায় থাকে,সিলেট ফুড়িটায় ফুয়াটার অপেক্ষাত থাকে , ʃɔlho pʰuɽɪtɐe̯ pʰuʲɐtɐɾ ɔpekkʰɐt̪ t̪ʰɐke ,mee̯eti t͡ɕʰel̪etarɔ opekʂae̯ɔ t̪ʰake
ছেলেটি কেন যে মেয়েটার মনের কথা বুঝে না,সিলেট ফুয়াটায় কিতার লাগি যে ফুড়িটার মনর কথা বুঝলো না,ʃɔlho fuʲɐtɐe̯ kɪt̪ɐɾ lɐgɪ ze fuɽɪtɐɾ monoɾ kɔt̪ʰɐ buzʱlo nɐ,t͡ɕʰel̪eti ken̪ɔ d͡ze mee̯etarɔ mɔn̪erɔ kɔt̪ʰa bud͡ʑ̤e n̪a
মেয়েটি হয়ত ছেলেটাকে তাঁর মনের কথা ভাল ভাবে বুঝাতে পারেনাই,সিলেট ফুড়িটায় কিবা তাইর মনর কতা ভালা খরি ফুয়াটারে বুজাইতো পারছে না,ʃɔlhe pʰuɽɪtɐe̯ kɪbɐ t̪ɐ͡ɪ̯ɾ monoɾ kɔt̪ɐ bʱɐlɐ kʰoɾɪ pʰuʲɐtɐɾe buɟɐ͡ɪ̯t̪o pɐɾcʰe nɐ,mee̯eti he̯ɔt̪ɔ t͡ɕʰel̪etake t̪ɔ̃rɔ mɔn̪erɔ kɔt̪ʰa b̤al̪ɔ b̤abe bud͡ʑ̤at̪e paren̪ai
হয়ত কোন একদিন ছেলেটি মেয়েটাকে ভালবাসবে,সিলেট কুনো এখদিন ফুয়াটা ফুড়িটারে ভালা পাইবো কিবা,ʃɔlho kuno ekʰd̪ɪn pʰuʲɐtɐ pʰuɽɪtɐɾe bʱɐlɐ pɐ͡ɪ̯bo kɪbɐ,he̯ɔt̪ɔ kon̪ɔ ekd̪in̪ɔ t͡ɕʰel̪eti mee̯etake b̤al̪bas̪ɔbe
তুমি আমাকে দয়া করে আর বিরক্ত করো না,সিলেট তুমি দয়া খরি আমারে আর বিরক্ত খরিও না,ʃɔlhe t̪umɪ d̪ɔʲɐ kʰoɾɪ ɐmɐɾe ɐɾ bɪɾokt̪o kʰoɾɪ͡o̯ nɐ,t̪umi amake d̪e̯a kɔre arɔ birɔkt̪ɔ kɔro n̪a
সে তাকে অনেক বিরক্ত করে,সিলেট হে তাইরে অনেক বিরখতো করে,ʃɔlhe he t̪ɐ͡ɪ̯ɾe ɔnek bɪɾokʰt̪o koɾe,s̪e t̪ake on̪ekɔ birɔkt̪ɔ kɔre
তাকে নিয়ে আমি আমার গ্রামের বাড়িতে ঘুরতে যেতে চাই,সিলেট তুয়ারে লইয়া মুই আমার গ্রামোর বাড়িত পাখানিত যাইতে চাই,ʃɔlhe t̪uʲɐɾe lɔ͡ɪ̯ʲɐ mu͡ɪ̯ ɐmɐɾ gɾɐmoɾ bɐɽɪt̪o pɐkʰɐnɪt̪o ɟɐ͡ɪ̯t̪e cɐ͡ɪ̯,t̪ake n̪ie̯e ami amarɔ ɡɔramerɔ baɽit̪e ̤ɡ̤urt̪e d͡zet̪e t͡ɕai
এইবার ছুটিতে সিলেট ঘুরতে যাব,সিলেট ইবার ছুটিত সিলেট ঘুরাত যাইমু,ʃɔlhe ɪbɐɾ cʰutɪt̪o sɪlet gʱuɾɐt̪ zɐ͡ɪ̯mu,eibarɔ t͡ɕʰutit̪e s̪il̪etɔ ̤ɡ̤urt̪e d͡zab
আমি যাকে ভালবাসি সে সিলেটে থাকে,সিলেট মুই যারে ভালা পাই হে সিলেট থাকে,ʃɔlho mu͡ɪ̯ ɟɐɾe bʱɐlɐ pɐ͡ɪ̯ he sɪlet t̪ʰɐke,ami d͡zake b̤al̪bas̪i s̪e s̪il̪ete t̪ʰake
আমার এখন বইটা লাগবে নাহ,সিলেট আমার এখন বই ইগু লাগতো নায় ,ʃɔlhe ɐmɐɾ ɛkʰon bo͡ɪ̯ ɪgu lɐgt̪o nɐe̯ ,amarɔ ekʰɔn̪ɔ bita l̪aɡbe n̪ahɔ
তুমি কি এই বইটি পড়তে চাও ?,সিলেট তুমি কিতা অউ বইটা পড়তায় চাও নি?,ʃɔlhe t̪umɪ kɪt̪ɐ ɔ͡u̯ bo͡ɪ̯tɐ pɔɽt̪ɐe̯ cɐ͡o̯ nɪ?,t̪umi ki ei biti pɔɽɔt̪e t͡ɕao ?
সে কি এই বইটি পড়তে চায় ?,সিলেট হে কিতা এখন বইটা পড়তো চার নি?,ʃɔlhe he kɪt̪ɐ ɛkʰon bo͡ɪ̯tɐ pɔɽt̪o cɐɾ nɪ?,s̪e ki ei biti pɔɽɔt̪e t͡ɕae̯ɔ ?
আপনি কি এই বইটি পড়তে চান ?,সিলেট আফনে কিতা অউ বইটা পড়তা চাইন নি?,ʃɔlhe ɐcʰone kɪt̪ɐ ɔ͡u̯ bo͡ɪ̯tɐ pɔɽt̪ɐ cɐ͡ɪ̯n nɪ?,apn̪i ki ei biti pɔɽɔt̪e t͡ɕan̪ɔ ?
আমার বই পরতে অনেক ভাল লাগে,সিলেট আমার বই পড়তে অনেক ভালা লাগে, ʃɔlhe ɐmɐɾ bo͡ɪ̯ poɽt̪e ɔnek bʱɐlɐ lɐge,amarɔ bi pɔrɔt̪e on̪ekɔ b̤al̪ɔ l̪aɡe
তোমার আমাকে চিনতে হবে না ,সিলেট তুমার আমারে চিনা লাগের না,ʃɔlhe t̪umɐɾ ɐmɐɾe cɪnɐ lɐgeɾ nɐ,t̪omarɔ amake t͡ɕin̪t̪e hɔbe n̪a 
অনেক রাত হয়েছে এখন ঘুমিয়ে যাও ,সিলেট বাক্কা রাইত অই গেছে এখন গুমাই যাও,ʃɔlhe bɐkkɐ ɾɐ͡ɪ̯t̪o ɔ͡ɪ̯ gecʰe ɛkʰon gumɐ͡ɪ̯ ɟɐ͡o̯,on̪ekɔ rat̪ɔ he̯et͡ɕʰe ekʰɔn̪ɔ ̤ɡ̤umie̯e d͡zao 
তোমাকে পড়ালেখা করতে হবে,সিলেট তুমার পড়া লাগবো, ʃɔlho t̪umɐɾ pɔɽɐ lɐgbo,t̪omake pɔɽal̪ekʰa kɔrɔt̪e hɔbe
তোমার পড়ালেখা করতে ভাল লাগে না?,সিলেট তুমার কিতা পড়ালেখা ভালা লাগে নানি?,ʃɔlhe t̪umɐɾ kɪt̪ɐ pɔɽɐlexɐ vɐlɐ lɐge nɐnɪ?,t̪omarɔ pɔɽal̪ekʰa kɔrɔt̪e b̤al̪ɔ l̪aɡe n̪a?
আমাকে পড়ালেখা করতে হবে,সিলেট আমারে পড়ালেখা খরা লাগবো,ʃɔlhe ɐmɐɾe pɔɽɐlexɐ xɔɾɐ lɐgbo,amake pɔɽal̪ekʰa kɔrɔt̪e hɔbe
সে অনেক ভালো রান্না করে,সিলেট হে অনেক ভালা রান্ধে, ʃɔlhe he ɔnek bʱɐlɐ ɾɐnd̪ʱe,s̪e on̪ekɔ b̤al̪o ran̪n̪a kɔre
আমি একটি বিদ্যালয় পড়ালেখা করি ,সিলেট মুই একটা স্কুলো পড়ি,ʃɔlho mu͡ɪ̯ ɛktɐ skulo poɽɪ,ami ekti bid̪d͡zal̪e̯ɔ pɔɽal̪ekʰa kɔri 
আমার ছোট বোন একটি বিদ্যালয়ে পড়ে,সিলেট আমার হুরু বইন একটা স্কুলো পড়ে,ʃɔlho ɐmɐɾ huɾu bo͡ɪ̯n ɛktɐ skulo pɔɽe,amarɔ t͡ɕʰotɔ bon̪ɔ ekti bid̪d͡zal̪e̯e pɔɽe
আমার ছোট ভাই একটি বিদ্যালয়ে পড়ালেখা করে,সিলেট আমার হুুরু ভাই একটা স্কুলো পড়ে,ʃɔlho ɐmɐɾ huɾu bʱɐ͡ɪ̯ ɛktɐ skulo pɔɽe,amarɔ t͡ɕʰotɔ b̤ai ekti bid̪d͡zal̪e̯e pɔɽal̪ekʰa kɔre
আমার বিদ্যালয়ে যেতে ভাল লাগে না,সিলেট আমার স্কুল যাইতে ভালা লাগে না, ʃɔlho ɐmɐɾ skul ɟɐ͡ɪ̯t̪e bʱɐlɐ lɐge nɐ,amarɔ bid̪d͡zal̪e̯e d͡zet̪e b̤al̪ɔ l̪aɡe n̪a
আমার বিয়ের বয়স পার হয়ে যাচ্ছে,সিলেট আমার বিয়ার বয়স পারই যার,ʃɔlhe ɐmɐɾ bɪʲɐɾ bɔʲoʃ pɐɾɪ ɟɐɾ,amarɔ bie̯erɔ be̯ɔs̪ɔ parɔ he̯e d͡zat͡ɕt͡ɕʰe
আহারে তোমার মনে কতো দুঃখ,সিলেট ইশ তুমার মনো কতো দুক,ʃɔlhe ɪʃ t̪umɐɾ mono kɔt̪o d̪uk,ahare t̪omarɔ mɔn̪e kɔt̪o d̪uঃkʰɔ
আমি ঘুমাতে যাবো,সিলেট মুই গুমানিত যাইতাম,ʃɔlhe mu͡ɪ̯ gumɐnɪt̪o ɟɐ͡ɪ̯t̪ɐm,ami ̤ɡ̤umat̪e d͡zabo
আমি নাচতে পারি,সিলেট মুই নাচতাম পারি,ʃɔlhe mu͡ɪ̯ nɐct̪ɐm pɐɾɪ,ami n̪at͡ɕt̪e pari
আমি সাঁতার কাটতে পছন্দ করি ,সিলেট মুই হাতার দিতে ভালা পাই,ʃɔlho mu͡ɪ̯ hɐt̪ɐɾ d̪ɪt̪e bʱɐlɐ pɐ͡ɪ̯,ami s̪ɔ̃t̪arɔ katt̪e pɔt͡ɕʰɔn̪d̪ɔ kɔri 
আমি তোমার বাসায় ঘুরতে আসবো,সিলেট মুই তুমার বাড়িত পাখানিত আইমু,ʃɔlhe mu͡ɪ̯ t̪umɐɾ bɐɽɪt̪o pɐkʰɐnɪt̪o ɐ͡ɪ̯mu,ami t̪omarɔ bas̪ae̯ɔ ̤ɡ̤urt̪e as̪bo
সে তার গ্রামের বাড়িতে ঘুরতে গিয়েছে,সিলেট হে তার গাউত পাখানিত গেছে,ʃɔlhe he t̪ɐɾ gɐ͡u̯t̪o pɐkʰɐnɪt̪o gecʰe,s̪e t̪arɔ ɡɔramerɔ baɽit̪e ̤ɡ̤urt̪e ɡie̯et͡ɕʰe
আমার বন্ধু মানসিক ভাবে দুর্বল,সিলেট আমার বন্ধু মানসিক ভাবে দুর্বল,ʃɔlhe ɐmɐɾ bond̪ʱu mɐnoʃɪk bʱɐbe d̪uɾbol,amarɔ bɔn̪d̪̤u man̪s̪ikɔ b̤abe d̪urbɔl̪ɔ
এমন অবস্থায় তার কি করা উচিত ?,সিলেট ইলান অবস্থাত তার কিতা খরা উছিত,ʃɔlhe ɪlɐn ɔbost̪ʰɐt̪ t̪ɐɾ kɪt̪ɐ xɔɾɐ ucʰɪt̪o,emɔn̪ɔ obɔs̪t̪ʰae̯ɔ t̪arɔ ki kɔra ut͡ɕit̪ɔ ?
আমার দুইটি বাবু আছে,সিলেট আমার দুই হুরুতা আছে,sɪhet ɐmɐɾ d̪u͡ɪ̯ huɾut̪ɐ ɐcʰe,amarɔ d̪uiti babu at͡ɕʰe
আমার স্বামীকে আমি খুব ভালোবাসি,সিলেট আমার জামাইরে মুই খুব ভালা পাই,ʃɔlhe ɐmɐɾ ɟɐmɐ͡ɪ̯ɾe mu͡ɪ̯ kʰub bʱɐlɐ pɐ͡ɪ̯,amarɔ s̪bamike ami kʰubɔ b̤al̪obas̪i
অনেক দিন পর আপনার সাথে দেখা,সিলেট বাক্কাদিন পরে আফনার লগে দেখা,ʃɔlhe bɐkkɐd̪ɪn pɔɾe ɐpʰnɐɾ lɔge d̪ɛkʰɐ,on̪ekɔ d̪in̪ɔ pɔrɔ apn̪arɔ s̪at̪ʰe d̪ekʰa
আপনি কেমন আছেন ?,সিলেট আফনে কিলান আছইন ?,ʃɔlhe ɐcʰone kɪlɐn ɐcʰo͡ɪ̯n?,apn̪i kemɔn̪ɔ at͡ɕʰen̪ɔ ?
আপনার কি আমার কথা মনে আছে এখনও ?,সিলেট আফনার কিতা আমার কথা মনো আছে নি এখনো?,ʃɔlho ɐpʰnɐɾ kɪt̪ɐ ɐmɐɾ kɔt̪ʰɐ mono ɐcʰe nɪ ɛkʰono?,apn̪arɔ ki amarɔ kɔt̪ʰa mɔn̪e at͡ɕʰe ekʰn̪o ?
আমার পড়ালেখা করতে ভালো লাগে নাহ,সিলেট আমার পড়ালেখা খরতাম ভালা লাগে না,ʃɔlhe ɐmɐɾ pɔɽɐlexɐ xoɾt̪ɐm vɐlɐ lɐge nɐ,amarɔ pɔɽal̪ekʰa kɔrɔt̪e b̤al̪o l̪aɡe n̪ahɔ
আমার বিদেশে গিয়ে পড়ালেখা করার স্বপ্ন,সিলেট আমার বিদেশ গিয়া পড়ালেখা করার সফনো,ʃɔlhe ɐmɐɾ bɪd̪eʃ gɪʲɐ pɔɽɐlexɐ kɔɾɐɾ ʃɔpʰɔno,amarɔ bid̪eɕe ɡie̯e pɔɽal̪ekʰa kɔrarɔ s̪bɔpn̪ɔ
আপনার সাথে কথা বলে অনেক ভালো লাগলো,সিলেট আফনার লগে মাতিয়া অনেখ ভালা লাগলো,ʃɔlhe ɐpʰnɐɾ lɔge mɐt̪ɪʲɐ ɔnekʰo bʱɐlɐ lɐglo,apn̪arɔ s̪at̪ʰe kɔt̪ʰa bɔl̪e on̪ekɔ b̤al̪o l̪aɡl̪o
অনেকে বলে প্রেম করলে মানুষ বোকা হয়,সিলেট বহুতে কইন পেরেম করলে মানুষ বুকা অই যাইন,ʃɔlhe bohut̪e ko͡ɪ̯n peɾem koɾle mɐnuʃ bukɐ ɔ͡ɪ̯ ɟɐ͡ɪ̯n,on̪eke bɔl̪e premɔ kɔrɔl̪e man̪uʂɔ boka he̯ɔ
অনেকে আরো বলে যে বিয়ে করলে মানুষ নাকি গাধা হয়,সিলেট বহুতে আরো কইন যে বিয়া করলে মানুষ বুলে গাধা অই যাইন,ʃɔlhe bohut̪e ɐɾo ko͡ɪ̯n ɟe bɪʲɐ koɾle mɐnuʃ bule gɐd̪ʱɐ ɔ͡ɪ̯ ɟɐ͡ɪ̯n,on̪eke aro bɔl̪e d͡ze bie̯e kɔrɔl̪e man̪uʂɔ n̪aki ɡad̪̤a he̯ɔ
একজন লোক মারা গেছেন,সিলেট একজন লোক মারা গেছইন,ʃɔlhet ɛkɟon lok mɐɾɐ gecʰo͡ɪ̯n,ekɔd͡ʑɔn̪ɔ l̪okɔ mara ɡet͡ɕʰen̪
তুমি এত গরীব আগে কেন বলোনি,সিলেট তুমি অতো গরীব আগে কইলায় না খেনে?,ʃɔlhe t̪umɪ ɔt̪o goɾɪb ɐge ko͡ɪ̯lɐe̯ nɐ kʰene?,t̪umi et̪ɔ ɡɔribɔ aɡe ken̪ɔ bɔl̪on̪i
আমি আগেই বলেছি তুমি ছাড়া এই পৃথিবীতে আমার আর কিছুই নাই,সিলেট মুই আগেউ কইছি তুমি ছাড়া দুনিয়াত আমার আর কুনুতা নাই,ʃɔlhe mu͡ɪ̯ ɐge͡u̯ ko͡ɪ̯cʰɪ t̪umɪ cʰɐɽɐ d̪unɪʲɐt̪ ɐmɐɾ ɐɾ kunut̪ɐ nɐ͡ɪ̯,ami aɡei bɔl̪et͡ɕʰi t̪umi t͡ɕʰaɽa ei pɽit̪ʰibit̪e amarɔ arɔ kit͡ɕʰui n̪ai
মনের ভালোবাসা চিরদিন থেকে যাবে,সিলেট মনর ভালোবাসা চিরদিন থাকি যাইবো,ʃɔlhet monoɾ vɐlobɐʃɐ cɪɾod̪ɪn t̪ʰɐkɪ zɐ͡ɪ̯bo,mɔn̪erɔ b̤al̪obas̪a t͡ɕird̪in̪ɔ t̪ʰeke d͡zabe
জীবনের কিছুটা পথ একা একা চলা তেমন কঠিন নয়,সিলেট জীবনো কিছুটা পথ এখলা এখলা চলা তেমন কঠিন কিচ্ছু নায়,ʃɔlhe ɟɪbɔno kɪcʰutɐ pɔt̪ʰ ekʰlɐ ekʰlɐ cɔlɐ t̪ɛmon kotʰɪn kɪccʰu nɐe̯,d͡ʑibn̪erɔ kit͡ɕʰuta pɔt̪ʰɔ eka eka t͡ɕɔl̪a t̪emɔn̪ɔ kɔtʰin̪ɔ n̪e̯ɔ
জীবন হলো বাঁচার জন্য,সিলেট জীবন অইলো বাঁচার লাগি,ʃɔlhe ɟɪbɔn ɔ͡ɪ̯lo bɐ̃cɐɾ lɐgɪ,d͡ʑibɔn̪ɔ hɔl̪o bɔ̃t͡ɕarɔ d͡ʑɔn̪d͡zɔ
মন হলো দেবার জন্য,সিলেট মন অইলো দেওয়ার লাগি,ʃɔlhet mon ɔ͡ɪ̯lo d̪e͡o̯ʷɐɾ lɐgɪ,mɔn̪ɔ hɔl̪o d̪ebarɔ d͡ʑɔn̪d͡zɔ
ভালবাসা হলো সারা জীবন পাশে থাকার জন্য,সিলেট ভাালাপাওয়া অইলো সারাজীবন লগে থাকা,ʃɔlhe bʱɐlɐpɐ͡o̯ʷɐ ɔ͡ɪ̯lo ʃɐɾɐɟɪbɔn lɔge t̪ʰɐkɐ,b̤al̪bas̪a hɔl̪o s̪ara d͡ʑibɔn̪ɔ paɕe t̪ʰakarɔ d͡ʑɔn̪d͡zɔ
আমি কিছু ভাবতে পারিনা তোমায় ছাড়া,সিলেট তুমারে ছাড়া মুই কুনতা ভাবতাম ফারি না,ʃɔlhe t̪umɐɾe cʰɐɽɐ mu͡ɪ̯ kunt̪ɐ bʱɐbt̪ɐm pʰɐɾɪ nɐ,ami kit͡ɕʰu b̤abt̪e parin̪a t̪omae̯ɔ t͡ɕʰaɽa
আমি কিছু লিখতে পারিনা তোমার নাম ছাড়া,সিলেট তুমার নাম ছাড়া মুই কুনতা লেখতাম ফারিয়ার না,ʃɔlhe t̪umɐɾ nɐm cʰɐɽɐ mu͡ɪ̯ kunt̪ɐ lekʰt̪ɐm pʰɐɾɪʲɐɾ nɐ,ami kit͡ɕʰu l̪ikʰt̪e parin̪a t̪omarɔ n̪amɔ t͡ɕʰaɽa
আমি কিছু বুঝতে চাইনা তোমায় ছাড়া ,সিলেট মুই তুমারে ছাড়া কুনতা বুঝতাম চাই না,ʃɔlho mu͡ɪ̯ t̪umɐɾe cʰɐɽɐ kunt̪ɐ buɟʱt̪ɐm cɐ͡ɪ̯ nɐ,ami kit͡ɕʰu bud͡ʑ̤t̪e t͡ɕain̪a t̪omae̯ɔ t͡ɕʰaɽa 
ভালবাসায় এমন কেন হয়?,সিলেট পিরিত ইলান কেনে অয়?,ʃɔlhe pɪɾɪt̪o ɪlɐn kene ɔe̯?,b̤al̪bas̪ae̯ɔ emɔn̪ɔ ken̪ɔ he̯ɔ?
যখন ছেলে বুঝে তখন মেয়ে বুঝেনা ,সিলেট যেব্‌লাকু ফুয়া বুঝে হেব্‌লাকু ফুড়িয়ে বুঝে না,ʃɔlhe ɟeblɐku pʰuʲɐ buɟʱe heblɐku pʰuɽɪʲe buɟʱe nɐ,d͡zɔkʰɔn̪ɔ t͡ɕʰel̪e bud͡ʑ̤e t̪ɔkʰɔn̪ɔ mee̯e bud͡ʑ̤en̪a 
ভালোবাসি তোমাকে বলা বাকি,সিলেট ভালা পাই ইকান তুমারে কওয়া বাকি,ʃɔlhe vɐlɐ pɐ͡ɪ̯ ɪkɐn t̪umɐɾe koʷɐ bɐkɪ,b̤al̪obas̪i t̪omake bɔl̪a baki
আমার খুব গরম লাগছে,সিলেট মোর বাক্কা গরম লাগের গিয়া,ʃɔlɔt moɾ bɐkkɐ gɔɾom lɐgeɾ gɪʲɐ,amarɔ kʰubɔ ɡɔrɔmɔ l̪aɡt͡ɕʰe
তোমার কি গরম লাগছে ?,সিলেট তুমার গরম লাগের নি?,ʃɔlɔt t̪umɐɾ gɔɾom lɐgeɾ nɪ?,t̪omarɔ ki ɡɔrɔmɔ l̪aɡt͡ɕʰe ?
আপনার কি গরম লাগছে?,সিলেট আফনার কিতা গরম লাগের নি?,ʃɔlho ɐpʰnɐɾ kɪt̪ɐ gɔɾom lɐgeɾ nɪ?,apn̪arɔ ki ɡɔrɔmɔ l̪aɡt͡ɕʰe?
আপনি কি আমাকে ভালবাসেন?,সিলেট আফনে কিতা আমারে ভালা পাইন নি?,ʃɔlho ɐcʰone kɪt̪ɐ ɐmɐɾe bʱɐlɐ pɐ͡ɪ̯n nɪ?,apn̪i ki amake b̤al̪bas̪en̪ɔ?
তোমার জন্য মনে আমার অফুরন্ত আশা,সিলেট তুমার লাাগি আমার মনো অশেষ আশা,ʃɔlhe t̪umɐɾ lɐgɪ ɐmɐɾ mono ɔʃeʃ ɐʃɐ,t̪omarɔ d͡ʑɔn̪d͡zɔ mɔn̪e amarɔ oɸurɔn̪t̪ɔ aɕa
সারা জীবন পেতে চাই তোমার ভালবাসা ,সিলেট আস্তা জীবন ফাইতাম চাই তুমার ভালোবাসা,ʃɔlhe ɐst̪ɐ ɟɪbɔn pʰɐ͡ɪ̯t̪ɐm cɐ͡ɪ̯ t̪umɐɾ bʱɐlobɐʃɐ,s̪ara d͡ʑibɔn̪ɔ pet̪e t͡ɕai t̪omarɔ b̤al̪bas̪a 
হারিয়ে যেতে ইচ্ছে করে অনেক দূরে,সিলেট হারিয়ে যেতে ইচ্ছে করে অনেক দূরে,ʃɔlɪ hɐɾɪʲe ɟet̪e ɪccʰe koɾe ɔnek d̪uɾe,harie̯e d͡zet̪e it͡ɕt͡ɕʰe kɔre on̪ekɔ d̪ure
চলোনা দুজনে মিলে ঘুরে আসি ,সিলেট চলোনা দুইজন মিলিয়া গুইয়া আই , ʃɔlhe cɔlonɐ d̪u͡ɪ̯ɟɔn mɪlɪʲɐ gu͡ɪ̯ʲɐ ɐ͡ɪ̯ ,t͡ɕɔl̪on̪a d̪ud͡ʑn̪e mil̪e ̤ɡ̤ure as̪i 
"চলোনা দুজনে মিলে সাঁতার কাটি 
","সিলেট চলোনা দুইজনে মিলিয়া হাতার দেই
","ʃɔlhe cɔlonɐ d̪u͡ɪ̯ɟɔne mɪlɪʲɐ hɐt̪ɐɾ d̪e͡ɪ̯
","t͡ɕɔl̪on̪a d̪ud͡ʑn̪e mil̪e s̪ɔ̃t̪arɔ kati 
"
বাস্তব কঠিন হলেও মেনে নিয়ে মানিয়ে চলতে হয়,"সিলেট বাস্তব কঠিন অইলেও মানিয়া নিয়া, মানাইয়া চলা লাগে","ʃɔlhe bɐst̪ob kotʰɪn ɛ͡ɪ̯le͡o̯ mɐnɪʲɐ nɪʲɐ, mɐnɐ͡ɪ̯ʲɐ cɔlɐ lɐge",bas̪t̪ɔbɔ kɔtʰin̪ɔ hɔl̪eo men̪e n̪ie̯e man̪ie̯e t͡ɕɔl̪ɔt̪e he̯ɔ
ফেসবুকে তার একজনের সাথে সম্পর্ক হয়,সিলেট ফেসবুকো তাইর এখজনর লগে সম্পর্ক অইছিল,ʃɔlho pʰesbuko t̪ɐ͡ɪ̯ɾ ɛkʰoɟɔnoɾ lɔge ʃɔmpoɾko e͡ɪ̯cʰɪlo,ɸes̪buke t̪arɔ ekɔd͡ʑɔn̪erɔ s̪at̪ʰe s̪ɔmpɔrkɔ he̯ɔ
ছেলেটা ভালো চাকরি করে,সিলেট ফুয়াটায় ভালা চাকরি করে,ʃɔlho pʰuʲɐtɐe̯ bʱɐlɐ cɐkɾɪ koɾe,t͡ɕʰel̪eta b̤al̪o t͡ɕakri kɔre
এই পাঁচ মাসে ছেলে তার পরিবার নিয়ে মেয়ের বাসায় যায় না,সিলেট অউ পাঁচ মাসে ফুয়া তার পরিবার লইয়া ফুড়ির বাসায় যায় না,ʃɔlhe ɔ͡u̯ pɐ̃c mɐʃe pʰuʲɐ t̪ɐɾ poɾɪbɐɾ lɔ͡ɪ̯ʲɐ pʰuɽɪɾ bɐʃɐe̯ ɟɐe̯ nɐ,ei pɔ̃t͡ɕɔ mas̪e t͡ɕʰel̪e t̪arɔ pɔribarɔ n̪ie̯e mee̯erɔ bas̪ae̯ɔ d͡zae̯ɔ n̪a
মেয়ে বলে প্রয়োজন পড়লে আমার পরিবার তোমার পরিবারের সাথে কথা বলবে,সিলেট ফুড়িয়ে খয় দরখার অইলে মোর পরিবার তুমার পরিবারর লগে মাতবা,ʃɔlhe pʰuɽɪʲe kʰɔe̯ d̪ɔɾkʰɐɾ ɛ͡ɪ̯le moɾ poɾɪbɐɾ t̪umɐɾ poɾɪbɐɾɔɾ lɔge mɐt̪bɐ,mee̯e bɔl̪e pre̯od͡ʑɔn̪ɔ pɔɽɔl̪e amarɔ pɔribarɔ t̪omarɔ pɔribarerɔ s̪at̪ʰe kɔt̪ʰa bɔl̪ɔbe
পরিবার বলতে মা বাবা ভাই বোন নিয়ে,সিলেট পরিবার অইলো মা বাফ ভাই বইন লইয়া,ʃɔlhe poɾɪbɐɾ ɔ͡ɪ̯lo mɐ bɐpʰ bʱɐ͡ɪ̯ bo͡ɪ̯n lɔ͡ɪ̯ʲɐ,pɔribarɔ bɔl̪ɔt̪e ma baba b̤ai bon̪ɔ n̪ie̯e
আমার স্বামী দুই বছর আগে আমাদেরকে রেখে এসে আলাদা হয়ে যায়,সিলেট মোর জামাই দুই বছর আগে আমরারে রাখিয়া আইয়া আলেদা অই গেছইন,ʃɔlhe moɾ ɟɐmɐ͡ɪ̯ d̪u͡ɪ̯ bɔcʰoɾ ɐge ɐmɾɐɾe ɾɐkʰɪʲɐ ɐ͡ɪ̯ʲɐ ɐled̪ɐ ɔ͡ɪ̯ gecʰɪn,amarɔ s̪bami d̪ui bɔt͡ɕʰɔrɔ aɡe amad̪erke rekʰe es̪e al̪ad̪a he̯e d͡zae̯
আমার পছন্দ হয় এমন মেয়ে তাদের পছন্দ হয় না,সিলেট মোর পছন্দ অয় ইলান ফুড়ি তারার পছন্দ অয় না,ʃɔlhe moɾ pɔcʰond̪o ɔe̯ ɪlɐn pʰuɽɪ t̪ɐɾɐɾ pɔcʰond̪o ɔe̯ nɐ,amarɔ pɔt͡ɕʰɔn̪d̪ɔ he̯ɔ emɔn̪ɔ mee̯e t̪ad̪erɔ pɔt͡ɕʰɔn̪d̪ɔ he̯ɔ n̪a
আপনার বাবা মার যেহেতু স্বপ্ন ,সিলেট আফনার বাফ মার সফনো যেহেতু,ʃɔlhe ɐpʰnɐɾ bɐpʰ mɐɾ ʃɔpʰɔno ɟehet̪u,apn̪arɔ baba marɔ d͡zehet̪u s̪bɔpn̪ɔ 
পরে আপনার অনেক আফসোস হবে ,সিলেট বাদে আফনার খুব আফসোস অইবো,ʃɔlhe bɐd̪e ɐpʰnɐɾ kʰub ɐpʰsos ɔ͡ɪ̯bo,pɔre apn̪arɔ on̪ekɔ aɸs̪os̪ɔ hɔbe 
তাদের একটি বাচ্চা আছে পাঁচ বছরের,সিলেট তারার এখটা বাইচ্চা আছে পাঁচ বছরর,ʃɔlhe t̪ɐɾɐɾ ɛxtɐ bɐ͡ɪ̯ccɐ ɐcʰe pɐ̃c bɔcʰoɾɔɾ,t̪ad̪erɔ ekti bat͡ɕt͡ɕa at͡ɕʰe pɔ̃t͡ɕɔ bɔt͡ɕʰɔrer
